country_id,mine_id,year_id,panamax
country_44,Mine_87,Y_20,26.82795599
country_44,Mine_87,Y_21,26.82795599
country_44,Mine_87,Y_22,26.82795599
country_44,Mine_87,Y_23,26.82795599
country_44,Mine_87,Y_24,26.82795599
country_44,Mine_87,Y_25,26.82795599
country_44,Mine_87,Y_26,26.82795599
country_45,Mine_88,Y_10,7.909376514
country_45,Mine_88,Y_11,7.909376514
country_45,Mine_88,Y_12,7.227919232
country_45,Mine_88,Y_13,11.4041727
country_45,Mine_88,Y_14,13.82426419
country_45,Mine_88,Y_15,12.56186456
country_45,Mine_88,Y_16,14.40768159
country_45,Mine_88,Y_17,13.99787719
country_45,Mine_88,Y_18,13.8096315
country_45,Mine_88,Y_19,14.35568638
country_45,Mine_88,Y_20,14.35568638
country_45,Mine_88,Y_21,14.35568638
country_45,Mine_88,Y_22,14.35568638
country_45,Mine_88,Y_23,14.35568638
country_45,Mine_88,Y_24,14.35568638
country_45,Mine_88,Y_25,14.35568638
country_45,Mine_88,Y_26,14.35568638
country_43,Mine_89,Y_10,20.03975302
country_43,Mine_89,Y_11,20.03975302
country_43,Mine_89,Y_12,16.73947764
country_43,Mine_89,Y_13,24.53776224
country_43,Mine_89,Y_14,31.55314948
country_43,Mine_89,Y_15,28.74484593
country_43,Mine_89,Y_16,32.49195712
country_43,Mine_89,Y_17,31.42744913
country_43,Mine_89,Y_18,30.92673759
country_43,Mine_89,Y_19,32.13269202
country_43,Mine_89,Y_20,32.13269202
country_43,Mine_89,Y_21,32.13269202
country_43,Mine_89,Y_22,32.13269202
country_43,Mine_89,Y_23,32.13269202
country_43,Mine_89,Y_24,32.13269202
country_43,Mine_89,Y_25,32.13269202
country_43,Mine_89,Y_26,32.13269202
country_43,Mine_90,Y_10,26.276352
country_43,Mine_90,Y_11,20.20155747
country_43,Mine_90,Y_12,16.87655568
country_43,Mine_90,Y_13,24.74360073
country_43,Mine_90,Y_14,31.81886202
country_43,Mine_90,Y_15,28.97036105
country_43,Mine_90,Y_16,32.74318393
country_43,Mine_90,Y_17,31.67220811
country_43,Mine_90,Y_18,31.16940776
country_43,Mine_90,Y_19,32.38943449
country_43,Mine_90,Y_20,32.38943449
country_43,Mine_90,Y_21,32.38943449
country_43,Mine_90,Y_22,32.38943449
country_43,Mine_90,Y_23,32.38943449
country_43,Mine_90,Y_24,32.38943449
country_43,Mine_90,Y_25,32.38943449
country_43,Mine_90,Y_26,32.38943449
country_13,Mine_91,Y_10,22.46616621
country_13,Mine_91,Y_11,12.68652151
country_13,Mine_91,Y_12,11.55024148
country_13,Mine_91,Y_13,18.55607546
country_13,Mine_91,Y_14,22.69978672
country_13,Mine_91,Y_15,20.55222525
country_13,Mine_91,Y_16,23.72450111
country_13,Mine_91,Y_17,22.98852294
country_13,Mine_91,Y_18,22.65495754
country_13,Mine_91,Y_19,23.51228329
country_13,Mine_91,Y_20,23.51228329
country_13,Mine_91,Y_21,23.51228329
country_13,Mine_91,Y_22,23.51228329
country_13,Mine_91,Y_23,23.51228329
country_13,Mine_91,Y_24,23.51228329
country_13,Mine_91,Y_25,23.51228329
country_13,Mine_91,Y_26,23.51228329
country_13,Mine_92,Y_10,22.46616621
country_13,Mine_92,Y_11,12.42605854
country_13,Mine_92,Y_12,11.30883014
country_13,Mine_92,Y_13,18.18027274
country_13,Mine_92,Y_14,22.24815084
country_13,Mine_92,Y_15,20.10526443
country_13,Mine_92,Y_16,23.20938545
country_13,Mine_92,Y_17,22.49153717
country_13,Mine_92,Y_18,22.1704746
country_13,Mine_92,Y_19,23.00033326
country_13,Mine_92,Y_20,23.00033326
country_13,Mine_92,Y_21,23.00033326
country_13,Mine_92,Y_22,23.00033326
country_13,Mine_92,Y_23,23.00033326
country_13,Mine_92,Y_24,23.00033326
country_13,Mine_92,Y_25,23.00033326
country_13,Mine_92,Y_26,23.00033326
country_46,Mine_93,Y_10,14.51676643
country_46,Mine_93,Y_11,14.51676643
country_46,Mine_93,Y_12,13.16525566
country_46,Mine_93,Y_13,21.20246143
country_46,Mine_93,Y_14,26.06891293
country_46,Mine_93,Y_15,23.52898104
country_46,Mine_93,Y_16,27.23223157
country_46,Mine_93,Y_17,26.29458502
country_46,Mine_93,Y_18,25.86446539
country_46,Mine_93,Y_19,26.77581893
country_46,Mine_93,Y_20,26.77581893
country_46,Mine_93,Y_21,26.77581893
country_46,Mine_93,Y_22,26.77581893
country_46,Mine_93,Y_23,26.77581893
country_46,Mine_93,Y_24,26.77581893
country_46,Mine_93,Y_25,26.77581893
country_46,Mine_93,Y_26,26.77581893
country_46,Mine_94,Y_10,14.51676643
country_46,Mine_94,Y_11,14.51676643
country_46,Mine_94,Y_12,13.16525566
country_46,Mine_94,Y_13,21.20246143
country_46,Mine_94,Y_14,26.06891293
country_46,Mine_94,Y_15,23.52898104
country_46,Mine_94,Y_16,27.23223157
country_46,Mine_94,Y_17,26.29458502
country_46,Mine_94,Y_18,25.86446539
country_46,Mine_94,Y_19,26.77581893
country_46,Mine_94,Y_20,26.77581893
country_46,Mine_94,Y_21,26.77581893
country_46,Mine_94,Y_22,26.77581893
country_46,Mine_94,Y_23,26.77581893
country_46,Mine_94,Y_24,26.77581893
country_46,Mine_94,Y_25,26.77581893
country_46,Mine_94,Y_26,26.77581893
country_46,Mine_95,Y_10,14.51676643
country_46,Mine_95,Y_11,14.51676643
country_46,Mine_95,Y_12,13.16525566
country_46,Mine_95,Y_13,21.20246143
country_46,Mine_95,Y_14,26.06891293
country_46,Mine_95,Y_15,23.52898104
country_46,Mine_95,Y_16,27.23223157
country_46,Mine_95,Y_17,26.29458502
country_46,Mine_95,Y_18,25.86446539
country_46,Mine_95,Y_19,26.77581893
country_46,Mine_95,Y_20,26.77581893
country_46,Mine_95,Y_21,26.77581893
country_46,Mine_95,Y_22,26.77581893
country_46,Mine_95,Y_23,26.77581893
country_46,Mine_95,Y_24,26.77581893
country_46,Mine_95,Y_25,26.77581893
country_46,Mine_95,Y_26,26.77581893
country_46,Mine_61,Y_10,14.45794905
country_46,Mine_61,Y_11,14.45794905
country_46,Mine_61,Y_12,13.11222772
country_46,Mine_61,Y_13,21.12039582
country_46,Mine_61,Y_14,25.96670571
country_46,Mine_61,Y_15,23.43104423
country_46,Mine_61,Y_16,27.11809811
country_46,Mine_61,Y_17,26.18464197
country_46,Mine_61,Y_18,25.7630526
country_46,Mine_61,Y_19,26.67108892
country_46,Mine_61,Y_20,26.67108892
country_46,Mine_61,Y_21,26.67108892
country_46,Mine_61,Y_22,26.67108892
country_46,Mine_61,Y_23,26.67108892
country_46,Mine_61,Y_24,26.67108892
country_46,Mine_61,Y_25,26.67108892
country_46,Mine_61,Y_26,26.67108892
country_46,Mine_97,Y_10,16.16653396
country_46,Mine_97,Y_11,16.16653396
country_46,Mine_97,Y_12,14.67949608
country_46,Mine_97,Y_13,23.55009782
country_46,Mine_97,Y_14,28.8948939
country_46,Mine_97,Y_15,26.33471068
country_46,Mine_97,Y_16,30.46836876
country_46,Mine_97,Y_17,29.39835548
country_46,Mine_97,Y_18,28.8990451
country_46,Mine_97,Y_19,29.98004172
country_46,Mine_97,Y_20,29.98004172
country_46,Mine_97,Y_21,29.98004172
country_46,Mine_97,Y_22,29.98004172
country_46,Mine_97,Y_23,29.98004172
country_46,Mine_97,Y_24,29.98004172
country_46,Mine_97,Y_25,29.98004172
country_46,Mine_97,Y_26,29.98004172
country_46,Mine_98,Y_10,27.6595275
country_46,Mine_98,Y_11,25.57484785
country_46,Mine_98,Y_12,21.50289338
country_46,Mine_98,Y_13,31.68363824
country_46,Mine_98,Y_14,40.78212289
country_46,Mine_98,Y_15,37.87526879
country_46,Mine_98,Y_16,42.42695957
country_46,Mine_98,Y_17,41.38930555
country_46,Mine_98,Y_18,40.91228505
country_46,Mine_98,Y_19,42.9436145
country_46,Mine_98,Y_20,42.9436145
country_46,Mine_98,Y_21,42.9436145
country_46,Mine_98,Y_22,42.9436145
country_46,Mine_98,Y_23,42.9436145
country_46,Mine_98,Y_24,42.9436145
country_46,Mine_98,Y_25,42.9436145
country_46,Mine_98,Y_26,42.9436145
country_46,Mine_99,Y_10,14.51676643
country_46,Mine_99,Y_11,14.51676643
country_46,Mine_99,Y_12,13.16525566
country_46,Mine_99,Y_13,21.20246143
country_46,Mine_99,Y_14,26.06891293
country_46,Mine_99,Y_15,23.52898104
country_46,Mine_99,Y_16,27.23223157
country_46,Mine_99,Y_17,26.29458502
country_46,Mine_99,Y_18,25.86446539
country_46,Mine_99,Y_19,26.77581893
country_46,Mine_99,Y_20,26.77581893
country_46,Mine_99,Y_21,26.77581893
country_46,Mine_99,Y_22,26.77581893
country_46,Mine_99,Y_23,26.77581893
country_46,Mine_99,Y_24,26.77581893
country_46,Mine_99,Y_25,26.77581893
country_46,Mine_99,Y_26,26.77581893
country_46,Mine_100,Y_10,14.45794905
country_46,Mine_100,Y_11,14.45794905
country_46,Mine_100,Y_12,13.11222772
country_46,Mine_100,Y_13,21.12039582
country_46,Mine_100,Y_14,25.96670571
country_46,Mine_100,Y_15,23.43104423
country_46,Mine_100,Y_16,27.11809811
country_46,Mine_100,Y_17,26.18464197
country_46,Mine_100,Y_18,25.7630526
country_46,Mine_100,Y_19,26.67108892
country_46,Mine_100,Y_20,26.67108892
country_46,Mine_100,Y_21,26.67108892
country_46,Mine_100,Y_22,26.67108892
country_46,Mine_100,Y_23,26.67108892
country_46,Mine_100,Y_24,26.67108892
country_46,Mine_100,Y_25,26.67108892
country_46,Mine_100,Y_26,26.67108892
country_46,Mine_101,Y_10,14.51676643
country_46,Mine_101,Y_11,14.51676643
country_46,Mine_101,Y_12,13.16525566
country_46,Mine_101,Y_13,21.20246143
country_46,Mine_101,Y_14,26.06891293
country_46,Mine_101,Y_15,23.52898104
country_46,Mine_101,Y_16,27.23223157
country_46,Mine_101,Y_17,26.29458502
country_46,Mine_101,Y_18,25.86446539
country_46,Mine_101,Y_19,26.77581893
country_46,Mine_101,Y_20,26.77581893
country_46,Mine_101,Y_21,26.77581893
country_46,Mine_101,Y_22,26.77581893
country_46,Mine_101,Y_23,26.77581893
country_46,Mine_101,Y_24,26.77581893
country_46,Mine_101,Y_25,26.77581893
