mine_id,country_id,year_id,cost_spec,Field
Mine_122,country_24,Y_16,4,constructiuon period for mine & infrastructure
Mine_122,country_24,Y_16,0.08,IRR
Mine_123,country_24,Y_16,1,Other penalties - extra processing costs
Mine_123,country_24,Y_16,0.42,LT Avail AA
Mine_123,country_24,Y_16,0.44,Total Alumina
Mine_123,country_24,Y_16,0.02,LT React. Silica
Mine_123,country_24,Y_16,0.04,Total Silica
Mine_123,country_24,Y_16,0,Monhydrate
Mine_123,country_24,Y_16,0.08,Moisture
Mine_123,country_24,Y_16,LT,Bauxite style
Mine_123,country_24,Y_16,Moderate,Total Organic Carbon
Mine_123,country_24,Y_16,Panamax,Vessel size
Mine_123,country_24,Y_16,10,Capital cost of mine (inc. all infrasturure for export)
Mine_123,country_24,Y_16,20,Life of mine
Mine_123,country_24,Y_16,4,constructiuon period for mine & infrastructure
Mine_123,country_24,Y_16,0.08,IRR
Mine_124,country_24,Y_16,0,Other penalties - extra processing costs
Mine_124,country_24,Y_16,0.39,LT Avail AA
Mine_124,country_24,Y_16,0.44,Total Alumina
Mine_124,country_24,Y_16,0.04,LT React. Silica
Mine_124,country_24,Y_16,0.07,Total Silica
Mine_124,country_24,Y_16,0.01,Monhydrate
Mine_124,country_24,Y_16,0.08,Moisture
Mine_124,country_24,Y_16,LT,Bauxite style
Mine_124,country_24,Y_16,Moderate,Total Organic Carbon
Mine_124,country_24,Y_16,Panamax,Vessel size
Mine_124,country_24,Y_16,10,Capital cost of mine (inc. all infrasturure for export)
Mine_124,country_24,Y_16,20,Life of mine
Mine_124,country_24,Y_16,4,constructiuon period for mine & infrastructure
Mine_124,country_24,Y_16,0.08,IRR
Mine_150,country_57,Y_16,0,Other penalties - extra processing costs
Mine_150,country_57,Y_16,0.44,LT Avail AA
Mine_150,country_57,Y_16,0.485,Total Alumina
Mine_150,country_57,Y_16,0.04,LT React. Silica
Mine_150,country_57,Y_16,0.06,Total Silica
Mine_150,country_57,Y_16,0.005,Monhydrate
Mine_150,country_57,Y_16,0.13,Moisture
Mine_150,country_57,Y_16,LT,Bauxite style
Mine_150,country_57,Y_16,Moderate,Total Organic Carbon
Mine_150,country_57,Y_16,Panamax,Vessel size
Mine_150,country_57,Y_16,10,Capital cost of mine (inc. all infrasturure for export)
Mine_150,country_57,Y_16,25,Life of mine
Mine_150,country_57,Y_16,4,constructiuon period for mine & infrastructure
Mine_150,country_57,Y_16,0.08,IRR
Mine_151,country_57,Y_16,0,Other penalties - extra processing costs
Mine_151,country_57,Y_16,0.44,LT Avail AA
Mine_151,country_57,Y_16,0.485,Total Alumina
Mine_151,country_57,Y_16,0.04,LT React. Silica
Mine_151,country_57,Y_16,0.06,Total Silica
Mine_151,country_57,Y_16,0.005,Monhydrate
Mine_151,country_57,Y_16,0.13,Moisture
Mine_151,country_57,Y_16,LT,Bauxite style
Mine_151,country_57,Y_16,Moderate,Total Organic Carbon
Mine_151,country_57,Y_16,Panamax,Vessel size
Mine_151,country_57,Y_16,10,Capital cost of mine (inc. all infrasturure for export)
Mine_151,country_57,Y_16,25,Life of mine
Mine_151,country_57,Y_16,4,constructiuon period for mine & infrastructure
Mine_151,country_57,Y_16,0.08,IRR
Mine_148,country_23,Y_16,0,Other penalties - extra processing costs
Mine_148,country_23,Y_16,0,LT Avail AA
Mine_148,country_23,Y_16,0.57,Total Alumina
Mine_148,country_23,Y_16,0,LT React. Silica
Mine_148,country_23,Y_16,0.09,Total Silica
Mine_148,country_23,Y_16,0.57,Monhydrate
Mine_148,country_23,Y_16,0.07,Moisture
Mine_148,country_23,Y_16,HT-D,Bauxite style
Mine_148,country_23,Y_16,Low,Total Organic Carbon
Mine_148,country_23,Y_16,Panamax,Vessel size
Mine_148,country_23,Y_16,30,Capital cost of mine (inc. all infrasturure for export)
Mine_148,country_23,Y_16,40,Life of mine
Mine_148,country_23,Y_16,4,constructiuon period for mine & infrastructure
Mine_148,country_23,Y_16,0.1,IRR
Mine_128,country_8,Y_16,0,Other penalties - extra processing costs
Mine_128,country_8,Y_16,0.1,LT Avail AA
Mine_128,country_8,Y_16,0.47,Total Alumina
Mine_128,country_8,Y_16,0.03,LT React. Silica
Mine_128,country_8,Y_16,0.11,Total Silica
Mine_128,country_8,Y_16,0.34,Monhydrate
Mine_128,country_8,Y_16,0.05,Moisture
Mine_128,country_8,Y_16,HT-D,Bauxite style
Mine_128,country_8,Y_16,Low,Total Organic Carbon
Mine_128,country_8,Y_16,Panamax,Vessel size
Mine_128,country_8,Y_16,30,Capital cost of mine (inc. all infrasturure for export)
Mine_128,country_8,Y_16,40,Life of mine
Mine_128,country_8,Y_16,4,constructiuon period for mine & infrastructure
Mine_128,country_8,Y_16,0.08,IRR
Mine_144,country_33,Y_16,0,Other penalties - extra processing costs
Mine_144,country_33,Y_16,0,LT Avail AA
Mine_144,country_33,Y_16,0.57,Total Alumina
Mine_144,country_33,Y_16,0,LT React. Silica
Mine_144,country_33,Y_16,0.087,Total Silica
Mine_144,country_33,Y_16,0.57,Monhydrate
Mine_144,country_33,Y_16,0.07,Moisture
Mine_144,country_33,Y_16,HT-D,Bauxite style
Mine_144,country_33,Y_16,Low,Total Organic Carbon
Mine_144,country_33,Y_16,Panamax,Vessel size
Mine_144,country_33,Y_16,60,Capital cost of mine (inc. all infrasturure for export)
Mine_144,country_33,Y_16,40,Life of mine
Mine_144,country_33,Y_16,4,constructiuon period for mine & infrastructure
Mine_144,country_33,Y_16,0.08,IRR
Mine_115,country_48,Y_16,0,Other penalties - extra processing costs
Mine_115,country_48,Y_16,0,LT Avail AA
Mine_115,country_48,Y_16,0.5,Total Alumina
Mine_115,country_48,Y_16,0.05,LT React. Silica
Mine_115,country_48,Y_16,0.07,Total Silica
Mine_115,country_48,Y_16,0.45,Monhydrate
Mine_115,country_48,Y_16,0.07,Moisture
Mine_115,country_48,Y_16,HT-B,Bauxite style
Mine_115,country_48,Y_16,Low,Total Organic Carbon
Mine_115,country_48,Y_16,Panamax,Vessel size
Mine_115,country_48,Y_16,20,Capital cost of mine (inc. all infrasturure for export)
Mine_115,country_48,Y_16,20,Life of mine
Mine_115,country_48,Y_16,4,constructiuon period for mine & infrastructure
Mine_115,country_48,Y_16,0.1,IRR
Mine_91,country_13,Y_16,0,Other penalties - extra processing costs
Mine_91,country_13,Y_16,0,LT Avail AA
Mine_91,country_13,Y_16,0.6,Total Alumina
Mine_91,country_13,Y_16,0,LT React. Silica
Mine_91,country_13,Y_16,0.03,Total Silica
Mine_91,country_13,Y_16,0.6,Monhydrate
Mine_91,country_13,Y_16,0.07,Moisture
Mine_91,country_13,Y_16,HT-D,Bauxite style
Mine_91,country_13,Y_16,Low,Total Organic Carbon
Mine_91,country_13,Y_16,Panamax,Vessel size
Mine_91,country_13,Y_16,20,Capital cost of mine (inc. all infrasturure for export)
Mine_91,country_13,Y_16,20,Life of mine
Mine_91,country_13,Y_16,4,constructiuon period for mine & infrastructure
Mine_91,country_13,Y_16,0.1,IRR
Mine_92,country_13,Y_16,0,Other penalties - extra processing costs
Mine_92,country_13,Y_16,0,LT Avail AA
Mine_92,country_13,Y_16,0.57,Total Alumina
Mine_92,country_13,Y_16,0,LT React. Silica
Mine_92,country_13,Y_16,0.04,Total Silica
Mine_92,country_13,Y_16,0.57,Monhydrate
Mine_92,country_13,Y_16,0.1,Moisture
Mine_92,country_13,Y_16,HT-D,Bauxite style
Mine_92,country_13,Y_16,Low,Total Organic Carbon
Mine_92,country_13,Y_16,Panamax,Vessel size
Mine_92,country_13,Y_16,20,Capital cost of mine (inc. all infrasturure for export)
Mine_92,country_13,Y_16,20,Life of mine
Mine_92,country_13,Y_16,4,constructiuon period for mine & infrastructure
Mine_92,country_13,Y_16,0.1,IRR
Mine_78,country_12,Y_16,0,Other penalties - extra processing costs
Mine_78,country_12,Y_16,0,LT Avail AA
Mine_78,country_12,Y_16,0.56,Total Alumina
Mine_78,country_12,Y_16,0.05,LT React. Silica
Mine_78,country_12,Y_16,0.06,Total Silica
Mine_78,country_12,Y_16,0.51,Monhydrate
Mine_78,country_12,Y_16,0.1,Moisture
Mine_78,country_12,Y_16,HT-D,Bauxite style
Mine_78,country_12,Y_16,Low,Total Organic Carbon
Mine_78,country_12,Y_16,Panamax,Vessel size
Mine_78,country_12,Y_16,20,Capital cost of mine (inc. all infrasturure for export)
Mine_78,country_12,Y_16,20,Life of mine
Mine_78,country_12,Y_16,4,constructiuon period for mine & infrastructure
Mine_78,country_12,Y_16,0.1,IRR
Mine_79,country_12,Y_16,0,Other penalties - extra processing costs
Mine_79,country_12,Y_16,0,LT Avail AA
Mine_79,country_12,Y_16,0.52,Total Alumina
Mine_79,country_12,Y_16,0.06,LT React. Silica
Mine_79,country_12,Y_16,0.07,Total Silica
Mine_79,country_12,Y_16,0.46,Monhydrate
Mine_79,country_12,Y_16,0.1,Moisture
Mine_79,country_12,Y_16,HT-D,Bauxite style
Mine_79,country_12,Y_16,Low,Total Organic Carbon
Mine_79,country_12,Y_16,Panamax,Vessel size
Mine_79,country_12,Y_16,20,Capital cost of mine (inc. all infrasturure for export)
Mine_79,country_12,Y_16,20,Life of mine
Mine_79,country_12,Y_16,4,constructiuon period for mine & infrastructure
Mine_79,country_12,Y_16,0.1,IRR
Mine_136,country_29,Y_16,0,Other penalties - extra processing costs
Mine_136,country_29,Y_16,0,LT Avail AA
Mine_136,country_29,Y_16,0.6,Total Alumina
Mine_136,country_29,Y_16,0.045,LT React. Silica
Mine_136,country_29,Y_16,0.05,Total Silica
Mine_136,country_29,Y_16,0.555,Monhydrate
Mine_136,country_29,Y_16,0.1,Moisture
Mine_136,country_29,Y_16,HT-B,Bauxite style
Mine_136,country_29,Y_16,Low,Total Organic Carbon
Mine_136,country_29,Y_16,Panamax,Vessel size
Mine_136,country_29,Y_16,20,Capital cost of mine (inc. all infrasturure for export)
Mine_136,country_29,Y_16,20,Life of mine
Mine_136,country_29,Y_16,4,constructiuon period for mine & infrastructure
Mine_136,country_29,Y_16,0.08,IRR
Mine_137,country_18,Y_16,0,Other penalties - extra processing costs
Mine_137,country_18,Y_16,0.35,LT Avail AA
Mine_137,country_18,Y_16,0.41,Total Alumina
Mine_137,country_18,Y_16,0.06,LT React. Silica
Mine_137,country_18,Y_16,0.08,Total Silica
Mine_137,country_18,Y_16,0,Monhydrate
Mine_137,country_18,Y_16,0.1,Moisture
Mine_137,country_18,Y_16,HT-B,Bauxite style
Mine_137,country_18,Y_16,Low,Total Organic Carbon
Mine_137,country_18,Y_16,Capesize,Vessel size
Mine_137,country_18,Y_16,45,Capital cost of mine (inc. all infrasturure for export)
Mine_137,country_18,Y_16,40,Life of mine
Mine_137,country_18,Y_16,4,constructiuon period for mine & infrastructure
Mine_137,country_18,Y_16,0.15,IRR
Mine_138,country_18,Y_16,0,Other penalties - extra processing costs
Mine_138,country_18,Y_16,0.35,LT Avail AA
Mine_138,country_18,Y_16,0.41,Total Alumina
Mine_138,country_18,Y_16,0.06,LT React. Silica
Mine_138,country_18,Y_16,0.08,Total Silica
Mine_138,country_18,Y_16,0,Monhydrate
Mine_138,country_18,Y_16,0.1,Moisture
Mine_138,country_18,Y_16,HT-B,Bauxite style
Mine_138,country_18,Y_16,Low,Total Organic Carbon
Mine_138,country_18,Y_16,Capesize,Vessel size
Mine_138,country_18,Y_16,20,Capital cost of mine (inc. all infrasturure for export)
Mine_138,country_18,Y_16,20,Life of mine
Mine_138,country_18,Y_16,4,constructiuon period for mine & infrastructure
Mine_138,country_18,Y_16,0.15,IRR
Mine_139,country_18,Y_16,0,Other penalties - extra processing costs
Mine_139,country_18,Y_16,0.39,LT Avail AA
Mine_139,country_18,Y_16,0.45,Total Alumina
Mine_139,country_18,Y_16,0.035,LT React. Silica
Mine_139,country_18,Y_16,0.03,Total Silica
Mine_139,country_18,Y_16,0.025,Monhydrate
Mine_139,country_18,Y_16,0.1,Moisture
Mine_139,country_18,Y_16,HT-D,Bauxite style
Mine_139,country_18,Y_16,Low,Total Organic Carbon
Mine_139,country_18,Y_16,Capesize,Vessel size
Mine_139,country_18,Y_16,20,Capital cost of mine (inc. all infrasturure for export)
Mine_139,country_18,Y_16,20,Life of mine
Mine_139,country_18,Y_16,4,constructiuon period for mine & infrastructure
Mine_139,country_18,Y_16,0.15,IRR
Mine_140,country_18,Y_16,0,Other penalties - extra processing costs
Mine_140,country_18,Y_16,0.39,LT Avail AA
Mine_140,country_18,Y_16,0.45,Total Alumina
Mine_140,country_18,Y_16,0.035,LT React. Silica
Mine_140,country_18,Y_16,0.03,Total Silica
Mine_140,country_18,Y_16,0.025,Monhydrate
Mine_140,country_18,Y_16,0.1,Moisture
Mine_140,country_18,Y_16,HT-D,Bauxite style
Mine_140,country_18,Y_16,Low,Total Organic Carbon
Mine_140,country_18,Y_16,Capesize,Vessel size
Mine_140,country_18,Y_16,20,Capital cost of mine (inc. all infrasturure for export)
Mine_140,country_18,Y_16,20,Life of mine
Mine_140,country_18,Y_16,4,constructiuon period for mine & infrastructure
Mine_140,country_18,Y_16,0.15,IRR
Mine_141,country_18,Y_16,0,Other penalties - extra processing costs
Mine_141,country_18,Y_16,0.39,LT Avail AA
Mine_141,country_18,Y_16,0.45,Total Alumina
Mine_141,country_18,Y_16,0.035,LT React. Silica
Mine_141,country_18,Y_16,0.03,Total Silica
Mine_141,country_18,Y_16,0.025,Monhydrate
Mine_141,country_18,Y_16,0.1,Moisture
Mine_141,country_18,Y_16,HT-D,Bauxite style
Mine_141,country_18,Y_16,Low,Total Organic Carbon
Mine_141,country_18,Y_16,Capesize,Vessel size
Mine_141,country_18,Y_16,20,Capital cost of mine (inc. all infrasturure for export)
Mine_141,country_18,Y_16,20,Life of mine
Mine_141,country_18,Y_16,4,constructiuon period for mine & infrastructure
Mine_141,country_18,Y_16,0.15,IRR
Mine_142,country_18,Y_16,0,Other penalties - extra processing costs
Mine_142,country_18,Y_16,0.4,LT Avail AA
Mine_142,country_18,Y_16,0.55,Total Alumina
Mine_142,country_18,Y_16,0.065,LT React. Silica
Mine_142,country_18,Y_16,0.07,Total Silica
Mine_142,country_18,Y_16,0.085,Monhydrate
Mine_142,country_18,Y_16,0.1,Moisture
Mine_142,country_18,Y_16,HT-D,Bauxite style
Mine_142,country_18,Y_16,Low,Total Organic Carbon
Mine_142,country_18,Y_16,Capesize,Vessel size
Mine_142,country_18,Y_16,20,Capital cost of mine (inc. all infrasturure for export)
Mine_142,country_18,Y_16,20,Life of mine
Mine_142,country_18,Y_16,4,constructiuon period for mine & infrastructure
Mine_142,country_18,Y_16,0.15,IRR
Mine_143,country_18,Y_16,0,Other penalties - extra processing costs
Mine_143,country_18,Y_16,0.4,LT Avail AA
Mine_143,country_18,Y_16,0.55,Total Alumina
Mine_143,country_18,Y_16,0.065,LT React. Silica
Mine_143,country_18,Y_16,0.07,Total Silica
Mine_143,country_18,Y_16,0.085,Monhydrate
Mine_143,country_18,Y_16,0.1,Moisture
Mine_143,country_18,Y_16,HT-D,Bauxite style
Mine_143,country_18,Y_16,Low,Total Organic Carbon
Mine_143,country_18,Y_16,Capesize,Vessel size
Mine_143,country_18,Y_16,45,Capital cost of mine (inc. all infrasturure for export)
Mine_143,country_18,Y_16,40,Life of mine
Mine_143,country_18,Y_16,4,constructiuon period for mine & infrastructure
Mine_143,country_18,Y_16,0.15,IRR
Mine_97,country_46,Y_17,0,Other penalties - extra processing costs
Mine_97,country_46,Y_17,0.425,LT Avail AA
Mine_97,country_46,Y_17,0.48,Total Alumina
Mine_97,country_46,Y_17,0.02,LT React. Silica
Mine_97,country_46,Y_17,0.021,Total Silica
Mine_97,country_46,Y_17,0.035,Monhydrate
Mine_97,country_46,Y_17,0.07,Moisture
Mine_97,country_46,Y_17,LT,Bauxite style
Mine_97,country_46,Y_17,Moderate,Total Organic Carbon
Mine_97,country_46,Y_17,Capesize,Vessel size
Mine_97,country_46,Y_17,40,Capital cost of mine (inc. all infrasturure for export)
Mine_97,country_46,Y_17,25,Life of mine
Mine_97,country_46,Y_17,2,constructiuon period for mine & infrastructure
Mine_97,country_46,Y_17,0.15,IRR
Mine_103,country_46,Y_17,0,Other penalties - extra processing costs
Mine_103,country_46,Y_17,0.456,LT Avail AA
Mine_103,country_46,Y_17,0.49,Total Alumina
Mine_103,country_46,Y_17,0.014,LT React. Silica
Mine_103,country_46,Y_17,0.015,Total Silica
Mine_103,country_46,Y_17,0.02,Monhydrate
Mine_103,country_46,Y_17,0.1,Moisture
Mine_103,country_46,Y_17,LT,Bauxite style
Mine_103,country_46,Y_17,Moderate,Total Organic Carbon
Mine_103,country_46,Y_17,Capesize,Vessel size
Mine_103,country_46,Y_17,36,Capital cost of mine (inc. all infrasturure for export)
Mine_103,country_46,Y_17,25,Life of mine
Mine_103,country_46,Y_17,4,constructiuon period for mine & infrastructure
Mine_103,country_46,Y_17,0.08,IRR
Mine_99,country_46,Y_17,0,Other penalties - extra processing costs
Mine_99,country_46,Y_17,0.4069,LT Avail AA
Mine_99,country_46,Y_17,0.466,Total Alumina
Mine_99,country_46,Y_17,0.0118,LT React. Silica
Mine_99,country_46,Y_17,0.022,Total Silica
Mine_99,country_46,Y_17,0.03,Monhydrate
Mine_99,country_46,Y_17,0.0891,Moisture
Mine_99,country_46,Y_17,LT,Bauxite style
Mine_99,country_46,Y_17,Moderate,Total Organic Carbon
Mine_99,country_46,Y_17,Capesize,Vessel size
Mine_99,country_46,Y_17,65,Capital cost of mine (inc. all infrasturure for export)
Mine_99,country_46,Y_17,30,Life of mine
Mine_99,country_46,Y_17,3,constructiuon period for mine & infrastructure
Mine_99,country_46,Y_17,0.08,IRR
Mine_98,country_46,Y_17,0,Other penalties - extra processing costs
Mine_98,country_46,Y_17,0.35,LT Avail AA
Mine_98,country_46,Y_17,0.4,Total Alumina
Mine_98,country_46,Y_17,0.015,LT React. Silica
Mine_98,country_46,Y_17,0.028,Total Silica
Mine_98,country_46,Y_17,0.035,Monhydrate
Mine_98,country_46,Y_17,0.1,Moisture
Mine_98,country_46,Y_17,LT,Bauxite style
Mine_98,country_46,Y_17,Moderate,Total Organic Carbon
Mine_98,country_46,Y_17,Panamax,Vessel size
Mine_98,country_46,Y_17,65,Capital cost of mine (inc. all infrasturure for export)
Mine_98,country_46,Y_17,40,Life of mine
Mine_98,country_46,Y_17,4,constructiuon period for mine & infrastructure
Mine_98,country_46,Y_17,0.08,IRR
Mine_102,country_46,Y_17,0,Other penalties - extra processing costs
Mine_102,country_46,Y_17,0.368,LT Avail AA
Mine_102,country_46,Y_17,0.391,Total Alumina
Mine_102,country_46,Y_17,0.008,LT React. Silica
Mine_102,country_46,Y_17,0.015,Total Silica
Mine_102,country_46,Y_17,0.015,Monhydrate
Mine_102,country_46,Y_17,0.1,Moisture
Mine_102,country_46,Y_17,LT,Bauxite style
Mine_102,country_46,Y_17,Moderate,Total Organic Carbon
Mine_102,country_46,Y_17,Panamax,Vessel size
Mine_102,country_46,Y_17,65,Capital cost of mine (inc. all infrasturure for export)
Mine_102,country_46,Y_17,40,Life of mine
Mine_102,country_46,Y_17,4,constructiuon period for mine & infrastructure
Mine_102,country_46,Y_17,0.08,IRR
Mine_100,country_46,Y_17,0,Other penalties - extra processing costs
Mine_100,country_46,Y_17,0.405,LT Avail AA
Mine_100,country_46,Y_17,0.47,Total Alumina
Mine_100,country_46,Y_17,0.017,LT React. Silica
Mine_100,country_46,Y_17,0.045,Total Silica
Mine_100,country_46,Y_17,0,Monhydrate
Mine_100,country_46,Y_17,0.1,Moisture
Mine_100,country_46,Y_17,LT,Bauxite style
Mine_100,country_46,Y_17,Moderate,Total Organic Carbon
Mine_100,country_46,Y_17,Capesize,Vessel size
Mine_100,country_46,Y_17,18,Capital cost of mine (inc. all infrasturure for export)
Mine_100,country_46,Y_17,15,Life of mine
Mine_100,country_46,Y_17,1,constructiuon period for mine & infrastructure
Mine_100,country_46,Y_17,0.15,IRR
Mine_111,country_46,Y_17,0,Other penalties - extra processing costs
Mine_111,country_46,Y_17,0.38,LT Avail AA
Mine_111,country_46,Y_17,0.42,Total Alumina
Mine_111,country_46,Y_17,0.01,LT React. Silica
Mine_111,country_46,Y_17,0.02,Total Silica
Mine_111,country_46,Y_17,0.03,Monhydrate
Mine_111,country_46,Y_17,0.1,Moisture
Mine_111,country_46,Y_17,LT,Bauxite style
Mine_111,country_46,Y_17,Moderate,Total Organic Carbon
Mine_111,country_46,Y_17,Capesize,Vessel size
Mine_111,country_46,Y_17,11.24444444,Capital cost of mine (inc. all infrasturure for export)
Mine_111,country_46,Y_17,15,Life of mine
Mine_111,country_46,Y_17,1,constructiuon period for mine & infrastructure
Mine_111,country_46,Y_17,0.15,IRR
Mine_101,country_46,Y_17,0,Other penalties - extra processing costs
Mine_101,country_46,Y_17,0.458,LT Avail AA
Mine_101,country_46,Y_17,0.49,Total Alumina
Mine_101,country_46,Y_17,0.012,LT React. Silica
Mine_101,country_46,Y_17,0.028,Total Silica
Mine_101,country_46,Y_17,0.02,Monhydrate
Mine_101,country_46,Y_17,0.1,Moisture
Mine_101,country_46,Y_17,LT,Bauxite style
Mine_101,country_46,Y_17,Moderate,Total Organic Carbon
Mine_101,country_46,Y_17,Capesize,Vessel size
Mine_101,country_46,Y_17,27,Capital cost of mine (inc. all infrasturure for export)
Mine_101,country_46,Y_17,30,Life of mine
Mine_101,country_46,Y_17,2,constructiuon period for mine & infrastructure
Mine_101,country_46,Y_17,0.15,IRR
Mine_108,country_46,Y_17,0,Other penalties - extra processing costs
Mine_108,country_46,Y_17,0.416,LT Avail AA
Mine_108,country_46,Y_17,0.457,Total Alumina
Mine_108,country_46,Y_17,0.014,LT React. Silica
Mine_108,country_46,Y_17,0.023,Total Silica
Mine_108,country_46,Y_17,0.027,Monhydrate
Mine_108,country_46,Y_17,0.1,Moisture
Mine_108,country_46,Y_17,LT,Bauxite style
Mine_108,country_46,Y_17,Moderate,Total Organic Carbon
Mine_108,country_46,Y_17,Capesize,Vessel size
Mine_108,country_46,Y_17,20,Capital cost of mine (inc. all infrasturure for export)
Mine_108,country_46,Y_17,25,Life of mine
Mine_108,country_46,Y_17,2,constructiuon period for mine & infrastructure
Mine_108,country_46,Y_17,0.08,IRR
Mine_105,country_46,Y_17,0,Other penalties - extra processing costs
Mine_105,country_46,Y_17,0.425,LT Avail AA
Mine_105,country_46,Y_17,0.46,Total Alumina
Mine_105,country_46,Y_17,0.015,LT React. Silica
Mine_105,country_46,Y_17,0.02,Total Silica
Mine_105,country_46,Y_17,0.02,Monhydrate
Mine_105,country_46,Y_17,0.1,Moisture
Mine_105,country_46,Y_17,LT,Bauxite style
Mine_105,country_46,Y_17,Moderate,Total Organic Carbon
Mine_105,country_46,Y_17,Capesize,Vessel size
Mine_105,country_46,Y_17,20,Capital cost of mine (inc. all infrasturure for export)
Mine_105,country_46,Y_17,20,Life of mine
Mine_105,country_46,Y_17,1,constructiuon period for mine & infrastructure
Mine_105,country_46,Y_17,0.04,IRR
Mine_104,country_46,Y_17,0,Other penalties - extra processing costs
Mine_104,country_46,Y_17,0.405,LT Avail AA
Mine_104,country_46,Y_17,0.44,Total Alumina
Mine_104,country_46,Y_17,0.015,LT React. Silica
Mine_104,country_46,Y_17,0.02,Total Silica
Mine_104,country_46,Y_17,0.02,Monhydrate
Mine_104,country_46,Y_17,0.1,Moisture
Mine_104,country_46,Y_17,LT,Bauxite style
Mine_104,country_46,Y_17,Moderate,Total Organic Carbon
Mine_104,country_46,Y_17,Capesize,Vessel size
Mine_104,country_46,Y_17,15,Capital cost of mine (inc. all infrasturure for export)
Mine_104,country_46,Y_17,20,Life of mine
Mine_104,country_46,Y_17,1,constructiuon period for mine & infrastructure
Mine_104,country_46,Y_17,0.04,IRR
Mine_93,country_46,Y_17,0,Other penalties - extra processing costs
Mine_93,country_46,Y_17,0.405,LT Avail AA
Mine_93,country_46,Y_17,0.44,Total Alumina
Mine_93,country_46,Y_17,0.015,LT React. Silica
Mine_93,country_46,Y_17,0.02,Total Silica
Mine_93,country_46,Y_17,0.02,Monhydrate
Mine_93,country_46,Y_17,0.1,Moisture
Mine_93,country_46,Y_17,LT,Bauxite style
Mine_93,country_46,Y_17,Moderate,Total Organic Carbon
Mine_93,country_46,Y_17,Capesize,Vessel size
Mine_93,country_46,Y_17,15,Capital cost of mine (inc. all infrasturure for export)
Mine_93,country_46,Y_17,20,Life of mine
Mine_93,country_46,Y_17,1,constructiuon period for mine & infrastructure
Mine_93,country_46,Y_17,0.04,IRR
Mine_106,country_46,Y_17,0,Other penalties - extra processing costs
Mine_106,country_46,Y_17,0.415,LT Avail AA
Mine_106,country_46,Y_17,0.45,Total Alumina
Mine_106,country_46,Y_17,0.015,LT React. Silica
Mine_106,country_46,Y_17,0.02,Total Silica
Mine_106,country_46,Y_17,0.02,Monhydrate
Mine_106,country_46,Y_17,0.1,Moisture
Mine_106,country_46,Y_17,LT,Bauxite style
Mine_106,country_46,Y_17,Moderate,Total Organic Carbon
Mine_106,country_46,Y_17,Capesize,Vessel size
Mine_106,country_46,Y_17,15,Capital cost of mine (inc. all infrasturure for export)
Mine_106,country_46,Y_17,20,Life of mine
Mine_106,country_46,Y_17,1,constructiuon period for mine & infrastructure
Mine_106,country_46,Y_17,0.08,IRR
Mine_94,country_46,Y_17,0,Other penalties - extra processing costs
Mine_94,country_46,Y_17,0.385,LT Avail AA
Mine_94,country_46,Y_17,0.42,Total Alumina
Mine_94,country_46,Y_17,0.015,LT React. Silica
Mine_94,country_46,Y_17,0.02,Total Silica
Mine_94,country_46,Y_17,0.02,Monhydrate
Mine_94,country_46,Y_17,0.1,Moisture
Mine_94,country_46,Y_17,LT,Bauxite style
Mine_94,country_46,Y_17,Moderate,Total Organic Carbon
Mine_94,country_46,Y_17,Capesize,Vessel size
Mine_94,country_46,Y_17,15,Capital cost of mine (inc. all infrasturure for export)
Mine_94,country_46,Y_17,20,Life of mine
Mine_94,country_46,Y_17,1,constructiuon period for mine & infrastructure
Mine_94,country_46,Y_17,0.04,IRR
Mine_95,country_46,Y_17,0,Other penalties - extra processing costs
Mine_95,country_46,Y_17,0.405,LT Avail AA
Mine_95,country_46,Y_17,0.44,Total Alumina
Mine_95,country_46,Y_17,0.015,LT React. Silica
Mine_95,country_46,Y_17,0.02,Total Silica
Mine_95,country_46,Y_17,0.02,Monhydrate
Mine_95,country_46,Y_17,0.1,Moisture
Mine_95,country_46,Y_17,LT,Bauxite style
Mine_95,country_46,Y_17,Moderate,Total Organic Carbon
Mine_95,country_46,Y_17,Capesize,Vessel size
Mine_95,country_46,Y_17,15,Capital cost of mine (inc. all infrasturure for export)
Mine_95,country_46,Y_17,20,Life of mine
Mine_95,country_46,Y_17,1,constructiuon period for mine & infrastructure
Mine_95,country_46,Y_17,0.04,IRR
Mine_107,country_46,Y_17,0,Other penalties - extra processing costs
Mine_107,country_46,Y_17,0.425,LT Avail AA
Mine_107,country_46,Y_17,0.46,Total Alumina
Mine_107,country_46,Y_17,0.015,LT React. Silica
Mine_107,country_46,Y_17,0.02,Total Silica
Mine_107,country_46,Y_17,0.02,Monhydrate
Mine_107,country_46,Y_17,0.1,Moisture
Mine_107,country_46,Y_17,LT,Bauxite style
Mine_107,country_46,Y_17,Moderate,Total Organic Carbon
Mine_107,country_46,Y_17,Capesize,Vessel size
Mine_107,country_46,Y_17,15,Capital cost of mine (inc. all infrasturure for export)
Mine_107,country_46,Y_17,20,Life of mine
Mine_107,country_46,Y_17,1,constructiuon period for mine & infrastructure
Mine_107,country_46,Y_17,0.04,IRR
Mine_110,country_46,Y_17,0,Other penalties - extra processing costs
Mine_110,country_46,Y_17,0.415,LT Avail AA
Mine_110,country_46,Y_17,0.45,Total Alumina
Mine_110,country_46,Y_17,0.015,LT React. Silica
