country_id,mine_id,y_id,capfright
country_17,Mine_72,Y_14,9.381721968
country_17,Mine_72,Y_15,7.40378899
country_17,Mine_72,Y_16,7.553090964
country_17,Mine_72,Y_17,7.372773248
country_17,Mine_72,Y_18,7.315126689
country_17,Mine_72,Y_19,7.536466394
country_17,Mine_72,Y_20,7.536466394
country_17,Mine_72,Y_21,7.536466394
country_17,Mine_72,Y_22,7.536466394
country_17,Mine_72,Y_23,7.536466394
country_17,Mine_72,Y_24,7.536466394
country_17,Mine_72,Y_25,7.536466394
country_17,Mine_72,Y_26,7.536466394
country_17,Mine_73,Y_10,8.676293309
country_17,Mine_73,Y_11,8.901599003
country_17,Mine_73,Y_12,8.19756825
country_17,Mine_73,Y_13,11.11327266
country_17,Mine_73,Y_14,12.20355719
country_17,Mine_73,Y_15,10.84607982
country_17,Mine_73,Y_16,11.90424877
country_17,Mine_73,Y_17,11.69948129
country_17,Mine_73,Y_18,11.63401909
country_17,Mine_73,Y_19,11.88607385
country_17,Mine_73,Y_20,11.88607385
country_17,Mine_73,Y_21,11.88607385
country_17,Mine_73,Y_22,11.88607385
country_17,Mine_73,Y_23,11.88607385
country_17,Mine_73,Y_24,11.88607385
country_17,Mine_73,Y_25,11.88607385
country_17,Mine_73,Y_26,11.88607385
country_17,Mine_74,Y_10,8.561034087
country_17,Mine_74,Y_11,8.561034087
country_17,Mine_74,Y_12,7.90477696
country_17,Mine_74,Y_13,10.57612159
country_17,Mine_74,Y_14,11.55544901
country_17,Mine_74,Y_15,10.31071761
country_17,Mine_74,Y_16,11.26813946
country_17,Mine_74,Y_17,11.08700792
country_17,Mine_74,Y_18,11.02911722
country_17,Mine_74,Y_19,11.26544364
country_17,Mine_74,Y_20,11.26544364
country_17,Mine_74,Y_21,11.26544364
country_17,Mine_74,Y_22,11.26544364
country_17,Mine_74,Y_23,11.26544364
country_17,Mine_74,Y_24,11.26544364
country_17,Mine_74,Y_25,11.26544364
country_17,Mine_74,Y_26,11.26544364
country_17,Mine_75,Y_10,8.443175178
country_17,Mine_75,Y_11,8.443175178
country_17,Mine_75,Y_12,7.798629348
country_17,Mine_75,Y_13,10.35997343
country_17,Mine_75,Y_14,11.32172197
country_17,Mine_75,Y_15,10.12378899
country_17,Mine_75,Y_16,11.05309096
country_17,Mine_75,Y_17,10.87277325
country_17,Mine_75,Y_18,10.81512669
country_17,Mine_75,Y_19,11.03646639
country_17,Mine_75,Y_20,11.03646639
country_17,Mine_75,Y_21,11.03646639
country_17,Mine_75,Y_22,11.03646639
country_17,Mine_75,Y_23,11.03646639
country_17,Mine_75,Y_24,11.03646639
country_17,Mine_75,Y_25,11.03646639
country_17,Mine_75,Y_26,11.03646639
country_17,Mine_77,Y_10,8.443175178
country_17,Mine_77,Y_11,10.04103584
country_17,Mine_77,Y_12,9.179212862
country_17,Mine_77,Y_13,12.91419463
country_17,Mine_77,Y_14,14.37798113
country_17,Mine_77,Y_15,12.64236719
country_17,Mine_77,Y_16,14.03913573
country_17,Mine_77,Y_17,13.7546619
country_17,Mine_77,Y_18,13.66366591
country_17,Mine_77,Y_19,13.96808002
country_17,Mine_77,Y_20,13.96808002
country_17,Mine_77,Y_21,13.96808002
country_17,Mine_77,Y_22,13.96808002
country_17,Mine_77,Y_23,13.96808002
country_17,Mine_77,Y_24,13.96808002
country_17,Mine_77,Y_25,13.96808002
country_17,Mine_77,Y_26,13.96808002
country_12,Mine_78,Y_10,10.04103584
country_12,Mine_78,Y_11,17.71523098
country_12,Mine_78,Y_12,15.73796207
country_12,Mine_78,Y_13,24.74790254
country_12,Mine_78,Y_14,28.55583957
country_12,Mine_78,Y_15,24.54002901
country_12,Mine_78,Y_16,28.14082749
country_12,Mine_78,Y_17,27.33004968
country_12,Mine_78,Y_18,27.03475488
country_12,Mine_78,Y_19,27.72847803
country_12,Mine_78,Y_20,27.72847803
country_12,Mine_78,Y_21,27.72847803
country_12,Mine_78,Y_22,27.72847803
country_12,Mine_78,Y_23,27.72847803
country_12,Mine_78,Y_24,27.72847803
country_12,Mine_78,Y_25,27.72847803
country_12,Mine_78,Y_26,27.72847803
country_12,Mine_79,Y_10,27.53218474
country_12,Mine_79,Y_11,17.71523098
country_12,Mine_79,Y_12,15.73796207
country_12,Mine_79,Y_13,24.74790254
country_12,Mine_79,Y_14,28.55583957
country_12,Mine_79,Y_15,24.54002901
country_12,Mine_79,Y_16,28.14082749
country_12,Mine_79,Y_17,27.33004968
country_12,Mine_79,Y_18,27.03475488
country_12,Mine_79,Y_19,27.72847803
country_12,Mine_79,Y_20,27.72847803
country_12,Mine_79,Y_21,27.72847803
country_12,Mine_79,Y_22,27.72847803
country_12,Mine_79,Y_23,27.72847803
country_12,Mine_79,Y_24,27.72847803
country_12,Mine_79,Y_25,27.72847803
country_12,Mine_79,Y_26,27.72847803
country_4,Mine_52,Y_10,27.53218474
country_4,Mine_52,Y_11,18.209286
country_4,Mine_52,Y_12,16.13893681
country_4,Mine_52,Y_13,25.37142331
country_4,Mine_52,Y_14,29.42177243
country_4,Mine_52,Y_15,25.29867671
country_4,Mine_52,Y_16,29.07128917
country_4,Mine_52,Y_17,28.19028559
country_4,Mine_52,Y_18,27.87343307
country_4,Mine_52,Y_19,28.55004853
country_4,Mine_52,Y_20,28.55004853
country_4,Mine_52,Y_21,28.55004853
country_4,Mine_52,Y_22,28.55004853
country_4,Mine_52,Y_23,28.55004853
country_4,Mine_52,Y_24,28.55004853
country_4,Mine_52,Y_25,28.55004853
country_4,Mine_52,Y_26,28.55004853
country_4,Mine_81,Y_10,18.209286
country_4,Mine_81,Y_11,18.20388825
country_4,Mine_81,Y_12,16.13564103
country_4,Mine_81,Y_13,25.36545873
country_4,Mine_81,Y_14,29.41536448
country_4,Mine_81,Y_15,25.29343864
country_4,Mine_81,Y_16,29.06537542
country_4,Mine_81,Y_17,28.18439168
country_4,Mine_81,Y_18,27.86754511
country_4,Mine_81,Y_19,28.54379528
country_4,Mine_81,Y_20,28.54379528
country_4,Mine_81,Y_21,28.54379528
country_4,Mine_81,Y_22,28.54379528
country_4,Mine_81,Y_23,28.54379528
country_4,Mine_81,Y_24,28.54379528
country_4,Mine_81,Y_25,28.54379528
country_4,Mine_81,Y_26,28.54379528
country_4,Mine_82,Y_10,18.20388825
country_4,Mine_82,Y_11,18.20388825
country_4,Mine_82,Y_12,16.13564103
country_4,Mine_82,Y_13,25.36545873
country_4,Mine_82,Y_14,29.41536448
country_4,Mine_82,Y_15,25.29343864
country_4,Mine_82,Y_16,29.06537542
country_4,Mine_82,Y_17,28.18439168
country_4,Mine_82,Y_18,27.86754511
country_4,Mine_82,Y_19,28.54379528
country_4,Mine_82,Y_20,28.54379528
country_4,Mine_82,Y_21,28.54379528
country_4,Mine_82,Y_22,28.54379528
country_4,Mine_82,Y_23,28.54379528
country_4,Mine_82,Y_24,28.54379528
country_4,Mine_82,Y_25,28.54379528
country_4,Mine_82,Y_26,28.54379528
country_4,Mine_83,Y_10,18.20388825
country_4,Mine_83,Y_11,18.20388825
country_4,Mine_83,Y_12,16.13564103
country_4,Mine_83,Y_13,25.36545873
country_4,Mine_83,Y_14,29.41536448
country_4,Mine_83,Y_15,25.29343864
country_4,Mine_83,Y_16,29.06537542
country_4,Mine_83,Y_17,28.18439168
country_4,Mine_83,Y_18,27.86754511
country_4,Mine_83,Y_19,28.54379528
country_4,Mine_83,Y_20,28.54379528
country_4,Mine_83,Y_21,28.54379528
country_4,Mine_83,Y_22,28.54379528
country_4,Mine_83,Y_23,28.54379528
country_4,Mine_83,Y_24,28.54379528
country_4,Mine_83,Y_25,28.54379528
country_4,Mine_83,Y_26,28.54379528
country_4,Mine_53,Y_10,23.64260064
country_4,Mine_53,Y_11,18.20388825
country_4,Mine_53,Y_12,16.13564103
country_4,Mine_53,Y_13,25.36545873
country_4,Mine_53,Y_14,29.41536448
country_4,Mine_53,Y_15,25.29343864
country_4,Mine_53,Y_16,29.06537542
country_4,Mine_53,Y_17,28.18439168
country_4,Mine_53,Y_18,27.86754511
country_4,Mine_53,Y_19,28.54379528
country_4,Mine_53,Y_20,28.54379528
country_4,Mine_53,Y_21,28.54379528
country_4,Mine_53,Y_22,28.54379528
country_4,Mine_53,Y_23,28.54379528
country_4,Mine_53,Y_24,28.54379528
country_4,Mine_53,Y_25,28.54379528
country_4,Mine_53,Y_26,28.54379528
country_4,Mine_84,Y_10,18.20388825
country_4,Mine_84,Y_11,18.20388825
country_4,Mine_84,Y_12,16.13564103
country_4,Mine_84,Y_13,25.36545873
country_4,Mine_84,Y_14,29.41536448
country_4,Mine_84,Y_15,25.29343864
country_4,Mine_84,Y_16,29.06537542
country_4,Mine_84,Y_17,28.18439168
country_4,Mine_84,Y_18,27.86754511
country_4,Mine_84,Y_19,28.54379528
country_4,Mine_84,Y_20,28.54379528
country_4,Mine_84,Y_21,28.54379528
country_4,Mine_84,Y_22,28.54379528
country_4,Mine_84,Y_23,28.54379528
country_4,Mine_84,Y_24,28.54379528
country_4,Mine_84,Y_25,28.54379528
country_4,Mine_84,Y_26,28.54379528
country_4,Mine_85,Y_10,21.5535297
country_4,Mine_85,Y_11,18.21108525
country_4,Mine_85,Y_12,16.1400354
country_4,Mine_85,Y_13,25.3734115
country_4,Mine_85,Y_14,29.42390841
country_4,Mine_85,Y_15,25.30042274
country_4,Mine_85,Y_16,29.07326042
country_4,Mine_85,Y_17,28.19520553
country_4,Mine_85,Y_18,27.87539572
country_4,Mine_85,Y_19,28.55213295
country_4,Mine_85,Y_20,28.55213295
country_4,Mine_85,Y_21,28.55213295
country_4,Mine_85,Y_22,28.55213295
country_4,Mine_85,Y_23,28.55213295
country_4,Mine_85,Y_24,28.55213295
country_4,Mine_85,Y_25,28.55213295
country_4,Mine_85,Y_26,28.55213295
country_4,Mine_86,Y_10,21.5535297
country_4,Mine_86,Y_11,18.21108525
country_4,Mine_86,Y_12,16.1400354
country_4,Mine_86,Y_13,25.3734115
country_4,Mine_86,Y_14,29.42390841
country_4,Mine_86,Y_15,25.30042274
country_4,Mine_86,Y_16,29.07326042
country_4,Mine_86,Y_17,28.19520553
country_4,Mine_86,Y_18,27.87539572
country_4,Mine_86,Y_19,28.55213295
country_4,Mine_86,Y_20,28.55213295
country_4,Mine_86,Y_21,28.55213295
country_4,Mine_86,Y_22,28.55213295
country_4,Mine_86,Y_23,28.55213295
country_4,Mine_86,Y_24,28.55213295
country_4,Mine_86,Y_25,28.55213295
country_4,Mine_86,Y_26,28.55213295
country_44,Mine_87,Y_10,21.5535297
country_44,Mine_87,Y_11,13.39924217
country_44,Mine_87,Y_12,11.47183638
country_44,Mine_87,Y_13,20.302307
country_44,Mine_87,Y_14,23.98523227
country_44,Mine_87,Y_15,20.0529664
country_44,Mine_87,Y_16,23.55385754
country_44,Mine_87,Y_17,22.77187505
country_44,Mine_87,Y_18,22.49106745
country_44,Mine_87,Y_19,23.18188399
country_44,Mine_87,Y_20,23.18188399
country_44,Mine_87,Y_21,23.18188399
country_44,Mine_87,Y_22,23.18188399
country_44,Mine_87,Y_23,23.18188399
country_44,Mine_87,Y_24,23.18188399
country_44,Mine_87,Y_25,23.18188399
country_44,Mine_87,Y_26,23.18188399
country_45,Mine_88,Y_10,13.39924217
country_45,Mine_88,Y_11,7.634461762
country_45,Mine_88,Y_12,6.833320059
country_45,Mine_88,Y_13,10.29333457
country_45,Mine_88,Y_14,11.61195154
country_45,Mine_88,Y_15,10.0057028
country_45,Mine_88,Y_16,11.27829764
country_45,Mine_88,Y_17,11.02658463
country_45,Mine_88,Y_18,10.94609357
country_45,Mine_88,Y_19,11.23776853
country_45,Mine_88,Y_20,11.23776853
country_45,Mine_88,Y_21,11.23776853
country_45,Mine_88,Y_22,11.23776853
country_45,Mine_88,Y_23,11.23776853
country_45,Mine_88,Y_24,11.23776853
country_45,Mine_88,Y_25,11.23776853
country_45,Mine_88,Y_26,11.23776853
country_43,Mine_89,Y_10,7.634461762
country_43,Mine_89,Y_11,12.20117393
country_43,Mine_89,Y_12,10.70249844
country_43,Mine_89,Y_13,17.33768374
country_43,Mine_89,Y_14,20.11624134
country_43,Mine_89,Y_15,17.04765807
country_43,Mine_89,Y_16,19.6466529
country_43,Mine_89,Y_17,19.06428893
country_43,Mine_89,Y_18,18.88402403
country_43,Mine_89,Y_19,19.38076838
country_43,Mine_89,Y_20,19.38076838
country_43,Mine_89,Y_21,19.38076838
country_43,Mine_89,Y_22,19.38076838
country_43,Mine_89,Y_23,19.38076838
country_43,Mine_89,Y_24,19.38076838
country_43,Mine_89,Y_25,19.38076838
country_43,Mine_89,Y_26,19.38076838
country_43,Mine_90,Y_10,12.20117393
country_43,Mine_90,Y_11,14.20231472
country_43,Mine_90,Y_12,12.70326495
country_43,Mine_90,Y_13,19.33897866
country_43,Mine_90,Y_14,22.11763462
country_43,Mine_90,Y_15,19.04891359
country_43,Mine_90,Y_16,21.64807857
country_43,Mine_90,Y_17,21.06556942
country_43,Mine_90,Y_18,20.88530318
country_43,Mine_90,Y_19,21.38212927
country_43,Mine_90,Y_20,21.38212927
country_43,Mine_90,Y_21,21.38212927
country_43,Mine_90,Y_22,21.38212927
country_43,Mine_90,Y_23,21.38212927
country_43,Mine_90,Y_24,21.38212927
country_43,Mine_90,Y_25,21.38212927
country_43,Mine_90,Y_26,21.38212927
country_13,Mine_91,Y_10,20.45547079
country_13,Mine_91,Y_11,17.64846205
country_13,Mine_91,Y_12,15.67693496
country_13,Mine_91,Y_13,24.64300299
country_13,Mine_91,Y_14,28.42905062
country_13,Mine_91,Y_15,24.43408903
country_13,Mine_91,Y_16,28.01487758
country_13,Mine_91,Y_17,27.20605719
country_13,Mine_91,Y_18,26.91549287
country_13,Mine_91,Y_19,27.60611451
country_13,Mine_91,Y_20,27.60611451
country_13,Mine_91,Y_21,27.60611451
country_13,Mine_91,Y_22,27.60611451
country_13,Mine_91,Y_23,27.60611451
country_13,Mine_91,Y_24,27.60611451
country_13,Mine_91,Y_25,27.60611451
country_13,Mine_91,Y_26,27.60611451
country_13,Mine_92,Y_10,27.37937965
country_13,Mine_92,Y_11,17.64377353
country_13,Mine_92,Y_12,15.67349512
country_13,Mine_92,Y_13,24.63637177
country_13,Mine_92,Y_14,28.42190096
country_13,Mine_92,Y_15,24.42831433
country_13,Mine_92,Y_16,28.00829035
country_13,Mine_92,Y_17,27.19949361
country_13,Mine_92,Y_18,26.90893638
country_13,Mine_92,Y_19,27.59912237
country_13,Mine_92,Y_20,27.59912237
country_13,Mine_92,Y_21,27.59912237
country_13,Mine_92,Y_22,27.59912237
country_13,Mine_92,Y_23,27.59912237
country_13,Mine_92,Y_24,27.59912237
country_13,Mine_92,Y_25,27.59912237
country_13,Mine_92,Y_26,27.59912237
country_46,Mine_93,Y_10,27.37937965
country_46,Mine_93,Y_11,10.77072632
country_46,Mine_93,Y_12,9.306078884
country_46,Mine_93,Y_13,16.38357155
country_46,Mine_93,Y_14,19.353274
country_46,Mine_93,Y_15,16.13721531
country_46,Mine_93,Y_16,18.93155513
country_46,Mine_93,Y_17,18.29826438
country_46,Mine_93,Y_18,18.07098149
country_46,Mine_93,Y_19,18.60888992
country_46,Mine_93,Y_20,18.60888992
country_46,Mine_93,Y_21,18.60888992
country_46,Mine_93,Y_22,18.60888992
country_46,Mine_93,Y_23,18.60888992
country_46,Mine_93,Y_24,18.60888992
country_46,Mine_93,Y_25,18.60888992
country_46,Mine_93,Y_26,18.60888992
country_46,Mine_94,Y_10,10.77072632
country_46,Mine_94,Y_11,10.77072632
country_46,Mine_94,Y_12,9.306078884
country_46,Mine_94,Y_13,16.38357155
country_46,Mine_94,Y_14,19.353274
country_46,Mine_94,Y_15,16.13721531
country_46,Mine_94,Y_16,18.93155513
country_46,Mine_94,Y_17,18.29826438
country_46,Mine_94,Y_18,18.07098149
country_46,Mine_94,Y_19,18.60888992
country_46,Mine_94,Y_20,18.60888992
country_46,Mine_94,Y_21,18.60888992
country_46,Mine_94,Y_22,18.60888992
country_46,Mine_94,Y_23,18.60888992
country_46,Mine_94,Y_24,18.60888992
country_46,Mine_94,Y_25,18.60888992
country_46,Mine_94,Y_26,18.60888992
country_46,Mine_95,Y_10,10.77072632
country_46,Mine_95,Y_11,10.77072632
country_46,Mine_95,Y_12,9.306078884
country_46,Mine_95,Y_13,16.38357155
country_46,Mine_95,Y_14,19.353274
country_46,Mine_95,Y_15,16.13721531
country_46,Mine_95,Y_16,18.93155513
country_46,Mine_95,Y_17,18.29826438
country_46,Mine_95,Y_18,18.07098149
country_46,Mine_95,Y_19,18.60888992
country_46,Mine_95,Y_20,18.60888992
country_46,Mine_95,Y_21,18.60888992
country_46,Mine_95,Y_22,18.60888992
country_46,Mine_95,Y_23,18.60888992
country_46,Mine_95,Y_24,18.60888992
country_46,Mine_95,Y_25,18.60888992
country_46,Mine_95,Y_26,18.60888992
country_46,Mine_60,Y_10,10.77072632
country_46,Mine_60,Y_11,9.885021385
country_46,Mine_60,Y_12,8.54164221
country_46,Mine_60,Y_13,14.99637948
country_46,Mine_60,Y_14,17.76507646
country_46,Mine_60,Y_15,14.76223386
country_46,Mine_60,Y_16,17.29888439
country_46,Mine_60,Y_17,16.72349143
country_46,Mine_60,Y_18,16.53488381
country_46,Mine_60,Y_19,16.99859968
country_46,Mine_60,Y_20,16.99859968
country_46,Mine_60,Y_21,16.99859968
country_46,Mine_60,Y_22,16.99859968
country_46,Mine_60,Y_23,16.99859968
country_46,Mine_60,Y_24,16.99859968
country_46,Mine_60,Y_25,16.99859968
country_46,Mine_60,Y_26,16.99859968
country_46,Mine_97,Y_10,9.885021385
country_46,Mine_97,Y_11,14.7752895
country_46,Mine_97,Y_12,13.30969778
country_46,Mine_97,Y_13,20.38975645
country_46,Mine_97,Y_14,23.35993409
country_46,Mine_97,Y_15,20.14321103
country_46,Mine_97,Y_16,22.93837792
country_46,Mine_97,Y_17,22.30506305
country_46,Mine_97,Y_18,22.07777292
country_46,Mine_97,Y_19,22.6161256
country_46,Mine_97,Y_20,22.6161256
country_46,Mine_97,Y_21,22.6161256
country_46,Mine_97,Y_22,22.6161256
country_46,Mine_97,Y_23,22.6161256
country_46,Mine_97,Y_24,22.6161256
country_46,Mine_97,Y_25,22.6161256
country_46,Mine_97,Y_26,22.6161256
country_46,Mine_98,Y_10,14.7752895
country_46,Mine_98,Y_11,14.6814045
country_46,Mine_98,Y_12,13.22938964
country_46,Mine_98,Y_13,20.25132762
country_46,Mine_98,Y_14,23.19360335
country_46,Mine_98,Y_15,19.99757197
country_46,Mine_98,Y_16,22.7658837
country_46,Mine_98,Y_17,22.13876343
country_46,Mine_98,Y_18,21.91370837
country_46,Mine_98,Y_19,22.44719535
country_46,Mine_98,Y_20,22.44719535
country_46,Mine_98,Y_21,22.44719535
country_46,Mine_98,Y_22,22.44719535
country_46,Mine_98,Y_23,22.44719535
country_46,Mine_98,Y_24,22.44719535
country_46,Mine_98,Y_25,22.44719535
country_46,Mine_98,Y_26,22.44719535
country_46,Mine_99,Y_10,21.48873197
country_46,Mine_99,Y_11,10.77072632
country_46,Mine_99,Y_12,9.306078884
country_46,Mine_99,Y_13,16.38357155
country_46,Mine_99,Y_14,19.353274
country_46,Mine_99,Y_15,16.13721531
country_46,Mine_99,Y_16,18.93155513
country_46,Mine_99,Y_17,18.29826438
country_46,Mine_99,Y_18,18.07098149
country_46,Mine_99,Y_19,18.60888992
country_46,Mine_99,Y_20,18.60888992
country_46,Mine_99,Y_21,18.60888992
country_46,Mine_99,Y_22,18.60888992
country_46,Mine_99,Y_23,18.60888992
country_46,Mine_99,Y_24,18.60888992
country_46,Mine_99,Y_25,18.60888992
country_46,Mine_99,Y_26,18.60888992
country_46,Mine_100,Y_10,10.77072632
country_46,Mine_100,Y_11,10.7301255
country_46,Mine_100,Y_12,9.271220136
country_46,Mine_100,Y_13,16.32346067
country_46,Mine_100,Y_14,19.28069643
country_46,Mine_100,Y_15,16.07374106
country_46,Mine_100,Y_16,18.85624993
country_46,Mine_100,Y_17,18.22576395
country_46,Mine_100,Y_18,17.99949371
country_46,Mine_100,Y_19,18.53539239
country_46,Mine_100,Y_20,18.53539239
country_46,Mine_100,Y_21,18.53539239
country_46,Mine_100,Y_22,18.53539239
country_46,Mine_100,Y_23,18.53539239
country_46,Mine_100,Y_24,18.53539239
country_46,Mine_100,Y_25,18.53539239
country_46,Mine_100,Y_26,18.53539239
country_46,Mine_101,Y_10,10.7301255
country_46,Mine_101,Y_11,10.77072632
country_46,Mine_101,Y_12,9.306078884
country_46,Mine_101,Y_13,16.38357155
country_46,Mine_101,Y_14,19.353274
country_46,Mine_101,Y_15,16.13721531
country_46,Mine_101,Y_16,18.93155513
country_46,Mine_101,Y_17,18.29826438
country_46,Mine_101,Y_18,18.07098149
country_46,Mine_101,Y_19,18.60888992
country_46,Mine_101,Y_20,18.60888992
country_46,Mine_101,Y_21,18.60888992
country_46,Mine_101,Y_22,18.60888992
country_46,Mine_101,Y_23,18.60888992
country_46,Mine_101,Y_24,18.60888992
country_46,Mine_101,Y_25,18.60888992
country_46,Mine_101,Y_26,18.60888992
country_46,Mine_102,Y_10,10.77072632
country_46,Mine_102,Y_11,14.6814045
country_46,Mine_102,Y_12,13.22938964
country_46,Mine_102,Y_13,20.25132762
country_46,Mine_102,Y_14,23.19360335
country_46,Mine_102,Y_15,19.99757197
country_46,Mine_102,Y_16,22.7658837
country_46,Mine_102,Y_17,22.13876343
country_46,Mine_102,Y_18,21.91370837
country_46,Mine_102,Y_19,22.44719535
country_46,Mine_102,Y_20,22.44719535
country_46,Mine_102,Y_21,22.44719535
country_46,Mine_102,Y_22,22.44719535
country_46,Mine_102,Y_23,22.44719535
country_46,Mine_102,Y_24,22.44719535
country_46,Mine_102,Y_25,22.44719535
country_46,Mine_102,Y_26,22.44719535
country_46,Mine_103,Y_10,21.48873197
country_46,Mine_103,Y_11,10.6814045
