cmaaxdata2_id,date,wacif,usdrmb,australia,wacifrmb
61,30-03-2011,514.1277251,6.5586,,3371.958098
62,31-03-2011,514.1318181,6.5564,,3370.853852
63,01-04-2011,512.9618181,6.5564,,3363.182864
64,04-04-2011,512.9618181,6.5564,,3363.182864
65,05-04-2011,512.9618181,6.5564,,3363.182864
66,06-04-2011,514.1444864,6.5496,,3367.440728
67,07-04-2011,515.3219506,6.5456,,3373.09136
68,08-04-2011,515.3286762,6.542,,3371.2802
69,11-04-2011,517.6722289,6.5401,,3385.628144
70,12-04-2011,517.6649389,6.544,,3387.59936
71,13-04-2011,517.6782169,6.5369,,3384.010736
72,14-04-2011,517.683836,6.5339,,3382.494416
73,15-04-2011,516.5209609,6.5301,,3372.933527
74,18-04-2011,517.6892727,6.531,,3381.02864
75,19-04-2011,519.4375244,6.5346,,3394.316447
76,20-04-2011,520.0322743,6.5294,,3395.498732
77,21-04-2011,532.3172743,6.5294,,3475.712411
78,26-04-2011,532.3400219,6.5173,,3469.419625
79,27-04-2011,532.3545416,6.5096,,3465.415124
80,28-04-2011,532.3630431,6.5051,,3463.074832
81,03-05-2011,532.3723136,6.5002,,3460.526513
82,04-05-2011,532.3702313,6.5013,,3461.098585
83,05-05-2011,532.3679604,6.5025,,3461.722663
84,06-05-2011,532.362665,6.5053,,3463.178845
85,09-05-2011,527.6949649,6.4988,,3429.384038
86,10-05-2011,530.0421671,6.495,,3442.623875
87,11-05-2011,530.0425463,6.4948,,3442.52033
88,12-05-2011,530.0317456,6.5005,,3445.471363
89,13-05-2011,527.1044742,6.5017,,3427.07516
90,16-05-2011,524.7508633,6.5089,,3415.550894
91,17-05-2011,521.2372765,6.5108,,3393.67166
92,18-05-2011,521.2436964,6.5074,,3391.94123
93,19-05-2011,521.2486103,6.5048,,3390.61796
94,20-05-2011,521.2609121,6.4983,,3387.309785
95,23-05-2011,518.918071,6.4998,,3372.863678
96,24-05-2011,517.7405012,6.5038,,3367.280672
97,25-05-2011,517.7573567,6.4949,,3362.782256
98,26-05-2011,515.4226691,6.4921,,3346.17551
99,27-05-2011,509.5770363,6.4898,,3307.05305
100,31-05-2011,504.9071116,6.4845,,3274.070165
101,01-06-2011,506.0786338,6.4837,,3281.262038
102,02-06-2011,506.069316,6.4886,,3283.681364
103,03-06-2011,506.0769213,6.4846,,3281.706404
104,06-06-2011,506.0769213,6.4846,,3281.706404
105,07-06-2011,503.7426314,6.4816,,3265.05824
106,08-06-2011,501.4066317,6.4795,,3248.86427
107,09-06-2011,501.3999661,6.483,,3250.57598
108,10-06-2011,501.3955897,6.4853,,3251.700818
109,13-06-2011,501.388176,6.4892,,3253.608152
110,14-06-2011,501.401489,6.4822,,3250.184732
111,15-06-2011,501.4064411,6.4796,,3248.913176
112,16-06-2011,501.4051075,6.4803,,3249.255518
113,17-06-2011,501.4217034,6.4716,,3245.000696
114,20-06-2011,500.2555249,6.4696,,3236.453144
115,21-06-2011,497.9166718,6.469,,3221.02295
116,22-06-2011,497.9180101,6.4683,,3220.683065
117,23-06-2011,496.7378843,6.4736,,3215.682368
118,24-06-2011,495.5667391,6.4742,,3208.398182
119,27-06-2011,495.5667391,6.4742,,3208.398182
120,28-06-2011,495.5652124,6.475,,3208.78475
121,29-06-2011,494.4013214,6.4718,,3199.666472
122,30-06-2011,493.2317034,6.4716,,3191.998292
123,01-07-2011,490.8976277,6.4685,,3175.371305
124,04-07-2011,490.9022182,6.4661,,3174.222833
125,05-07-2011,490.9022182,6.4661,,3174.222833
126,06-07-2011,489.7343233,6.465,,3166.1324
127,07-07-2011,489.718648,6.4732,,3170.046752
128,08-07-2011,487.968805,6.4705,,3157.402153
129,11-07-2011,487.9680407,6.4709,,3157.592395
130,12-07-2011,486.205594,6.4748,,3148.08398
131,13-07-2011,486.2094117,6.4728,,3147.13628
132,14-07-2011,484.4712376,6.464,,3131.62208
133,15-07-2011,484.4664529,6.4665,,3132.802318
134,18-07-2011,484.4635838,6.468,,3133.51046
135,19-07-2011,484.4628189,6.4684,,3133.699298
136,20-07-2011,484.4628189,6.4684,,3133.699298
137,21-07-2011,484.491182,6.4536,,3126.712292
138,22-07-2011,484.4990623,6.4495,,3124.776703
139,25-07-2011,490.9325239,6.4503,,3166.662059
140,26-07-2011,489.7688723,6.447,,3157.53992
141,27-07-2011,484.512347,6.4426,,3121.519247
142,28-07-2011,485.6800346,6.4438,,3129.625007
143,29-07-2011,484.509264,6.4442,,3122.274599
144,01-08-2011,484.5175531,6.4399,,3120.244591
145,02-08-2011,485.0986963,6.4419,,3124.957292
146,03-08-2011,485.0944566,6.4441,,3125.997188
147,04-08-2011,480.4250613,6.4386,,3093.2648
148,05-08-2011,477.4875304,6.4451,,3077.454883
149,08-08-2011,477.5157122,6.4305,,3070.664788
150,09-08-2011,477.509911,6.4335,,3072.060013
151,10-08-2011,477.5424677,6.4167,,3064.246753
152,11-08-2011,476.4067581,6.3991,,3048.574486
153,12-08-2011,474.6554711,6.3972,,3036.46598
154,15-08-2011,474.6597733,6.395,,3035.44925
155,16-08-2011,474.6646656,6.3925,,3034.293875
156,17-08-2011,472.8957813,6.3996,,3026.343842
157,18-08-2011,471.1513384,6.3942,,3012.635888
158,19-08-2011,471.1337531,6.4032,,3016.763648
159,22-08-2011,471.140586,6.3997,,3015.158408
160,23-08-2011,471.1425396,6.3987,,3014.699768
161,24-08-2011,471.1603456,6.3896,,3010.526144
162,25-08-2011,469.9903456,6.3896,,3003.050312
163,26-08-2011,469.9797733,6.395,,3005.52065
164,30-08-2011,469.9995619,6.3849,,3000.900203
165,31-08-2011,468.8260307,6.3867,,2994.25121
166,01-09-2011,468.8260307,6.3867,,2994.25121
167,02-09-2011,468.8203456,6.3896,,2995.57448
168,05-09-2011,468.8144699,6.3926,,2996.94338
169,06-09-2011,468.8105558,6.3946,,2997.85598
170,07-09-2011,472.3162531,6.3968,,3021.312608
171,08-09-2011,472.3162531,6.3968,,3021.312608
172,09-09-2011,472.325253,6.3922,,3019.197482
173,13-09-2011,472.3135166,6.3982,,3021.956342
174,14-09-2011,472.3207514,6.3945,,3020.255045
175,15-09-2011,472.3207514,6.3945,,3020.255045
176,16-09-2011,473.5197746,6.3797,,3020.914106
177,19-09-2011,473.5097582,6.3848,,3023.265104
178,20-09-2011,473.519185,6.38,,3021.0524
179,21-09-2011,473.5246905,6.3772,,3019.761656
180,22-09-2011,473.5176128,6.3808,,3021.421184
181,23-09-2011,470.0013283,6.384,,3000.48848
182,26-09-2011,470.021973,6.3735,,2995.685045
183,27-09-2011,466.5070514,6.376,,2974.44896
184,28-09-2011,466.5340691,6.3623,,2968.229708
185,29-09-2011,465.355774,6.3665,,2962.687535
186,30-09-2011,465.3787111,6.3549,,2957.435171
187,10-10-2011,468.8813858,6.3586,,2981.42918
188,11-10-2011,466.5617989,6.3483,,2961.874268
189,12-10-2011,464.1990119,6.3598,,2952.212876
190,13-10-2011,463.0015791,6.3737,,2951.033165
191,14-10-2011,460.6566579,6.3762,,2937.238982
192,17-10-2011,460.6668984,6.371,,2934.90881
193,18-10-2011,459.4892165,6.3749,,2929.197806
194,19-10-2011,457.1535487,6.3727,,2913.30242
195,20-10-2011,453.6583404,6.3652,,2887.626068
196,21-10-2011,446.643081,6.3628,,2841.900596
197,24-10-2011,446.6587111,6.3549,,2838.471443
198,25-10-2011,446.6587111,6.3549,,2838.471443
199,26-10-2011,446.6833228,6.3425,,2833.088975
200,27-10-2011,446.6729901,6.3477,,2835.346139
201,28-10-2011,446.7102275,6.329,,2827.22903
202,31-10-2011,446.7216218,6.3233,,2824.754831
203,01-11-2011,447.1195819,6.3293,,2829.95397
204,02-11-2011,445.9486833,6.3297,,2822.721381
205,03-11-2011,443.630957,6.3198,,2803.658922
206,04-11-2011,443.6383971,6.3165,,2802.241935
207,07-11-2011,443.6278029,6.3212,,2804.260068
208,08-11-2011,443.6199239,6.3247,,2805.762933
209,09-11-2011,442.4589292,6.3207,,2796.650154
210,10-11-2011,441.2614987,6.3329,,2794.464945
211,11-11-2011,437.7541921,6.3317,,2771.728218
212,14-11-2011,433.0777849,6.3301,,2741.425686
213,15-11-2011,433.0475276,6.3436,,2747.080296
214,16-11-2011,433.0312198,6.3509,,2750.137974
215,17-11-2011,431.8514086,6.3553,,2744.545257
216,18-11-2011,430.6825228,6.3548,,2736.901296
217,21-11-2011,429.5183196,6.3522,,2728.38627
218,22-11-2011,428.3409629,6.3555,,2722.32099
219,23-11-2011,427.1836748,6.3498,,2712.530898
220,24-11-2011,427.1676215,6.357,,2715.50457
221,25-11-2011,424.2461858,6.3554,,2696.254209
222,28-11-2011,420.1442817,6.3585,,2671.487415
223,29-11-2011,416.6338365,6.3587,,2649.249576
224,30-11-2011,414.3172471,6.3482,,2630.168748
225,01-12-2011,413.1761149,6.3353,,2617.594641
226,02-12-2011,413.1857637,6.331,,2615.87907
227,05-12-2011,413.1770119,6.3349,,2617.435053
228,06-12-2011,413.1803767,6.3334,,2616.836598
229,07-12-2011,412.0103767,6.3334,,2609.42652
230,08-12-2011,412.0137431,6.3319,,2608.82982
231,09-12-2011,408.4963392,6.3352,,2587.906008
232,12-12-2011,407.3386833,6.3297,,2578.331664
233,13-12-2011,409.6647696,6.3359,,2595.595014
234,14-12-2011,409.6564793,6.3396,,2597.058216
235,15-12-2011,404.9728972,6.3412,,2568.014136
236,16-12-2011,402.6463392,6.3352,,2550.845088
237,19-12-2011,402.6573357,6.3303,,2548.941732
238,20-12-2011,401.4765634,6.3351,,2543.394177
239,21-12-2011,401.499699,6.3248,,2539.405296
240,22-12-2011,401.4985741,6.3253,,2539.598931
241,23-12-2011,401.5084787,6.3209,,2537.894943
242,26-12-2011,401.5179459,6.3167,,2536.268409
243,27-12-2011,401.5213301,6.3152,,2535.687504
244,28-12-2011,401.5226843,6.3146,,2535.455142
245,29-12-2011,401.5202019,6.3157,,2535.881139
246,30-12-2011,401.5536738,6.3009,,2530.149543
247,04-01-2012,398.0454875,6.3001,,2507.726376
248,05-01-2012,398.0196847,6.3115,,2512.10124
249,06-01-2012,398.0081715,6.3166,,2514.058416
250,09-01-2012,400.3299348,6.324695159,,2531.964801
251,10-01-2012,401.515803,6.317650193,,2536.63639
252,11-01-2012,403.8614931,6.315127777,,2550.436933
253,12-01-2012,403.8446095,6.322618125,,2553.355248
254,13-01-2012,408.528806,6.320754717,,2582.210377
255,16-01-2012,408.5041714,6.3317092,,2586.52962
256,17-01-2012,408.5168571,6.326063381,,2584.303531
257,18-01-2012,408.5268943,6.321603435,,2582.545018
258,19-01-2012,409.7041053,6.318403163,,2588.675715
259,20-01-2012,409.7120031,6.314901819,,2587.291073
260,30-01-2012,415.5823089,6.305917344,,2620.627689
261,31-01-2012,415.5679848,6.31225249,,2623.170047
262,01-02-2012,416.7407224,6.311040722,,2630.06767
263,02-02-2012,416.7484932,6.307603687,,2628.684332
264,03-02-2012,416.7418541,6.310539944,,2629.866117
265,06-02-2012,416.7388102,6.311887108,,2630.408323
266,07-02-2012,416.739193,6.311717643,,2630.340117
267,08-02-2012,416.7594062,6.302783109,,2626.744146
268,09-02-2012,416.7619113,6.30167758,,2626.299192
269,10-02-2012,413.8535579,6.294341065,,2604.935444
270,13-02-2012,413.8568617,6.292887029,,2604.354477
271,14-02-2012,410.9282041,6.294496825,,2586.586276
272,15-02-2012,412.0952444,6.2958,,2594.46924
273,16-02-2012,412.0877554,6.2991,,2595.78198
274,17-02-2012,415.606834,6.2951,,2616.286581
275,20-02-2012,415.6097871,6.2938,,2615.764878
276,21-02-2012,415.6047903,6.296,,2616.64776
277,22-02-2012,415.5984359,6.2988,,2617.771428
278,23-02-2012,415.5886883,6.3031,,2619.497061
279,24-02-2012,415.6036552,6.2965,,2616.848415
280,27-02-2012,415.5991165,6.2985,,2617.651035
281,28-02-2012,415.6045633,6.2961,,2616.687891
282,29-02-2012,415.6141053,6.2919,,2615.002389
283,01-03-2012,420.6889857,6.3016,,2651.013712
284,02-03-2012,424.2080565,6.298,,2671.66234
285,05-03-2012,426.512588,6.3121,,2692.190107
286,06-03-2012,426.5075699,6.3141,,2693.011447
287,07-03-2012,424.1495308,6.3213,,2681.176429
288,08-03-2012,420.634027,6.3235,,2659.87927
289,09-03-2012,420.6746446,6.3073,,2653.321186
290,12-03-2012,419.4522818,6.3282,,2654.37793
291,13-03-2012,419.4580273,6.3259,,2653.449535
292,14-03-2012,419.4408034,6.3328,,2656.23472
293,15-03-2012,418.2630774,6.3359,,2650.073032
294,16-03-2012,418.3027848,6.32,,2643.6736
295,19-03-2012,418.3323826,6.3082,,2638.924336
296,20-03-2012,418.3457126,6.3029,,2636.791192
297,21-03-2012,420.66987,6.3092,,2654.090344
298,22-03-2012,420.6920081,6.3004,,2650.527928
299,23-03-2012,420.7205263,6.2891,,2645.953462
300,26-03-2012,417.218874,6.2858,,2622.554398
301,27-03-2012,418.9784309,6.284,,2632.86046
302,28-03-2012,418.9602187,6.2912,,2635.762528
303,29-03-2012,418.9551672,6.2932,,2636.568658
304,30-03-2012,420.7073902,6.2943,,2648.058526
305,05-04-2012,419.5142024,6.3035,,2644.407775
306,06-04-2012,419.504896,6.3072,,2645.90128
307,09-04-2012,419.5177266,6.3021,,2643.842665
308,10-04-2012,419.5109314,6.3048,,2644.93252
309,11-04-2012,419.518482,6.3018,,2643.72157
310,12-04-2012,419.5270481,6.2984,,2642.34916
311,13-04-2012,419.5535608,6.2879,,2638.110835
312,16-04-2012,419.5331004,6.296,,2641.3804
313,17-04-2012,419.5492623,6.2896,,2638.79704
314,18-04-2012,419.5361282,6.2948,,2640.89602
315,19-04-2012,420.6920081,6.3004,,2650.527928
316,20-04-2012,420.6824409,6.3042,,2652.066244
317,23-04-2012,420.7005781,6.297,,2649.15154
318,24-04-2012,420.6922601,6.3003,,2650.487446
319,25-04-2012,420.71244,6.2923,,2647.248886
320,26-04-2012,420.736217,6.2829,,2643.443578
321,27-04-2012,420.7468638,6.2787,,2641.743334
322,02-05-2012,419.6065981,6.267,,2629.67455
323,03-05-2012,419.5997265,6.2697,,2630.764405
324,04-05-2012,420.7636233,6.2721,,2639.071522
325,07-05-2012,420.728874,6.2858,,2644.617556
326,08-05-2012,420.7425527,6.2804,,2642.431528
327,09-05-2012,420.7271025,6.2865,,2644.90093
328,10-05-2012,420.707895,6.2941,,2647.977562
329,11-05-2012,420.7051188,6.2952,,2648.422864
330,14-05-2012,420.6829442,6.304,,2651.98528
331,15-05-2012,418.9103494,6.311,,2643.743215
332,16-05-2012,418.8865331,6.3205,,2647.572333
333,17-05-2012,418.8795272,6.3233,,2648.700915
334,18-05-2012,418.8855319,6.3209,,2647.733559
335,21-05-2012,418.9088431,6.3116,,2643.985054
336,22-05-2012,423.0136392,6.3077,,2668.243132
337,23-05-2012,422.9807822,6.3208,,2673.576928
338,24-05-2012,422.9710266,6.3247,,2675.164852
339,25-05-2012,422.9677774,6.326,,2675.69416
340,28-05-2012,422.973777,6.3236,,2674.716976
341,29-05-2012,419.4572777,6.3262,,2653.57063
342,30-05-2012,419.4485371,6.3297,,2654.983405
343,31-05-2012,419.4340739,6.3355,,2657.324575
344,01-06-2012,418.275792,6.3308,,2648.020384
345,04-06-2012,418.2837803,6.3276,,2646.732448
346,05-06-2012,418.2965283,6.3225,,2644.6798
347,06-06-2012,418.2875275,6.3261,,2646.128728
348,07-06-2012,418.3102992,6.317,,2642.46616
349,08-06-2012,418.3057897,6.3188,,2643.190624
350,11-06-2012,415.9705498,6.3169,,2627.644366
351,12-06-2012,415.9397851,6.3292,,2632.566088
352,13-06-2012,414.1900292,6.3271,,2620.621734
353,14-06-2012,412.4550384,6.3191,,2606.344633
354,15-06-2012,411.3106237,6.3089,,2594.917594
355,18-06-2012,411.3317562,6.3005,,2591.59573
356,19-06-2012,411.3289857,6.3016,,2592.030736
357,20-06-2012,411.3320081,6.3004,,2591.556184
358,21-06-2012,411.3229442,6.304,,2592.97984
359,25-06-2012,411.2752776,6.323,,2600.49358
360,26-06-2012,405.4300313,6.3211,,2562.763771
361,27-06-2012,400.1745474,6.3173,,2528.022669
362,28-06-2012,400.1702888,6.319,,2528.676055
363,29-06-2012,400.1555266,6.3249,,2530.943691
364,02-07-2012,401.9363158,6.3146,,2538.06706
365,03-07-2012,401.9282947,6.3178,,2539.30258
366,04-07-2012,401.942588,6.3121,,2537.10181
367,05-07-2012,401.9245375,6.3193,,2539.88173
368,06-07-2012,403.0805266,6.3249,,2549.444023
369,09-07-2012,403.0805266,6.3249,,2549.444023
370,10-07-2012,406.6040367,6.3195,,2569.53421
371,11-07-2012,406.6005319,6.3209,,2570.081302
372,12-07-2012,406.5990303,6.3215,,2570.31577
373,13-07-2012,406.5910266,6.3247,,2571.566266
374,16-07-2012,407.7707822,6.3208,,2577.43756
375,17-07-2012,407.781051,6.3167,,2575.830565
376,18-07-2012,407.7878207,6.314,,2574.7723
377,19-07-2012,406.6213332,6.3126,,2566.837828
378,20-07-2012,406.6248473,6.3112,,2566.290736
379,23-07-2012,405.415279,6.327,,2565.06247
380,24-07-2012,405.3980611,6.3339,,2567.750779
381,25-07-2012,408.8856592,6.3429,,2593.520848
382,26-07-2012,408.897599,6.3381,,2591.633872
383,27-07-2012,410.6665515,6.3325,,2600.545938
384,30-07-2012,410.6720396,6.3303,,2599.677213
385,31-07-2012,410.6677985,6.332,,2600.3485
386,01-08-2012,409.5015406,6.3305,,2592.349503
387,02-08-2012,412.4048612,6.3392,,2614.316896
388,03-08-2012,412.9826479,6.3421,,2619.177252
389,06-08-2012,412.9995722,6.3353,,2616.47619
390,07-08-2012,413.0048061,6.3332,,2615.642038
391,08-08-2012,412.9933458,6.3378,,2617.469227
392,09-08-2012,412.9911055,6.3387,,2617.826721
393,10-08-2012,412.9761865,6.3447,,2620.210011
394,13-08-2012,412.9739511,6.3456,,2620.567504
395,14-08-2012,412.9771802,6.3443,,2620.051125
396,15-08-2012,412.9674968,6.3482,,2621.600263
397,16-08-2012,412.9642716,6.3495,,2622.116643
398,17-08-2012,412.9756897,6.3449,,2620.289454
399,20-08-2012,417.0634894,6.3478,,2647.435618
400,21-08-2012,417.0783938,6.3418,,2645.027758
401,22-08-2012,417.095818,6.3348,,2642.218588
402,23-08-2012,417.1037962,6.3316,,2640.934396
403,24-08-2012,417.1065406,6.3305,,2640.492955
404,27-08-2012,417.0848612,6.3392,,2643.984352
405,28-08-2012,417.0801345,6.3411,,2644.746841
406,29-08-2012,417.08511,6.3391,,2643.944221
407,30-08-2012,417.074168,6.3435,,2645.709985
408,31-08-2012,417.0706897,6.3449,,2646.271819
409,03-09-2012,417.0791398,6.3415,,2644.907365
410,04-09-2012,415.3273731,6.3402,,2633.258611
411,05-09-2012,415.3129578,6.346,,2635.57603
412,06-09-2012,415.3181741,6.3439,,2634.736965
413,07-09-2012,414.7398858,6.3412,,2629.948564
414,10-09-2012,414.7490927,6.3375,,2628.472375
415,11-09-2012,414.74511,6.3391,,2629.110727
416,12-09-2012,414.7540739,6.3355,,2627.674435
417,13-09-2012,414.7583103,6.3338,,2626.996186
418,14-09-2012,414.7635468,6.3317,,2626.158349
419,17-09-2012,414.7780273,6.3259,,2623.844323
420,18-09-2012,418.2645722,6.3353,,2649.831544
421,19-09-2012,418.2548612,6.3392,,2651.401216
422,20-09-2012,418.2578479,6.338,,2650.91824
423,21-09-2012,424.0964049,6.3426,,2689.873858
424,24-09-2012,424.1001345,6.3411,,2689.261363
425,25-09-2012,424.0954107,6.343,,2690.03719
426,26-09-2012,424.0921802,6.3443,,2690.568019
427,27-09-2012,424.0882061,6.3459,,2691.221347
428,28-09-2012,424.1003832,6.341,,2689.22053
429,08-10-2012,426.4364049,6.3426,,2704.715542
430,09-10-2012,426.4326771,6.3441,,2705.331547
431,10-10-2012,426.4306897,6.3449,,2705.660083
432,11-10-2012,426.44511,6.3391,,2703.278197
433,12-10-2012,422.9667779,6.3264,,2675.857024
434,15-10-2012,424.1748473,6.3112,,2677.052296
435,16-10-2012,424.1763538,6.3106,,2676.807298
436,17-10-2012,421.8559643,6.3028,,2658.873772
437,18-10-2012,420.6877266,6.3021,,2651.216122
438,19-10-2012,420.6799251,6.3052,,2652.471064
439,22-10-2012,423.6001474,6.3071,,2671.68849
440,23-10-2012,423.5983879,6.3078,,2671.973911
441,24-10-2012,423.5976339,6.3081,,2672.096235
442,25-10-2012,423.6061829,6.3047,,2670.709902
443,26-10-2012,423.6154967,6.301,,2669.201245
444,29-10-2012,423.6200318,6.2992,,2668.467304
445,30-10-2012,423.6109643,6.3028,,2669.935186
446,31-10-2012,423.617512,6.3002,,2668.875049
447,01-11-2012,423.6137338,6.3017,,2669.486667
448,02-11-2012,423.6066861,6.3045,,2670.628353
449,05-11-2012,423.5973826,6.3082,,2672.137009
450,06-11-2012,423.5983879,6.3078,,2671.973911
451,07-11-2012,423.601153,6.3067,,2671.525392
452,08-11-2012,423.6029131,6.306,,2671.23997
453,09-11-2012,423.614993,6.3012,,2669.282794
454,12-11-2012,423.6381977,6.292,,2665.53154
455,13-11-2012,423.6455263,6.2891,,2664.34908
456,14-11-2012,423.648055,6.2881,,2663.941335
457,15-11-2012,423.6419875,6.2905,,2664.919923
458,16-11-2012,423.6318854,6.2945,,2666.550903
459,19-11-2012,425.9643172,6.2975,,2682.510288
460,20-11-2012,425.9766823,6.2926,,2680.500871
461,21-11-2012,427.7362294,6.2908,,2690.803072
462,22-11-2012,427.7337029,6.2918,,2691.214912
463,23-11-2012,427.7369875,6.2905,,2690.67952
464,26-11-2012,427.7422963,6.2884,,2689.814656
465,27-11-2012,427.7503927,6.2852,,2688.496768
466,28-11-2012,427.7377457,6.2902,,2690.555968
467,29-11-2012,427.7357241,6.291,,2690.88544
468,30-11-2012,427.7402735,6.2892,,2690.144128
469,03-12-2012,427.7362294,6.2908,,2690.803072
470,04-12-2012,427.7420434,6.2885,,2689.85584
471,05-12-2012,427.7455845,6.2871,,2689.279264
472,06-12-2012,427.7354714,6.2911,,2690.926624
473,07-12-2012,427.7306722,6.293,,2691.70912
474,10-12-2012,426.5626925,6.2922,,2684.017774
475,11-12-2012,426.5667348,6.2906,,2683.360702
476,12-12-2012,426.5667348,6.2906,,2683.360702
477,13-12-2012,426.5715377,6.2887,,2682.580429
478,14-12-2012,426.56244,6.2923,,2684.058841
479,17-12-2012,427.7402735,6.2892,,2690.144128
480,18-12-2012,432.4233079,6.288,,2719.07776
481,19-12-2012,432.4271025,6.2865,,2718.45298
482,20-12-2012,432.4240667,6.2877,,2718.952804
483,21-12-2012,431.2707782,6.2811,,2708.854885
484,24-12-2012,431.2449661,6.2913,,2713.091455
485,25-12-2012,431.2404197,6.2931,,2713.839085
486,26-12-2012,431.2404197,6.2931,,2713.839085
487,27-12-2012,431.2358759,6.2949,,2714.586715
488,28-12-2012,431.2358759,6.2949,,2714.586715
489,31-12-2012,431.2596333,6.2855,,2710.682425
490,04-01-2013,431.2490095,6.2897,,2712.426895
491,05-01-2013,431.2490095,6.2897,,2712.426895
492,06-01-2013,431.2490095,6.2897,,2712.426895
493,07-01-2013,431.2553315,6.2872,,2711.38852
494,08-01-2013,429.5175527,6.2804,,2697.542038
495,09-01-2013,429.5150178,6.2814,,2697.955633
496,10-01-2013,429.520342,6.2793,,2697.087084
497,11-01-2013,433.6359115,6.2712,,2719.417528
498,14-01-2013,433.6402353,6.2695,,2718.707455
499,15-01-2013,433.641253,6.2691,,2718.540379
500,16-01-2013,433.6275249,6.2745,,2720.795905
501,17-01-2013,433.6219388,6.2767,,2721.714823
502,18-01-2013,433.6257471,6.2752,,2721.088288
503,21-01-2013,434.7861029,6.279,,2730.02194
504,22-01-2013,434.7845812,6.2796,,2730.273256
505,23-01-2013,434.793208,6.2762,,2728.849132
506,24-01-2013,437.133208,6.2762,,2743.53544
507,25-01-2013,437.1222992,6.2805,,2745.3466
508,28-01-2013,437.1190041,6.2818,,2745.89416
509,29-01-2013,437.1106458,6.2851,,2747.28412
510,30-01-2013,437.1220457,6.2806,,2745.38872
511,31-01-2013,437.1248348,6.2795,,2744.9254
512,01-02-2013,438.2887507,6.2819,,2753.286103
513,04-02-2013,445.8833678,6.286,,2802.82285
514,05-02-2013,445.885899,6.285,,2802.392875
515,06-02-2013,445.878055,6.2881,,2803.725798
516,07-02-2013,445.8737567,6.2898,,2804.456755
517,08-02-2013,445.900342,6.2793,,2799.942018
518,18-02-2013,451.159511,6.2816,,2834.003584
519,19-02-2013,451.1582439,6.2821,,2834.221204
