Date,COUNTRY,REGION,CUSTOMER,MONTH KEY,REGION KEY,CUSTOMER KEY,CIF PRICE,CFR PRICE,VIU CFR PRICE,IMPORT TONNAGE,CIF LANDED TON*PRICE,CFR LANDED TON*PRICE,VIU CFR TON*PRICE
2018-05-21 00:00:00,Australia,Weipa,Weiqiao,5 2018,AUS HT,Weiqiao,44.7,44.56630109670988,61.998003993930794,60534.0,2705869.8000000003,2697776.4705882357,3752987.1737686065
2018-05-21 00:00:00,Indonesia,W-Kalimantan,Xinfa,5 2018,Indonesia,Xinfa,60.6,60.41874376869393,47.527595859330205,47002.0,2848321.2,2839801.794616152,2233892.0605802382
2018-05-22 00:00:00,Ghana,Awaso,Bosai,5 2018,Ghana,Bosai,60.0,59.82053838484547,47.152940925647705,55241.0,3314460.0,3304546.3609172488,2604775.609673705
2018-05-22 00:00:00,Guinea,SMB,Weiqiao,5 2018,SMB,Weiqiao,56.5,56.33100697906282,53.211148454318504,161077.0,9100850.5,9073629.611166501,8571092.159576261
2018-05-22 00:00:00,Guinea,SMB,Weiqiao,5 2018,SMB,Weiqiao,56.5,56.33100697906282,53.2448553478611,157088.0,8875472.0,8848925.22432702,8364127.836884804
2018-05-22 00:00:00,Guinea,SMB,Weiqiao,5 2018,SMB,Weiqiao,56.5,56.33100697906282,53.2739185017404,188024.0,10623356.0,10591581.256231308,10016775.252371237
2018-05-22 00:00:00,Jamaica,Discovery Bay,Weiqiao,5 2018,Jamaica,Weiqiao,59.0,58.82352941176471,49.2479835069536,138627.0,8178993.0,8154529.4117647065,6827100.209618457
2018-05-23 00:00:00,Australia,Weipa,Chalco,5 2018,AUS HT,Chalco,37.7,37.58723828514457,55.6531170771634,63571.0,2396626.7,2389458.3250249256,3537924.3057123544
2018-05-23 00:00:00,Guinea,SMB,Weiqiao,5 2018,SMB,Weiqiao,56.4,56.23130608175474,53.11729710625741,155247.0,8755930.799999999,8729741.575274177,8246301.023855144
2018-05-23 00:00:00,Solomon Islands,Rennell Island,Nanshan,5 2018,Solomon Islands,Nanshan,47.5,47.357926221335994,33.303571889753,53243.0,2529042.5,2521478.0658025923,1773182.078126119
2018-05-24 00:00:00,Australia,Gove,Chalco,5 2018,AUS LT,Chalco,46.0,45.86241276171486,51.2581999069816,78158.0,3595268.0,3584514.45663011,4006238.388329868
2018-05-24 00:00:00,Australia,Weipa,Weiqiao,5 2018,AUS HT,Weiqiao,44.4,44.267198404785645,63.0129493512759,61951.0,2750624.4,2742397.2083748756,3903715.2252608933
2018-05-24 00:00:00,Australia,Weipa,Weiqiao,5 2018,AUS HT,Weiqiao,45.0,44.865403788634104,63.2459978861004,62972.0,2833740.0,2825264.207377867,3982726.978883514
2018-05-24 00:00:00,Australia,Weipa,Xinfa,5 2018,AUS HT,Xinfa,52.3,52.14356929212363,67.0882130212902,66233.0,3463985.9,3453625.0249252245,4443453.613039114
2018-05-24 00:00:00,Australia,Weipa,Xinfa,5 2018,AUS HT,Xinfa,52.8,52.64207377866401,65.7906536184934,64672.0,3414681.5999999996,3404468.195413759,4254813.150815205
2018-05-24 00:00:00,Indonesia,W-Kalimantan,Xinfa,5 2018,Indonesia,Xinfa,60.5,60.31904287138585,47.526483413719504,47283.0,2860621.5,2852065.304087737,2247194.715250899
2018-05-25 00:00:00,Australia,Weipa,Nanshan,5 2018,AUS HT,Nanshan,57.0,56.8295114656032,76.57605577175998,60472.0,3446904.0,3436594.2173479567,4630707.244629869
2018-05-28 00:00:00,Australia,Weipa,Weiqiao,5 2018,AUS HT,Weiqiao,45.0,44.865403788634104,59.756539327224296,61736.0,2778120.0,2769810.568295115,3689129.711905519
2018-05-28 00:00:00,Guinea,SMB,Weiqiao,5 2018,SMB,Weiqiao,55.2,55.034895314057835,51.8329845636147,191108.0,10549161.6,10517608.773678964,9905698.013983278
2018-05-28 00:00:00,Guinea,SMB,Weiqiao,5 2018,SMB,Weiqiao,56.7,56.53040877367897,53.4152448046318,179989.0,10205376.3,10174851.744765704,9614156.497140873
2018-05-28 00:00:00,Indonesia,W-Kalimantan,Zhejiang Metals and Materials Company,5 2018,Indonesia,Traders,51.8,51.64506480558325,50.299394748076,48543.0,2514527.4,2507006.380857428,2441683.5192558533
2018-05-29 00:00:00,Australia,Gove,Chalco,5 2018,AUS LT,Chalco,46.4,46.26121635094716,44.333295152803004,86309.0,4004737.6,3992759.3220338984,3826362.3713432746
2018-05-29 00:00:00,Australia,Gove,Nanshan,5 2018,AUS LT,Nanshan,46.3,46.16151545363908,48.7580755194005,79007.0,3658024.0999999996,3647082.8514456633,3852229.2725612754
