,Month,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00
41,LangSon-Traders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,MRN-Chalco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1085326468528,66.94423449081286,65.01347119813992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,MRN-Xinfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.20438683948157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Niksic-BondedWarehouses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Niksic-Traders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.94217347956133,0.0,0.0,0.0,0.0,88.23529411764706,0.0,0.0,0.0,80.15952143569294,0.0,0.0,93.22033898305084,0.0,0.0,0.0,0.0,71.68494516450649,0.0,0.0,0.0
46,RennellIsland-BondedWarehouses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,RennellIsland-Bosai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,RennellIsland-Chalco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,RennellIsland-Nanshan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,RennellIsland-Traders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,RennellIsland-Weiqiao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,SierraLeone-Xinfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,SMB-Bosai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,SMB-SPIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.32502492522434,59.122632103688936,62.81156530408774,61.814556331006976,59.82053838484547,0.0,0.0,0.0,0.0,0.0,0.0,48.85343968095714,53.33998005982055,54.336989032901315,54.33698903290129,0.0,54.835493519441684,0.0,0.0,0.0
55,SMB-Traders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.82191213238601,53.32612916001385,53.6926436210223,0.0,0.0,0.0,0.0,52.14356929212363,49.8504486540379,50.806635397152455,53.838484670596216
56,SMB-Wanji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.52741774675973,58.62412761714856,56.50075675380729,55.03489531405785,54.43668993020938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,SMB-Weiqiao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5212424855756,56.511291099445685,57.156188713518496,58.23105123093999,58.87112532473897,64.56065900172521,65.5843134387794,60.366790957341756,60.80501077105508,58.85412527352821,57.79842207313033,60.02885035454961,61.434006018496035,57.498938149018116,53.511297676840016,52.70521738147135,54.885418653053925,53.93230907825645,56.142773670757144,53.60324045743183,49.73218392393631,46.612273049395284,48.330836711949395,51.790203862012454
58,SMB-YantaiPort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,SMB-Chalco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.33698903290129,0.0,0.0,52.369433587175074,52.44267198404786,52.39715202555545,50.78403411152441
60,SMB-Tiangui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.2325958281493,52.84147557328016,0.0
61,Turkey-Traders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.32502492522434,58.22532402791625,64.80558325024926,55.732801595214355,0.0,0.0,66.79960119641078,64.00797607178465,0.0,55.83250249252245,55.83250249252244,0.0
62,Turkey-Xinfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.67298105682953,0.0,0.0,73.97806580259223,0.0,0.0,0.0,73.97806580259223,0.0,0.0,0.0,0.0,0.0,68.2951146560319,0.0,0.0,0.0,0.0
63,C-Kalimantan-Chalco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.85343968095714,48.853439680957116,46.32278338736603
64,C-Kalimantan-Traders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.33399800598207,0.0
65,W-Kalimantan-BondedWarehouses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,W-Kalimantan-Chalco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.00407718841857,44.96737284324657,45.484995427567384,47.23779517892018,46.79878301393065,47.322810573803466,48.400322504704285,52.326592286460546,48.926769729977465,48.28577990894504,47.74101981122831,46.233100717346275,47.55023151605946,45.2989301513625,45.57851749892239,44.47588410712059,46.33906769521875,46.35001472899831,46.12502105907479,50.60697839777885,51.580113386308746,50.99366530781922,47.11446513715337,46.76187816664718
67,W-Kalimantan-Lubei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.27318045862413,46.803112140327336,48.35493519441676,48.354935194416754,48.85336004391094,0.0,0.0,0.0,50.34895314057827,46.66141710455085,50.34895314057827,0.0,50.34895314057826,50.34895314057827,0.0,49.86369079101351,48.85343968095714,49.6005668970468,0.0,0.0,51.844466600199404,0.0,0.0,0.0
68,W-Kalimantan-Traders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.152542372881356,51.64506480558326,47.65702891326022,0.0,47.16479709798517,51.529454449609005,54.037886340977074,48.91376491718764,48.41008099569781,47.75544699228399,0.0,53.9151101357496,45.1030031234075,48.56766122281996,46.14811758776626,49.300689889023545,42.79881695805782,47.6456867455284,50.519375095890894,52.217241908647594,50.59838199078904,50.4144275851246,50.06407029547642,49.27137418688128
69,W-Kalimantan-Wanji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.847457627118644,0.0,0.0,0.0,46.85942173479562,0.0,0.0,0.0,0.0,47.11088718319053,45.868294519188325
70,W-Kalimantan-Weiqiao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.04985044865405,49.916800833137295,0.0,49.8504486540379,0.0,47.856430707876385,49.56290741679359,0.0,0.0,47.85643070787637,47.856430707876385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,W-Kalimantan-Xinfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.425676918055885,59.67723555691415,59.78566834332982,52.52049237680369,0.0,54.287417220369385,57.427716849451656,53.2782612159585,52.677460044886416,53.50976408830375,52.14903272288356,54.11648879499123,58.70840083680722,61.27177623544132,60.218733102549,57.22831505483549,54.430433135791795,61.116650049850456,59.92023928215354,0.0,0.0,0.0,0.0,0.0
