cmaaxdata2_id,date,wacif,usdrmb,australia,wacifrmb,creation_date,updation_date
1036,09-04-2015,432.823,6.1338,-,2654.85,,
1037,10-04-2015,432.815,6.137,-,2656.18,,
1038,13-04-2015,432.808,6.1395,-,2657.22,,
1039,14-04-2015,433.975,6.1407,-,2664.91,,
1040,15-04-2015,433.993,6.134,-,2662.11,,
1041,16-04-2015,434.002,6.1305,-,2660.65,,
1042,17-04-2015,434.597,6.1267,-,2662.65,,
1043,20-04-2015,434.6,6.1255,-,2662.14,,
1044,21-04-2015,434.594,6.128,-,2663.19,,
1045,22-04-2015,434.591,6.129,-,2663.61,,
1046,23-04-2015,434.593,6.1281,-,2663.23,,
1047,24-04-2015,434.604,6.1241,-,2661.56,,
1048,27-04-2015,434.61,6.122,-,2660.68,,
1049,28-04-2015,434.612,6.1209,-,2660.22,,
1050,29-04-2015,432.868,6.1169,-,2647.81,,
1051,30-04-2015,430.537,6.1137,-,2632.17,,
1052,04-05-2015,429.359,6.1165,-,2626.18,,
1053,05-05-2015,429.355,6.118,-,2626.8,,
1054,06-05-2015,429.947,6.1156,-,2629.38,,
1055,07-05-2015,433.468,6.1113,-,2649.05,,
1056,08-05-2015,433.459,6.1147,-,2650.47,,
1057,11-05-2015,433.463,6.1132,-,2649.85,,
1058,12-05-2015,434.042,6.1155,-,2654.38,,
1059,13-05-2015,434.05,6.1123,-,2653.05,,
1060,14-05-2015,434.058,6.1093,-,2651.79,,
1061,15-05-2015,432.306,6.1085,-,2640.74,,
1062,18-05-2015,431.137,6.1079,-,2633.34,,
1063,19-05-2015,428.792,6.1098,-,2619.83,,
1064,20-05-2015,428.785,6.1125,-,2620.95,,
1065,21-05-2015,428.781,6.1139,-,2621.53,,
1066,22-05-2015,430.538,6.1131,-,2631.92,,
1067,25-05-2015,429.359,6.1165,-,2626.18,,
1068,26-05-2015,429.357,6.1172,-,2626.46,,
1069,27-05-2015,427.595,6.1198,-,2616.8,,
1070,28-05-2015,427.594,6.1202,-,2616.96,,
1071,29-05-2015,426.426,6.1196,-,2609.56,,
1072,01-06-2015,426.423,6.1207,-,2610.01,,
1073,02-06-2015,426.418,6.1225,-,2610.75,,
1074,03-06-2015,425.846,6.1176,-,2605.16,,
1075,04-06-2015,424.679,6.1164,-,2597.51,,
1076,05-06-2015,422.92,6.1181,-,2587.47,,
1077,08-06-2015,421.744,6.1205,-,2581.28,,
1078,09-06-2015,421.75,6.1179,-,2580.23,,
1079,10-06-2015,421.752,6.1173,-,2579.98,,
1080,11-06-2015,421.173,6.115,-,2575.47,,
1081,12-06-2015,421.169,6.1167,-,2576.16,,
1082,16-06-2015,419.998,6.1169,-,2569.09,,
1083,16-06-2015,420.002,6.1155,-,2568.52,,
1084,17-06-2015,417.661,6.1158,-,2554.33,,
1085,18-06-2015,408.31,6.1126,-,2495.83,,
1086,19-06-2015,408.316,6.1104,-,2494.97,,
1087,23-06-2015,408.312,6.1119,-,2495.56,,
1088,24-06-2015,408.305,6.1142,-,2496.46,,
1089,25-06-2015,411.229,6.1148,-,2514.58,,
1090,26-06-2015,411.232,6.1137,-,2514.15,,
1091,29-06-2015,411.223,6.1168,-,2515.37,,
1092,30-06-2015,411.232,6.1136,-,2514.11,,
1093,01-07-2015,410.058,6.1149,-,2507.47,,
1094,02-07-2015,408.883,6.1171,-,2501.18,,
1095,03-07-2015,408.301,6.116,-,2497.17,,
1096,06-07-2015,408.297,6.1172,-,2497.64,,
1097,07-07-2015,408.299,6.1166,-,2497.4,,
1098,08-07-2015,404.787,6.1175,-,2476.28,,
1099,09-07-2015,403.038,6.1151,-,2464.62,,
1100,10-07-2015,401.867,6.1153,-,2457.54,,
1101,13-07-2015,400.703,6.1133,-,2449.62,,
1102,14-07-2015,400.694,6.1165,-,2450.85,,
1103,15-07-2015,399.528,6.1152,-,2443.19,,
1104,16-07-2015,397.767,6.1173,-,2433.26,,
1105,17-07-2015,392.497,6.1192,-,2401.77,,
1106,20-07-2015,393.666,6.1197,-,2409.12,,
1107,21-07-2015,391.325,6.1199,-,2394.87,,
1108,22-07-2015,387.238,6.1168,-,2368.66,,
1109,23-07-2015,387.237,6.1172,-,2368.81,,
1110,24-07-2015,387.238,6.1169,-,2368.7,,
1111,27-07-2015,387.236,6.1176,-,2368.96,,
1112,28-07-2015,386.072,6.1154,-,2360.99,,
1113,29-07-2015,386.073,6.115,-,2360.84,,
1114,30-07-2015,384.899,6.1165,-,2354.24,,
1115,31-07-2015,386.067,6.1172,-,2361.65,,
1116,03-08-2015,384.891,6.1196,-,2355.38,,
1117,04-08-2015,384.896,6.1177,-,2354.68,,
1118,05-08-2015,384.894,6.1186,-,2355.01,,
1119,06-08-2015,384.895,6.1181,-,2354.83,,
1120,07-08-2015,380.217,6.1174,-,2325.94,,
1121,10-08-2015,379.05,6.1162,-,2318.35,,
1122,11-08-2015,379.05,6.1162,-,2318.35,,
1123,12-08-2015,378.752,6.2298,-,2359.55,,
1124,13-08-2015,372.473,6.401,-,2384.2,,
1125,14-08-2015,372.481,6.3975,-,2382.95,,
1126,17-08-2015,372.481,6.3975,-,2382.95,,
1127,18-08-2015,372.483,6.3969,-,2382.73,,
1128,19-08-2015,370.728,6.3966,-,2371.4,,
1129,20-08-2015,369.559,6.3963,-,2363.81,,
1130,21-08-2015,369.571,6.3915,-,2362.11,,
1131,24-08-2015,368.998,6.3864,-,2356.57,,
1132,25-08-2015,368.383,6.3987,-,2357.17,,
1133,26-08-2015,367.798,6.3987,-,2353.43,,
1134,27-08-2015,366.615,6.4043,-,2347.91,,
1135,28-08-2015,364.849,6.4085,-,2338.14,,
1136,31-08-2015,364.873,6.3986,-,2334.68,,
1137,01-09-2015,364.931,6.3752,-,2326.51,,
1138,02-09-2015,364.931,6.3752,-,2326.51,,
1139,07-09-2015,357.359,6.3619,-,2273.48,,
1140,08-09-2015,355.014,6.3639,-,2259.27,,
1141,09-09-2015,356.184,6.3639,-,2266.72,,
1142,10-09-2015,354.396,6.3772,-,2260.05,,
1143,11-09-2015,350.886,6.3772,-,2237.67,,
1144,14-09-2015,349.729,6.3719,-,2228.44,,
1145,15-09-2015,349.731,6.3709,-,2228.1,,
1146,16-09-2015,349.742,6.3665,-,2226.63,,
1147,17-09-2015,349.731,6.3712,-,2228.2,,
1148,18-09-2015,347.401,6.367,-,2211.9,,
1149,21-09-2015,347.417,6.3607,-,2209.81,,
1150,22-09-2015,347.388,6.3721,-,2213.59,,
1151,23-09-2015,347.388,6.3721,-,2213.59,,
1152,24-09-2015,347.376,6.3773,-,2215.32,,
1153,25-09-2015,346.786,6.3791,-,2212.18,,
1154,28-09-2015,345.618,6.3785,-,2204.52,,
1155,29-09-2015,339.781,6.3729,-,2165.39,,
1156,30-09-2015,339.798,6.366,-,2163.16,,
1157,08-10-2015,336.885,6.3613,-,2143.03,,
1158,09-10-2015,336.912,6.3505,-,2139.56,,
1159,12-10-2015,336.915,6.3493,-,2139.17,,
1160,13-10-2015,334.011,6.3406,-,2117.83,,
1161,14-10-2015,334.055,6.3231,-,2112.26,,
1162,15-10-2015,334.011,6.3408,-,2117.9,,
1163,16-10-2015,332.834,6.3436,-,2111.37,,
1164,19-10-2015,332.811,6.3527,-,2114.25,,
1165,20-10-2015,328.131,6.3527,-,2084.52,,
1166,21-10-2015,328.11,6.3614,-,2087.24,,
1167,22-10-2015,328.139,6.3497,-,2083.58,,
1168,23-10-2015,326.945,6.3595,-,2079.2,,
1169,26-10-2015,324.031,6.3549,-,2059.18,,
1170,27-10-2015,324.045,6.3494,-,2057.49,,
1171,28-10-2015,321.109,6.3536,-,2040.2,,
1172,29-10-2015,321.094,6.3596,-,2042.03,,
1173,30-10-2015,321.119,6.3495,-,2038.95,,
1174,02-11-2015,321.204,6.3154,-,2028.53,,
1175,03-11-2015,321.165,6.331,-,2033.3,,
1176,04-11-2015,321.157,6.3343,-,2034.31,,
1177,05-11-2015,320.563,6.3381,-,2031.76,,
1178,06-11-2015,312.938,6.3459,-,1985.87,,
1179,09-11-2015,312.909,6.3578,-,1989.41,,
1180,10-11-2015,312.903,6.3602,-,1990.12,,
1181,11-11-2015,312.9,6.3614,-,1990.48,,
1182,12-11-2015,312.896,6.3628,-,1990.9,,
1183,13-11-2015,311.72,6.3655,-,1984.25,,
1184,16-11-2015,310.526,6.375,-,1979.61,,
1185,17-11-2015,310.529,6.374,-,1979.31,,
1186,18-11-2015,310.515,6.3796,-,1980.96,,
1187,19-11-2015,310.516,6.3791,-,1980.81,,
1188,20-11-2015,310.519,6.378,-,1980.49,,
1189,23-11-2015,306.988,6.3867,-,1960.64,,
1190,24-11-2015,305.812,6.3888,-,1953.77,,
1191,25-11-2015,294.7,6.3877,-,1882.46,,
1192,26-11-2015,294.695,6.3896,-,1882.99,,
1193,27-11-2015,294.691,6.3915,-,1883.52,,
1194,30-11-2015,292.924,6.3962,-,1873.6,,
1195,01-12-2015,292.922,6.3973,-,1873.91,,
1196,02-12-2015,292.925,6.3958,-,1873.49,,
1197,03-12-2015,289.409,6.3982,-,1851.7,,
1198,04-12-2015,284.761,6.3851,-,1818.23,,
1199,07-12-2015,283.559,6.3985,-,1814.35,,
1200,08-12-2015,268.911,6.4078,-,1723.13,,
1201,09-12-2015,270.066,6.414,-,1732.2,,
1202,10-12-2015,270.043,6.4236,-,1734.65,,
1203,11-12-2015,268.843,6.4358,-,1730.22,,
1204,14-12-2015,267.64,6.4495,-,1726.14,,
1205,15-12-2015,264.7,6.4559,-,1708.87,,
1206,16-12-2015,261.174,6.4626,-,1687.86,,
1207,17-12-2015,261.142,6.4757,-,1691.08,,
1208,18-12-2015,261.129,6.4814,-,1692.48,,
1209,21-12-2015,261.143,6.4753,-,1690.98,,
1210,22-12-2015,261.145,6.4746,-,1690.81,,
1211,23-12-2015,261.149,6.4731,-,1690.44,,
1212,24-12-2015,261.728,6.4755,-,1694.82,,
1213,25-12-2015,262.323,6.4713,-,1697.57,,
1214,28-12-2015,262.314,6.475,-,1698.48,,
1215,29-12-2015,262.287,6.4864,-,1701.3,,
1216,30-12-2015,262.28,6.4895,-,1702.06,,
1217,31-12-2015,262.27,6.4936,-,1703.08,,
1218,04-01-2016,262.247,6.5032,-,1705.44,,
1219,05-01-2016,259.875,6.5169,-,1693.58,,
1220,06-01-2016,259.841,6.5314,-,1697.12,,
1221,07-01-2016,258.593,6.5646,-,1697.56,,
1222,08-01-2016,258.596,6.5636,-,1697.32,,
1223,11-01-2016,257.428,6.5626,-,1689.4,,
1224,12-01-2016,257.427,6.5628,-,1689.44,,
1225,13-01-2016,257.427,6.563,-,1689.49,,
1226,14-01-2016,258.015,6.5616,-,1692.99,,
1227,15-01-2016,260.935,6.5637,-,1712.7,,
1228,18-01-2016,261.531,6.559,-,1715.38,,
1229,19-01-2016,261.53,6.5596,-,1715.53,,
1230,20-01-2016,262.119,6.5578,-,1718.92,,
1231,22-01-2016,262.117,6.5585,-,1719.1,,
1232,22-01-2016,262.12,6.5572,-,1718.78,,
1233,25-01-2016,262.124,6.5557,-,1718.41,,
1234,26-01-2016,262.126,6.5548,-,1718.18,,
1235,26-01-2016,262.126,6.5548,-,1718.18,,
1236,27-01-2016,265.054,6.5533,-,1736.98,,
1237,28-01-2016,265.056,6.5528,-,1736.86,,
1238,29-01-2016,266.228,6.5516,-,1744.22,,
1239,01-02-2016,266.223,6.5539,-,1744.8,,
1240,02-02-2016,267.4,6.551,-,1751.74,,
1241,03-02-2016,267.397,6.5521,-,1752.01,,
1242,04-02-2016,269.176,6.5419,-,1760.92,,
1243,05-02-2016,268.031,6.5314,-,1750.62,,
1244,15-02-2016,270.417,6.5118,-,1760.9,,
1245,16-02-2016,270.999,6.513,-,1765.02,,
1246,17-02-2016,277.409,6.5237,-,1809.73,,
1247,18-02-2016,277.429,6.5152,-,1807.5,,
1248,19-02-2016,283.856,6.5186,-,1850.34,,
1249,22-02-2016,283.861,6.5165,-,1849.78,,
1250,23-02-2016,285.005,6.5273,-,1860.31,,
1251,24-02-2016,286.753,6.5302,-,1872.56,,
1252,25-02-2016,290.26,6.5318,-,1895.92,,
1253,26-02-2016,290.255,6.5338,-,1896.47,,
1254,29-02-2016,293.738,6.5452,-,1922.58,,
1255,01-03-2016,297.264,6.5385,-,1943.66,,
1256,02-03-2016,301.335,6.549,-,1973.44,,
1257,03-03-2016,301.353,6.5412,-,1971.21,,
1258,04-03-2016,304.308,6.5284,-,1986.64,,
1259,07-03-2016,310.198,6.5113,-,2019.79,,
1260,08-03-2016,310.215,6.5041,-,2017.67,,
1261,09-03-2016,310.785,6.5106,-,2023.39,,
1262,10-03-2016,310.78,6.5127,-,2024.01,,
1263,11-03-2016,311.406,6.495,-,2022.58,,
1264,14-03-2016,314.34,6.4913,-,2040.48,,
1265,15-03-2016,314.301,6.5079,-,2045.44,,
1266,16-03-2016,316.034,6.5172,-,2059.66,,
1267,17-03-2016,316.084,6.4961,-,2053.31,,
1268,18-03-2016,313.823,6.4628,-,2028.18,,
1269,21-03-2016,317.286,6.4824,-,2056.78,,
1270,22-03-2016,317.251,6.4971,-,2061.21,,
1271,23-03-2016,317.26,6.4936,-,2060.16,,
1272,24-03-2016,317.209,6.515,-,2066.62,,
1273,25-03-2016,317.192,6.5223,-,2068.82,,
1274,28-03-2016,316.605,6.5232,-,2065.28,,
1275,29-03-2016,316.645,6.506,-,2060.1,,
1276,30-03-2016,316.697,6.4841,-,2053.5,,
1277,31-03-2016,316.752,6.4612,-,2046.6,,
1278,01-04-2016,317.343,6.4585,-,2049.56,,
1279,05-04-2016,317.325,6.4663,-,2051.92,,
1280,06-04-2016,317.303,6.4754,-,2054.66,,
1281,07-04-2016,316.144,6.4707,-,2045.67,,
1282,08-04-2016,318.478,6.4733,-,2061.6,,
1283,11-04-2016,318.498,6.4649,-,2059.06,,
1284,12-04-2016,318.506,6.4616,-,2058.06,,
1285,13-04-2016,318.512,6.4591,-,2057.3,,
1286,14-04-2016,318.44,6.4891,-,2066.39,,
1287,15-04-2016,318.436,6.4908,-,2066.91,,
1288,18-04-2016,318.465,6.4787,-,2063.24,,
1289,19-04-2016,323.166,6.47,-,2090.88,,
1290,20-04-2016,323.78,6.4579,-,2090.94,,
1291,21-04-2016,323.726,6.4803,-,2097.84,,
1292,22-04-2016,324.883,6.4858,-,2107.13,,
1293,25-04-2016,325.406,6.512,-,2119.05,,
1294,26-04-2016,326.633,6.4882,-,2119.26,,
1295,27-04-2016,328.398,6.4837,-,2129.24,,
1296,28-04-2016,328.371,6.4954,-,2132.9,,
1297,29-04-2016,330.213,6.4589,-,2132.81,,
1298,03-05-2016,330.218,6.4565,-,2132.05,,
1299,04-05-2016,330.128,6.4943,-,2143.95,,
1300,05-05-2016,330.084,6.5128,-,2149.77,,
1301,06-05-2016,330.067,6.5202,-,2152.1,,
1302,09-05-2016,334.185,6.5105,-,2175.71,,
1303,10-05-2016,335.325,6.5233,-,2187.42,,
1304,11-05-2016,335.33,6.5209,-,2186.66,,
1305,12-05-2016,335.389,6.4959,-,2178.66,,
1306,13-05-2016,333.567,6.5246,-,2176.39,,
1307,16-05-2016,332.374,6.5343,-,2171.83,,
1308,17-05-2016,332.407,6.52,-,2167.3,,
1309,18-05-2016,332.404,6.5216,-,2167.8,,
1310,19-05-2016,332.33,6.5531,-,2177.79,,
1311,20-05-2016,331.165,6.551,-,2169.46,,
1312,23-05-2016,330.008,6.5455,-,2160.07,,
1313,24-05-2016,329.42,6.5468,-,2156.64,,
1314,25-05-2016,325.857,6.5693,-,2140.65,,
1315,26-05-2016,322.965,6.5552,-,2117.1,,
1316,27-05-2016,322.98,6.549,-,2115.19,,
1317,30-05-2016,322.911,6.5784,-,2124.24,,
1318,31-05-2016,322.91,6.579,-,2124.42,,
1319,01-06-2016,322.302,6.5889,-,2123.62,,
1320,02-06-2016,322.348,6.5688,-,2117.44,,
1321,03-06-2016,319.399,6.5793,-,2101.42,,
1322,06-06-2016,319.468,6.5497,-,2092.42,,
1323,07-06-2016,319.44,6.5618,-,2096.1,,
1324,08-06-2016,319.446,6.5593,-,2095.34,,
1325,13-06-2016,313.546,6.5805,-,2063.29,,
1326,14-06-2016,315.89,6.5791,-,2078.27,,
1327,15-06-2016,315.842,6.6,-,2084.55,,
1328,16-06-2016,315.902,6.5739,-,2076.71,,
1329,17-06-2016,315.889,6.5795,-,2078.39,,
1330,20-06-2016,315.909,6.5708,-,2075.77,,
1331,21-06-2016,313.581,6.5656,-,2058.85,,
1332,22-06-2016,313.516,6.5935,-,2067.17,,
1333,23-06-2016,312.41,6.5658,-,2051.22,,
1334,24-06-2016,311.798,6.5776,-,2050.88,,
1335,27-06-2016,308.736,6.6375,-,2049.23,,
1336,28-06-2016,308.701,6.6528,-,2053.73,,
1337,29-06-2016,308.747,6.6324,-,2047.74,,
1338,30-06-2016,307.58,6.6312,-,2039.63,,
1339,01-07-2016,309.878,6.6496,-,2060.57,,
1340,04-07-2016,309.884,6.6472,-,2059.86,,
1341,05-07-2016,311.026,6.6594,-,2071.25,,
1342,06-07-2016,312.137,6.6857,-,2086.86,,
1343,07-07-2016,312.146,6.682,-,2085.76,,
1344,08-07-2016,314.478,6.6853,-,2102.38,,
1345,11-07-2016,318.575,6.6843,-,2129.45,,
1346,12-07-2016,318.552,6.695,-,2132.7,,
1347,13-07-2016,318.565,6.6891,-,2130.91,,
1348,14-07-2016,318.575,6.6846,-,2129.54,,
1349,15-07-2016,314.489,6.6805,-,2100.94,,
1350,18-07-2016,313.284,6.6961,-,2097.78,,
1351,19-07-2016,310.942,6.6971,-,2082.41,,
1352,20-07-2016,308.607,6.6946,-,2066,,
1353,21-07-2016,306.869,6.6872,-,2052.09,,
1354,22-07-2016,306.329,6.6669,-,2042.27,,
1355,25-07-2016,305.111,6.6886,-,2040.76,,
1356,26-07-2016,305.135,6.6778,-,2037.63,,
1357,27-07-2016,303.989,6.6671,-,2026.73,,
1358,28-07-2016,304.024,6.6518,-,2022.3,,
1359,29-07-2016,302.855,6.6511,-,2014.32,,
1360,01-08-2016,304.078,6.6277,-,2015.34,,
1361,02-08-2016,304.039,6.6451,-,2020.37,,
1362,03-08-2016,304.097,6.6195,-,2012.97,,
1363,04-08-2016,304.04,6.6444,-,2020.17,,
1364,05-08-2016,304.049,6.6406,-,2019.07,,
1365,08-08-2016,303.417,6.6615,-,2021.21,,
1366,09-08-2016,302.251,6.6594,-,2012.81,,
1367,10-08-2016,302.266,6.653,-,2010.97,,
1368,11-08-2016,301.743,6.6255,-,1999.2,,
1369,12-08-2016,299.338,6.6543,-,1991.88,,
1370,15-08-2016,299.363,6.643,-,1988.67,,
1371,16-08-2016,295.882,6.6305,-,1961.84,,
1372,17-08-2016,297.109,6.6056,-,1962.58,,
1373,18-08-2016,297.059,6.6273,-,1968.7,,
1374,19-08-2016,297.073,6.6211,-,1966.95,,
1375,22-08-2016,298.143,6.6652,-,1987.18,,
1376,23-08-2016,298.158,6.6586,-,1985.32,,
1377,24-08-2016,298.196,6.642,-,1980.62,,
1378,25-08-2016,298.74,6.6602,-,1989.67,,
1379,26-08-2016,298.765,6.6488,-,1986.43,,
1380,29-08-2016,298.683,6.6856,-,1996.87,,
1381,30-08-2016,298.675,6.68912,-,1997.87,,
1382,31-08-2016,298.671,6.6908,-,1998.35,,
1383,01-09-2016,297.529,6.6784,-,1987.02,,
1384,02-09-2016,298.711,6.6727,-,1993.21,,
1385,05-09-2016,298.679,6.6873,-,1997.35,,
1386,06-09-2016,298.723,6.6676,-,1991.76,,
1387,07-09-2016,299.335,6.6555,-,1992.23,,
1388,08-09-2016,298.151,6.662,-,1986.28,,
1389,09-09-2016,299.306,6.6684,-,1995.89,,
1390,12-09-2016,300.426,6.6908,-,2010.09,,
1391,13-09-2016,300.467,6.6726,-,2004.89,,
1392,14-09-2016,300.429,6.6895,-,2009.72,,
1393,19-09-2016,300.453,6.6786,-,2006.61,,
1394,20-09-2016,301.081,6.6595,-,2005.05,,
1395,21-09-2016,301.049,6.6738,-,2009.14,,
1396,22-09-2016,301.1,6.6513,-,2002.7,,
1397,23-09-2016,301.064,6.667,-,2007.2,,
1398,26-09-2016,303.973,6.6744,-,2028.83,,
1399,27-09-2016,306.335,6.6646,-,2041.6,,
1400,28-09-2016,307.497,6.6681,-,2050.42,,
1401,29-09-2016,309.833,6.67,-,2066.58,,
1402,30-09-2016,313.325,6.6778,-,2092.32,,
1403,10-10-2016,322.049,6.7008,-,2157.98,,
1404,11-10-2016,325.539,6.7098,-,2184.3,,
1405,12-10-2016,331.353,6.7258,-,2228.61,,
1406,13-10-2016,342.46,6.7296,-,2304.62,,
1407,14-10-2016,341.32,6.7157,-,2292.21,,
1408,17-10-2016,341.271,6.7379,-,2299.45,,
1409,18-10-2016,345.968,6.7303,-,2328.47,,
1410,19-10-2016,345.963,6.7326,-,2329.23,,
1411,20-10-2016,346.551,6.7311,-,2332.67,,
1412,21-10-2016,346.497,6.7558,-,2340.87,,
1413,24-10-2016,365.773,6.769,-,2475.92,,
1414,25-10-2016,365.761,6.7744,-,2477.81,,
1415,26-10-2016,366.355,6.7705,-,2480.41,,
1416,27-10-2016,366.933,6.7736,-,2485.46,,
1417,28-10-2016,369.247,6.7858,-,2505.63,,
1418,31-10-2016,369.294,6.7641,-,2497.94,,
1419,01-11-2016,369.274,6.7734,-,2501.24,,
1420,02-11-2016,376.916,6.7562,-,2546.52,,
1421,03-11-2016,378.102,6.7491,-,2551.85,,
1422,04-11-2016,378.097,6.7514,-,2552.68,,
1423,07-11-2016,380.391,6.7725,-,2576.2,,
1424,08-11-2016,383.881,6.7817,-,2603.36,,
1425,09-11-2016,383.877,6.7832,-,2603.92,,
1426,10-11-2016,383.866,6.7885,-,2605.87,,
1427,11-11-2016,387.326,6.8115,-,2638.27,,
1428,14-11-2016,391.968,6.8291,-,2676.79,,
1429,15-11-2016,395.435,6.8495,-,2708.53,,
1430,16-11-2016,395.414,6.8592,-,2712.22,,
1431,17-11-2016,395.393,6.8692,-,2716.03,,
1432,18-11-2016,395.371,6.8796,-,2719.99,,
1433,21-11-2016,394.161,6.8985,-,2719.12,,
1434,22-11-2016,395.959,6.8779,-,2723.37,,
1435,23-11-2016,395.933,6.8904,-,2728.14,,
1436,24-11-2016,399.405,6.9085,-,2759.29,,
1437,25-11-2016,406.408,6.9168,-,2811.04,,
1438,28-11-2016,412.284,6.9042,-,2846.49,,
1439,29-11-2016,412.316,6.8889,-,2840.4,,
1440,30-11-2016,412.321,6.8865,-,2839.45,,
1441,01-12-2016,412.302,6.8958,-,2843.15,,
1442,02-12-2016,418.186,6.8794,-,2876.87,,
1443,05-12-2016,424.02,6.887,-,2920.23,,
1444,06-12-2016,426.423,6.8575,-,2924.19,,
1445,07-12-2016,426.373,6.8808,-,2933.79,,
1446,08-12-2016,426.389,6.8731,-,2930.62,,
1447,09-12-2016,426.339,6.8972,-,2940.54,,
1448,12-12-2016,426.315,6.9086,-,2945.24,,
1449,13-12-2016,429.272,6.8934,-,2959.14,,
1450,14-12-2016,430.422,6.9028,-,2971.12,,
1451,15-12-2016,430.367,6.9289,-,2981.97,,
1452,16-12-2016,432.077,6.9508,-,3003.28,,
1453,19-12-2016,442.063,6.9312,-,3064.02,,
1454,20-12-2016,442.03,6.9468,-,3070.69,,
1455,21-12-2016,442.026,6.9489,-,3071.59,,
1456,22-12-2016,442.037,6.9435,-,3069.28,,
1457,23-12-2016,442.031,6.9463,-,3070.48,,
1458,26-12-2016,442.032,6.9459,-,3070.31,,
1459,27-12-2016,442.031,6.9462,-,3070.44,,
1460,28-12-2016,442.025,6.9495,-,3071.85,,
1461,29-12-2016,440.854,6.9497,-,3063.8,,
1462,30-12-2016,440.88,6.937,-,3058.39,,
1463,03-01-2017,439.684,6.9498,-,3055.72,,
1464,04-01-2017,439.678,6.9526,-,3056.91,,
1465,05-01-2017,439.724,6.9307,-,3047.59,,
1466,06-01-2017,439.273,6.8668,-,3016.4,,
1467,09-01-2017,439.148,6.9262,-,3041.63,,
1468,10-01-2017,434.474,6.9234,-,3008.04,,
1469,11-01-2017,434.474,6.9235,-,3008.08,,
1470,12-01-2017,434.493,6.9141,-,3004.13,,
1471,13-01-2017,433.372,6.8909,-,2986.32,,
1472,16-01-2017,429.284,6.8874,-,2956.65,,
1473,17-01-2017,429.259,6.8992,-,2961.55,,
1474,18-01-2017,429.358,6.8525,-,2942.18,,
1475,19-01-2017,429.349,6.8568,-,2943.96,,
1476,20-01-2017,429.323,6.8693,-,2949.15,,
1477,24-01-2017,429.4,6.8331,-,2934.13,,
1478,25-01-2017,429.343,6.8596,-,2945.12,,
1479,26-01-2017,429.345,6.8588,-,2944.79,,
1480,03-02-2017,426.427,6.8556,-,2923.41,,
1481,06-02-2017,425.831,6.8606,-,2921.46,,
1482,07-02-2017,425.831,6.8604,-,2921.37,,
1483,08-02-2017,425.78,6.8849,-,2931.45,,
1484,09-02-2017,425.809,6.871,-,2925.73,,
1485,10-02-2017,428.881,6.8819,-,2951.52,,
1486,13-02-2017,428.694,6.8898,-,2953.62,,
1487,14-02-2017,428.714,6.8806,-,2949.81,,
1488,15-02-2017,428.75,6.8632,-,2942.6,,
1489,16-02-2017,428.751,6.8629,-,2942.48,,
1490,17-02-2017,428.788,6.8456,-,2935.31,,
1491,20-02-2017,434.407,6.8743,-,2986.24,,
1492,21-02-2017,434.567,6.879,-,2989.39,,
1493,22-02-2017,439.824,6.883,-,3027.31,,
1494,23-02-2017,440.852,6.8695,-,3028.43,,
1495,24-02-2017,441.031,6.8655,-,3027.9,,
1496,27-02-2017,440.997,6.8814,-,3034.68,,
1497,28-02-2017,441.595,6.875,-,3035.97,,
1498,01-03-2017,441.585,6.8798,-,3038.02,,
1499,02-03-2017,441.583,6.8809,-,3038.49,,
1500,03-03-2017,441.565,6.8896,-,3042.2,,
1501,06-03-2017,436.322,6.879,-,3001.46,,
1502,07-03-2017,436.287,6.8957,-,3008.5,,
1503,08-03-2017,434.516,6.9032,-,2999.55,,
1504,09-03-2017,433.912,6.9125,-,2999.41,,
1505,10-03-2017,433.912,6.9123,-,2999.33,,
1506,13-03-2017,433.94,6.8988,-,2993.67,,
1507,14-03-2017,433.913,6.9118,-,2999.12,,
1508,15-03-2017,433.914,6.9115,-,2998.99,,
1509,16-03-2017,434.967,6.8862,-,2995.27,,
1510,18-03-2017,435.134,6.8873,-,2996.9,,
1511,20-03-2017,424.578,6.8998,-,2929.5,,
1512,21-03-2017,424.563,6.9071,-,2932.5,,
1513,22-03-2017,424.601,6.8889,-,2925.03,,
1514,23-03-2017,420.513,6.8856,-,2895.48,,
1515,24-03-2017,420.515,6.8845,-,2895.04,,
1516,27-03-2017,417.036,6.8701,-,2865.08,,
1517,28-03-2017,417.019,6.8782,-,2868.34,,
1518,29-03-2017,416.991,6.8915,-,2873.69,,
1519,30-03-2017,411.146,6.8889,-,2832.34,,
1520,31-03-2017,407.614,6.8993,-,2812.25,,
1521,05-04-2017,405.293,6.8906,-,2792.71,,
1522,06-04-2017,405.287,6.893,-,2793.65,,
1523,07-04-2017,400.603,6.8949,-,2762.12,,
1524,10-04-2017,400.584,6.9042,-,2765.71,,
1525,11-04-2017,400.602,6.8957,-,2762.43,,
1526,12-04-2017,400.605,6.894,-,2761.77,,
1527,13-04-2017,400.666,6.8651,-,2750.62,,
1528,14-04-2017,404.158,6.874,-,2778.18,,
1529,17-04-2017,405.148,6.8785,-,2786.81,,
1530,18-04-2017,404.135,6.8849,-,2782.43,,
1531,19-04-2017,404.174,6.8664,-,2775.22,,
1532,20-04-2017,404.147,6.8792,-,2780.21,,
1533,21-04-2017,404.14,6.8823,-,2781.41,,
1534,24-04-2017,392.472,6.8673,-,2695.22,,
1535,25-04-2017,391.438,6.8833,-,2694.38,,
