Mokanji,2.614379085,2.614379085,0.0,3.174603175,3.174603175,3.174603175,3.174603175,3.255353663,3.174603175,3.174603175,3.174603175,0.0,2.614379085,2.614379085,3.174603175,3.174603175,3.174603175,2.743484225,2.743484225,2.743484225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMB Santou-Houda,3.174603175,3.174603175,0.0,2.83446712,2.83446712,2.83446712,2.885438747,2.906565771,2.83446712,2.83446712,2.83446712,0.0,3.174603175,3.174603175,2.83446712,2.83446712,2.83446712,2.83446712,2.83446712,2.83446712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBK Kindia,2.83446712,2.83446712,0.0,2.83446712,2.83446712,2.83446712,2.885438747,2.906565771,2.83446712,2.83446712,2.83446712,0.0,2.83446712,2.83446712,2.83446712,2.83446712,2.83446712,2.83446712,2.83446712,2.83446712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPIC self supply,2.83446712,2.83446712,0.0,2.743484225,2.743484225,2.743484225,2.792819725,2.813268598,2.743484225,2.743484225,2.743484225,0.0,2.83446712,2.83446712,2.83446712,2.83446712,2.83446712,2.743484225,2.743484225,2.743484225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPIC to Mkt,2.743484225,2.743484225,0.0,2.525252525,2.525252525,2.525252525,2.570663611,2.589485868,2.525252525,2.525252525,2.525252525,0.0,2.743484225,2.743484225,2.743484225,2.743484225,2.743484225,2.83446712,2.83446712,2.83446712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat & Maharashtra,2.525252525,2.525252525,0.0,2.614379085,2.614379085,2.614379085,2.661392914,2.680879487,2.614379085,2.614379085,2.614379085,0.0,2.525252525,2.525252525,2.525252525,2.525252525,2.525252525,2.525252525,2.525252525,2.525252525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Kalimantan,2.614379085,2.614379085,0.0,2.83446712,2.962962963,2.962962963,3.016245303,2.936530366,2.863688431,2.863688431,2.863688431,0.0,2.614379085,2.614379085,2.614379085,2.614379085,2.614379085,2.614379085,2.614379085,2.614379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henan-Chine,2.962962963,2.863688431,0.0,2.962962963,3.04414003,3.04414003,3.098882161,3.121572006,3.04414003,3.04414003,3.04414003,0.0,2.863688431,2.863688431,2.863688431,2.863688431,2.863688431,2.863688431,2.863688431,2.863688431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuantan & Johor,3.04414003,3.04414003,0.0,3.04414003,2.753683051,2.753683051,2.803201955,2.823726845,2.753683051,2.753683051,2.753683051,0.0,3.04414003,3.04414003,3.04414003,3.04414003,3.04414003,3.04414003,3.04414003,3.04414003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurum Xinfa-Fiji,2.753683051,2.645502646,0.0,2.753683051,2.83446712,2.356295432,2.398668198,2.416231114,2.356295432,2.356295432,2.356295432,0.0,2.645502646,2.645502646,2.645502646,2.645502646,2.645502646,2.645502646,2.645502646,2.645502646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dom. Rep.,2.743484225,2.326934264,0.0,2.743484225,2.743484225,2.743484225,2.792819725,2.813268598,2.244668911,2.244668911,2.244668911,0.0,2.326934264,2.326934264,2.326934264,2.326934264,2.326934264,2.326934264,2.326934264,2.326934264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alufer (Bel Air),2.356295432,2.244668911,0.0,2.356295432,2.356295432,2.244668911,2.285034321,2.301765216,2.743484225,2.743484225,2.743484225,0.0,2.244668911,2.244668911,2.244668911,2.244668911,2.244668911,2.244668911,2.244668911,2.244668911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Discovery Bay,2.244668911,2.566076469,0.0,2.244668911,2.244668911,2.5,2.612221683,2.631348226,2.566076469,2.566076469,2.566076469,0.0,2.566076469,2.566076469,2.566076469,2.566076469,2.566076469,2.566076469,2.566076469,2.566076469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Awaso,2.12,2.743484225,0.0,2.12,2.45,2.426006793,2.469633163,2.487715681,2.426006793,2.426006793,2.426006793,0.0,2.743484225,2.743484225,2.426006793,2.426006793,2.426006793,2.426006793,2.426006793,2.426006793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBG,2.426006793,2.426006793,0.0,2.426006793,2.426006793,2.83446712,2.758760948,2.778960444,2.7100271,2.7100271,2.7100271,0.0,2.426006793,2.426006793,2.743484225,2.743484225,2.743484225,2.7100271,2.7100271,2.7100271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMC,2.730673657,2.7100271,0.0,2.730673657,2.730673657,2.730673657,2.424790423,2.442544605,2.381956205,2.381956205,2.381956205,0.0,2.7100271,2.7100271,2.7100271,2.7100271,2.7100271,2.743484225,2.743484225,2.743484225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAC,2.381956205,2.366583836,0.0,2.381956205,2.381956205,2.381956205,2.900235868,2.921471236,2.849002849,2.849002849,2.849002849,0.0,2.366583836,2.366583836,2.366583836,2.366583836,2.366583836,2.366583836,2.366583836,2.366583836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solomon Islands,2.849002849,2.849002849,0.0,2.849002849,2.849002849,2.849002849,2.712450812,2.732311228,2.664535039,2.664535039,2.664535039,0.0,2.849002849,2.849002849,2.849002849,2.849002849,2.849002849,2.849002849,2.849002849,2.849002849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metallica,2.815077555,2.442002442,0.0,2.815077555,2.815077555,2.815077555,2.885438747,2.79762322,2.728226937,2.728226937,2.728226937,0.0,2.442002442,2.442002442,2.442002442,2.442002442,2.442002442,2.442002442,2.442002442,2.442002442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurukun,2.728226937,2.728226937,0.0,2.728226937,2.728226937,2.728226937,2.777288069,2.278747564,2.267573696,2.267573696,2.267573696,0.0,2.728226937,2.728226937,2.728226937,2.728226937,2.728226937,2.728226937,2.728226937,2.728226937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metro LT,2.222222222,2.267573696,0.0,2.222222222,2.222222222,2.222222222,2.262183977,2.471526642,2.41021933,2.41021933,2.41021933,0.0,2.267573696,2.267573696,2.267573696,2.267573696,2.267573696,2.267573696,2.267573696,2.267573696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRN,2.588192665,2.41021933,0.0,2.588192665,2.588192665,2.339181287,2.453561798,2.906565771,2.583979328,2.583979328,2.583979328,0.0,2.41021933,2.41021933,2.41021933,2.41021933,2.41021933,2.41021933,2.41021933,2.41021933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weipa_Amrun Generic,2.339181287,2.583979328,0.0,2.339181287,2.339181287,2.588192665,2.63473559,2.783713125,2.714661889,2.714661889,2.714661889,0.0,2.583979328,2.583979328,2.583979328,2.583979328,2.583979328,2.583979328,2.583979328,2.583979328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juruti,2.583979328,2.740981827,0.0,2.583979328,2.583979328,2.583979328,2.630446485,2.64970647,2.740981827,2.740981827,2.740981827,0.0,2.740981827,2.740981827,2.740981827,2.740981827,2.740981827,2.740981827,2.740981827,2.740981827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirai,2.740981827,2.518098835,0.0,2.740981827,2.740981827,2.740981827,2.790272327,2.810702548,2.588192665,2.588192665,2.588192665,0.0,2.518098835,2.518098835,2.408912978,2.408912978,2.408912978,2.408912978,2.408912978,2.408912978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metro BH1,2.588192665,2.408912978,0.0,2.588192665,2.588192665,2.588192665,2.63473559,2.654026979,2.596053998,2.596053998,2.596053998,0.0,2.408912978,2.408912978,2.518098835,2.518098835,2.518098835,2.596053998,2.596053998,2.596053998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amrun,2.596053998,2.596053998,0.0,2.596053998,2.596053998,2.596053998,2.596053998,2.662088276,2.83446712,3.367003367,3.367003367,0.0,2.596053998,2.596053998,2.596053998,2.596053998,2.596053998,2.518098835,2.518098835,2.518098835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rondon do Para,3.367003367,3.367003367,0.0,3.367003367,3.367003367,3.367003367,3.427551481,3.452647824,3.367003367,2.403181813,2.403181813,0.0,3.367003367,3.367003367,3.367003367,3.367003367,3.367003367,3.367003367,3.367003367,3.367003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huntly,2.178141005,2.403181813,0.0,2.178141005,2.178141005,2.178141005,2.446397726,2.464310116,2.403181813,2.743484225,2.743484225,0.0,2.403181813,2.403181813,2.403181813,2.403181813,2.403181813,2.403181813,2.403181813,2.403181813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam Others,3.06,2.743484225,0.0,3.06,3.06,2.9,2.792819725,2.813268598,2.743484225,2.743484225,2.743484225,0.0,2.743484225,2.743484225,2.743484225,2.743484225,2.743484225,2.743484225,2.743484225,2.743484225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMB Malapouya,2.670940171,2.743484225,0.0,2.670940171,2.670940171,2.670940171,2.792819725,2.813268598,2.743484225,2.83446712,2.706026991,0.0,2.743484225,2.743484225,2.743484225,2.743484225,2.743484225,2.743484225,2.743484225,2.743484225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rundi,2.808442397,2.71726825,0.0,2.808442397,2.808442397,2.808442397,2.82263809,2.757341502,2.691819752,2.69700579,2.327746593,0.0,2.728866952,2.740780943,2.752991789,2.765493347,2.778287856,2.791384933,2.804802483,2.804802483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metro Blend,2.614379085,2.327746593,0.0,2.614379085,2.614379085,3.060912152,2.369605971,2.386956096,2.327746593,2.327746593,2.588192665,0.0,2.327746593,2.327746593,2.327746593,2.327746593,2.327746593,2.327746593,2.327746593,2.327746593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seydisehir,3.060912152,2.408912978,0.0,3.060912152,3.060912152,2.614379085,2.661392914,2.680879487,2.588192665,2.588192665,2.83446712,0.0,2.408912978,2.408912978,2.408912978,2.408912978,2.408912978,2.408912978,2.408912978,2.408912978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amrun HT,2.588192665,2.740981827,0.0,2.588192665,2.588192665,2.588192665,2.63473559,2.654026979,2.614379085,2.614379085,2.614379085,0.0,2.740981827,2.740981827,2.740981827,2.740981827,2.740981827,2.740981827,2.740981827,2.740981827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metro BH1 Xinfa,2.740981827,2.614379085,0.0,2.740981827,2.740981827,2.740981827,2.790272327,2.810702548,2.740981827,2.740981827,2.740981827,0.0,2.614379085,2.614379085,2.436647173,2.436647173,2.436647173,2.436647173,2.436647173,2.436647173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dian Dian,2.436647173,2.436647173,0.0,2.436647173,2.436647173,2.436647173,2.480464887,2.498626715,2.436647173,2.436647173,2.436647173,0.0,2.436647173,2.436647173,2.614379085,2.614379085,2.614379085,2.923976608,2.923976608,2.923976608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynamic,2.645502646,2.923976608,0.0,2.645502646,2.645502646,2.645502646,2.976557865,2.998352058,2.923976608,2.923976608,2.923976608,0.0,2.923976608,2.923976608,2.923976608,2.923976608,2.923976608,2.614379085,2.614379085,2.614379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2.65,2.65,0.0,2.65,2.65,2.65,2.697654393,2.71740647,2.65,2.65,2.65,0.0,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
