date,wacif,usdrmb,australia,wacifrmb,creation_date,updation_date
40721.0,495.567,6.4742,-,3208.4,,
40722.0,495.565,6.475,-,3208.78,,
40723.0,494.401,6.4718,-,3199.67,,
40724.0,493.232,6.4716,-,3192,,
40725.0,490.898,6.4685,-,3175.37,,
40728.0,490.902,6.4661,-,3174.22,,
40729.0,490.902,6.4661,-,3174.22,,
40730.0,489.734,6.465,-,3166.13,,
40731.0,489.719,6.4732,-,3170.05,,
40732.0,487.969,6.4705,-,3157.4,,
40735.0,487.968,6.4709,-,3157.59,,
40736.0,486.206,6.4748,-,3148.08,,
40737.0,486.209,6.4728,-,3147.14,,
40738.0,484.471,6.464,-,3131.62,,
40739.0,484.466,6.4665,-,3132.8,,
40742.0,484.464,6.468,-,3133.51,,
40743.0,484.463,6.4684,-,3133.7,,
40744.0,484.463,6.4684,-,3133.7,,
40745.0,484.491,6.4536,-,3126.71,,
40746.0,484.499,6.4495,-,3124.78,,
40749.0,490.933,6.4503,-,3166.66,,
40750.0,489.769,6.447,-,3157.54,,
40751.0,484.512,6.4426,-,3121.52,,
40752.0,485.68,6.4438,-,3129.63,,
40753.0,484.509,6.4442,-,3122.27,,
40756.0,484.518,6.4399,-,3120.24,,
40757.0,485.099,6.4419,-,3124.96,,
40758.0,485.094,6.4441,-,3126,,
40759.0,480.425,6.4386,-,3093.26,,
40760.0,477.488,6.4451,-,3077.45,,
40763.0,477.516,6.4305,-,3070.66,,
40764.0,477.51,6.4335,-,3072.06,,
40765.0,477.542,6.4167,-,3064.25,,
40766.0,476.407,6.3991,-,3048.57,,
40767.0,474.655,6.3972,-,3036.47,,
40770.0,474.66,6.395,-,3035.45,,
40771.0,474.665,6.3925,-,3034.29,,
40772.0,472.896,6.3996,-,3026.34,,
40773.0,471.151,6.3942,-,3012.64,,
40774.0,471.134,6.4032,-,3016.76,,
40777.0,471.141,6.3997,-,3015.16,,
40778.0,471.143,6.3987,-,3014.7,,
40779.0,471.16,6.3896,-,3010.53,,
40780.0,469.99,6.3896,-,3003.05,,
40781.0,469.98,6.395,-,3005.52,,
40785.0,470,6.3849,-,3000.9,,
40786.0,468.826,6.3867,-,2994.25,,
40787.0,468.826,6.3867,-,2994.25,,
40788.0,468.82,6.3896,-,2995.57,,
40791.0,468.814,6.3926,-,2996.94,,
40792.0,468.811,6.3946,-,2997.86,,
40793.0,472.316,6.3968,-,3021.31,,
40794.0,472.316,6.3968,-,3021.31,,
40795.0,472.325,6.3922,-,3019.2,,
40799.0,472.314,6.3982,-,3021.96,,
40800.0,472.321,6.3945,-,3020.26,,
40801.0,472.321,6.3945,-,3020.26,,
40802.0,473.52,6.3797,-,3020.91,,
40805.0,473.51,6.3848,-,3023.27,,
40806.0,473.519,6.38,-,3021.05,,
40807.0,473.525,6.3772,-,3019.76,,
40808.0,473.518,6.3808,-,3021.42,,
40809.0,470.001,6.384,-,3000.49,,
40812.0,470.022,6.3735,-,2995.69,,
40813.0,466.507,6.376,-,2974.45,,
40814.0,466.534,6.3623,-,2968.23,,
40815.0,465.356,6.3665,-,2962.69,,
40816.0,465.379,6.3549,-,2957.44,,
40826.0,468.881,6.3586,-,2981.43,,
40827.0,466.562,6.3483,-,2961.87,,
40828.0,464.199,6.3598,-,2952.21,,
40829.0,463.002,6.3737,-,2951.03,,
40830.0,460.657,6.3762,-,2937.24,,
40833.0,460.667,6.371,-,2934.91,,
40834.0,459.489,6.3749,-,2929.2,,
40835.0,457.154,6.3727,-,2913.3,,
40836.0,453.658,6.3652,-,2887.63,,
40837.0,446.643,6.3628,-,2841.9,,
40840.0,446.659,6.3549,-,2838.47,,
40841.0,446.659,6.3549,-,2838.47,,
40842.0,446.683,6.3425,-,2833.09,,
40843.0,446.673,6.3477,-,2835.35,,
40844.0,446.71,6.329,-,2827.23,,
40847.0,446.722,6.3233,-,2824.75,,
40848.0,447.12,6.3293,-,2829.95,,
40849.0,445.949,6.3297,-,2822.72,,
40850.0,443.631,6.3198,-,2803.66,,
40851.0,443.638,6.3165,-,2802.24,,
40854.0,443.628,6.3212,-,2804.26,,
40855.0,443.62,6.3247,-,2805.76,,
40856.0,442.459,6.3207,-,2796.65,,
40857.0,441.261,6.3329,-,2794.46,,
40858.0,437.754,6.3317,-,2771.73,,
40861.0,433.078,6.3301,-,2741.43,,
40862.0,433.048,6.3436,-,2747.08,,
40863.0,433.031,6.3509,-,2750.14,,
40864.0,431.851,6.3553,-,2744.55,,
40865.0,430.683,6.3548,-,2736.9,,
40868.0,429.518,6.3522,-,2728.39,,
40869.0,428.341,6.3555,-,2722.32,,
40870.0,427.184,6.3498,-,2712.53,,
40871.0,427.168,6.357,-,2715.5,,
40872.0,424.246,6.3554,-,2696.25,,
40875.0,420.144,6.3585,-,2671.49,,
40876.0,416.634,6.3587,-,2649.25,,
40877.0,414.317,6.3482,-,2630.17,,
40878.0,413.176,6.3353,-,2617.59,,
40879.0,413.186,6.331,-,2615.88,,
40882.0,413.177,6.3349,-,2617.44,,
40883.0,413.18,6.3334,-,2616.84,,
40884.0,412.01,6.3334,-,2609.43,,
40885.0,412.014,6.3319,-,2608.83,,
40886.0,408.496,6.3352,-,2587.91,,
40889.0,407.339,6.3297,-,2578.33,,
40890.0,409.665,6.3359,-,2595.6,,
40891.0,409.656,6.3396,-,2597.06,,
40892.0,404.973,6.3412,-,2568.01,,
40893.0,402.646,6.3352,-,2550.85,,
40896.0,402.657,6.3303,-,2548.94,,
40897.0,401.477,6.3351,-,2543.39,,
40898.0,401.5,6.3248,-,2539.41,,
40899.0,401.499,6.3253,-,2539.6,,
40900.0,401.508,6.3209,-,2537.89,,
40903.0,401.518,6.3167,-,2536.27,,
40904.0,401.521,6.3152,-,2535.69,,
40905.0,401.523,6.3146,-,2535.46,,
40906.0,401.52,6.3157,-,2535.88,,
40907.0,401.554,6.3009,-,2530.15,,
40912.0,398.045,6.3001,-,2507.73,,
40913.0,398.02,6.3115,-,2512.1,,
40914.0,398.008,6.3166,-,2514.06,,
40917.0,400.33,6.3247,-,2531.96,,
40918.0,401.516,6.31765,-,2536.64,,
40919.0,403.861,6.31513,-,2550.44,,
40920.0,403.845,6.32262,-,2553.36,,
40921.0,408.529,6.32075,-,2582.21,,
40924.0,408.504,6.33171,-,2586.53,,
40925.0,408.517,6.32606,-,2584.3,,
40926.0,408.527,6.3216,-,2582.55,,
40927.0,409.704,6.3184,-,2588.68,,
40928.0,409.712,6.3149,-,2587.29,,
40938.0,415.582,6.30592,-,2620.63,,
40939.0,415.568,6.31225,-,2623.17,,
40940.0,416.741,6.31104,-,2630.07,,
40941.0,416.748,6.3076,-,2628.68,,
40942.0,416.742,6.31054,-,2629.87,,
40945.0,416.739,6.31189,-,2630.41,,
40946.0,416.739,6.31172,-,2630.34,,
40947.0,416.759,6.30278,-,2626.74,,
40948.0,416.762,6.30168,-,2626.3,,
40949.0,413.854,6.29434,-,2604.94,,
40952.0,413.857,6.29289,-,2604.35,,
40953.0,410.928,6.2945,-,2586.59,,
40954.0,412.095,6.2958,-,2594.47,,
40955.0,412.088,6.2991,-,2595.78,,
40956.0,415.607,6.2951,-,2616.29,,
40959.0,415.61,6.2938,-,2615.76,,
40960.0,415.605,6.296,-,2616.65,,
40961.0,415.598,6.2988,-,2617.77,,
40962.0,415.589,6.3031,-,2619.5,,
40963.0,415.604,6.2965,-,2616.85,,
40966.0,415.599,6.2985,-,2617.65,,
40967.0,415.605,6.2961,-,2616.69,,
40968.0,415.614,6.2919,-,2615,,
40969.0,420.689,6.3016,-,2651.01,,
40970.0,424.208,6.298,-,2671.66,,
40973.0,426.513,6.3121,-,2692.19,,
40974.0,426.508,6.3141,-,2693.01,,
40975.0,424.15,6.3213,-,2681.18,,
40976.0,420.634,6.3235,-,2659.88,,
40977.0,420.675,6.3073,-,2653.32,,
40980.0,419.452,6.3282,-,2654.38,,
40981.0,419.458,6.3259,-,2653.45,,
40982.0,419.441,6.3328,-,2656.23,,
40983.0,418.263,6.3359,-,2650.07,,
40984.0,418.303,6.32,-,2643.67,,
40987.0,418.332,6.3082,-,2638.92,,
40988.0,418.346,6.3029,-,2636.79,,
40989.0,420.67,6.3092,-,2654.09,,
40990.0,420.692,6.3004,-,2650.53,,
40991.0,420.721,6.2891,-,2645.95,,
40994.0,417.219,6.2858,-,2622.55,,
40995.0,418.978,6.284,-,2632.86,,
40996.0,418.96,6.2912,-,2635.76,,
40997.0,418.955,6.2932,-,2636.57,,
40998.0,420.707,6.2943,-,2648.06,,
41004.0,419.514,6.3035,-,2644.41,,
41005.0,419.505,6.3072,-,2645.9,,
41008.0,419.518,6.3021,-,2643.84,,
41009.0,419.511,6.3048,-,2644.93,,
41010.0,419.518,6.3018,-,2643.72,,
41011.0,419.527,6.2984,-,2642.35,,
41012.0,419.554,6.2879,-,2638.11,,
41015.0,419.533,6.296,-,2641.38,,
41016.0,419.549,6.2896,-,2638.8,,
41017.0,419.536,6.2948,-,2640.9,,
41018.0,420.692,6.3004,-,2650.53,,
41019.0,420.682,6.3042,-,2652.07,,
41022.0,420.701,6.297,-,2649.15,,
41023.0,420.692,6.3003,-,2650.49,,
41024.0,420.712,6.2923,-,2647.25,,
41025.0,420.736,6.2829,-,2643.44,,
41026.0,420.747,6.2787,-,2641.74,,
41031.0,419.607,6.267,-,2629.67,,
41032.0,419.6,6.2697,-,2630.76,,
41033.0,420.764,6.2721,-,2639.07,,
41036.0,420.729,6.2858,-,2644.62,,
41037.0,420.743,6.2804,-,2642.43,,
41038.0,420.727,6.2865,-,2644.9,,
41039.0,420.708,6.2941,-,2647.98,,
41040.0,420.705,6.2952,-,2648.42,,
41043.0,420.683,6.304,-,2651.99,,
41044.0,418.91,6.311,-,2643.74,,
41045.0,418.887,6.3205,-,2647.57,,
41046.0,418.88,6.3233,-,2648.7,,
41047.0,418.886,6.3209,-,2647.73,,
41050.0,418.909,6.3116,-,2643.99,,
41051.0,423.014,6.3077,-,2668.24,,
41052.0,422.981,6.3208,-,2673.58,,
41053.0,422.971,6.3247,-,2675.16,,
41054.0,422.968,6.326,-,2675.69,,
41057.0,422.974,6.3236,-,2674.72,,
41058.0,419.457,6.3262,-,2653.57,,
41059.0,419.449,6.3297,-,2654.98,,
41060.0,419.434,6.3355,-,2657.32,,
41061.0,418.276,6.3308,-,2648.02,,
41064.0,418.284,6.3276,-,2646.73,,
41065.0,418.297,6.3225,-,2644.68,,
41066.0,418.288,6.3261,-,2646.13,,
41067.0,418.31,6.317,-,2642.47,,
41068.0,418.306,6.3188,-,2643.19,,
41071.0,415.971,6.3169,-,2627.64,,
41072.0,415.94,6.3292,-,2632.57,,
41073.0,414.19,6.3271,-,2620.62,,
41074.0,412.455,6.3191,-,2606.34,,
41075.0,411.311,6.3089,-,2594.92,,
41078.0,411.332,6.3005,-,2591.6,,
41079.0,411.329,6.3016,-,2592.03,,
41080.0,411.332,6.3004,-,2591.56,,
41081.0,411.323,6.304,-,2592.98,,
41085.0,411.275,6.323,-,2600.49,,
41086.0,405.43,6.3211,-,2562.76,,
41087.0,400.175,6.3173,-,2528.02,,
41088.0,400.17,6.319,-,2528.68,,
41089.0,400.156,6.3249,-,2530.94,,
41092.0,401.936,6.3146,-,2538.07,,
41093.0,401.928,6.3178,-,2539.3,,
41094.0,401.943,6.3121,-,2537.1,,
41095.0,401.925,6.3193,-,2539.88,,
41096.0,403.081,6.3249,-,2549.44,,
41099.0,403.081,6.3249,-,2549.44,,
41100.0,406.604,6.3195,-,2569.53,,
41101.0,406.601,6.3209,-,2570.08,,
41102.0,406.599,6.3215,-,2570.32,,
41103.0,406.591,6.3247,-,2571.57,,
41106.0,407.771,6.3208,-,2577.44,,
41107.0,407.781,6.3167,-,2575.83,,
41108.0,407.788,6.314,-,2574.77,,
41109.0,406.621,6.3126,-,2566.84,,
41110.0,406.625,6.3112,-,2566.29,,
41113.0,405.415,6.327,-,2565.06,,
41114.0,405.398,6.3339,-,2567.75,,
41115.0,408.886,6.3429,-,2593.52,,
41116.0,408.898,6.3381,-,2591.63,,
41117.0,410.667,6.3325,-,2600.55,,
41120.0,410.672,6.3303,-,2599.68,,
41121.0,410.668,6.332,-,2600.35,,
41122.0,409.502,6.3305,-,2592.35,,
41123.0,412.405,6.3392,-,2614.32,,
41124.0,412.983,6.3421,-,2619.18,,
41127.0,413,6.3353,-,2616.48,,
41128.0,413.005,6.3332,-,2615.64,,
41129.0,412.993,6.3378,-,2617.47,,
41130.0,412.991,6.3387,-,2617.83,,
41131.0,412.976,6.3447,-,2620.21,,
41134.0,412.974,6.3456,-,2620.57,,
41135.0,412.977,6.3443,-,2620.05,,
41136.0,412.967,6.3482,-,2621.6,,
41137.0,412.964,6.3495,-,2622.12,,
41138.0,412.976,6.3449,-,2620.29,,
41141.0,417.063,6.3478,-,2647.44,,
41142.0,417.078,6.3418,-,2645.03,,
41143.0,417.096,6.3348,-,2642.22,,
41144.0,417.104,6.3316,-,2640.93,,
41145.0,417.107,6.3305,-,2640.49,,
41148.0,417.085,6.3392,-,2643.98,,
41149.0,417.08,6.3411,-,2644.75,,
41150.0,417.085,6.3391,-,2643.94,,
41151.0,417.074,6.3435,-,2645.71,,
41152.0,417.071,6.3449,-,2646.27,,
41155.0,417.079,6.3415,-,2644.91,,
41156.0,415.327,6.3402,-,2633.26,,
41157.0,415.313,6.346,-,2635.58,,
41158.0,415.318,6.3439,-,2634.74,,
41159.0,414.74,6.3412,-,2629.95,,
41162.0,414.749,6.3375,-,2628.47,,
41163.0,414.745,6.3391,-,2629.11,,
41164.0,414.754,6.3355,-,2627.67,,
41165.0,414.758,6.3338,-,2627,,
41166.0,414.764,6.3317,-,2626.16,,
41169.0,414.778,6.3259,-,2623.84,,
41170.0,418.265,6.3353,-,2649.83,,
41171.0,418.255,6.3392,-,2651.4,,
41172.0,418.258,6.338,-,2650.92,,
41173.0,424.096,6.3426,-,2689.87,,
41176.0,424.1,6.3411,-,2689.26,,
41177.0,424.095,6.343,-,2690.04,,
41178.0,424.092,6.3443,-,2690.57,,
41179.0,424.088,6.3459,-,2691.22,,
41180.0,424.1,6.341,-,2689.22,,
41190.0,426.436,6.3426,-,2704.72,,
41191.0,426.433,6.3441,-,2705.33,,
41192.0,426.431,6.3449,-,2705.66,,
41193.0,426.445,6.3391,-,2703.28,,
41194.0,422.967,6.3264,-,2675.86,,
41197.0,424.175,6.3112,-,2677.05,,
41198.0,424.176,6.3106,-,2676.81,,
41199.0,421.856,6.3028,-,2658.87,,
41200.0,420.688,6.3021,-,2651.22,,
41201.0,420.68,6.3052,-,2652.47,,
41204.0,423.6,6.3071,-,2671.69,,
41205.0,423.598,6.3078,-,2671.97,,
41206.0,423.598,6.3081,-,2672.1,,
41207.0,423.606,6.3047,-,2670.71,,
41208.0,423.615,6.301,-,2669.2,,
41211.0,423.62,6.2992,-,2668.47,,
41212.0,423.611,6.3028,-,2669.94,,
41213.0,423.618,6.3002,-,2668.88,,
41214.0,423.614,6.3017,-,2669.49,,
41215.0,423.607,6.3045,-,2670.63,,
41218.0,423.597,6.3082,-,2672.14,,
41219.0,423.598,6.3078,-,2671.97,,
41220.0,423.601,6.3067,-,2671.53,,
41221.0,423.603,6.306,-,2671.24,,
41222.0,423.615,6.3012,-,2669.28,,
41225.0,423.638,6.292,-,2665.53,,
41226.0,423.646,6.2891,-,2664.35,,
41227.0,423.648,6.2881,-,2663.94,,
41228.0,423.642,6.2905,-,2664.92,,
41229.0,423.632,6.2945,-,2666.55,,
41232.0,425.964,6.2975,-,2682.51,,
41233.0,425.977,6.2926,-,2680.5,,
41234.0,427.736,6.2908,-,2690.8,,
41235.0,427.734,6.2918,-,2691.21,,
41236.0,427.737,6.2905,-,2690.68,,
41239.0,427.742,6.2884,-,2689.81,,
41240.0,427.75,6.2852,-,2688.5,,
41241.0,427.738,6.2902,-,2690.56,,
41242.0,427.736,6.291,-,2690.89,,
41243.0,427.74,6.2892,-,2690.14,,
41246.0,427.736,6.2908,-,2690.8,,
41247.0,427.742,6.2885,-,2689.86,,
41248.0,427.746,6.2871,-,2689.28,,
41249.0,427.735,6.2911,-,2690.93,,
41250.0,427.731,6.293,-,2691.71,,
41253.0,426.563,6.2922,-,2684.02,,
41254.0,426.567,6.2906,-,2683.36,,
41255.0,426.567,6.2906,-,2683.36,,
41256.0,426.572,6.2887,-,2682.58,,
41257.0,426.562,6.2923,-,2684.06,,
41260.0,427.74,6.2892,-,2690.14,,
41261.0,432.423,6.288,-,2719.08,,
41262.0,432.427,6.2865,-,2718.45,,
41263.0,432.424,6.2877,-,2718.95,,
41264.0,431.271,6.2811,-,2708.85,,
41267.0,431.245,6.2913,-,2713.09,,
41268.0,431.24,6.2931,-,2713.84,,
41269.0,431.24,6.2931,-,2713.84,,
41270.0,431.236,6.2949,-,2714.59,,
41271.0,431.236,6.2949,-,2714.59,,
41274.0,431.26,6.2855,-,2710.68,,
41278.0,431.249,6.2897,-,2712.43,,
41279.0,431.249,6.2897,-,2712.43,,
41280.0,431.249,6.2897,-,2712.43,,
41281.0,431.255,6.2872,-,2711.39,,
41282.0,429.518,6.2804,-,2697.54,,
41283.0,429.515,6.2814,-,2697.96,,
41284.0,429.52,6.2793,-,2697.09,,
41285.0,433.636,6.2712,-,2719.42,,
41288.0,433.64,6.2695,-,2718.71,,
41289.0,433.641,6.2691,-,2718.54,,
41290.0,433.628,6.2745,-,2720.8,,
41291.0,433.622,6.2767,-,2721.71,,
41292.0,433.626,6.2752,-,2721.09,,
41295.0,434.786,6.279,-,2730.02,,
41296.0,434.785,6.2796,-,2730.27,,
41297.0,434.793,6.2762,-,2728.85,,
41298.0,437.133,6.2762,-,2743.54,,
41299.0,437.122,6.2805,-,2745.35,,
41302.0,437.119,6.2818,-,2745.89,,
41303.0,437.111,6.2851,-,2747.28,,
41304.0,437.122,6.2806,-,2745.39,,
41305.0,437.125,6.2795,-,2744.93,,
41306.0,438.289,6.2819,-,2753.29,,
41309.0,445.883,6.286,-,2802.82,,
41310.0,445.886,6.285,-,2802.39,,
41311.0,445.878,6.2881,-,2803.73,,
41312.0,445.874,6.2898,-,2804.46,,
41313.0,445.9,6.2793,-,2799.94,,
41323.0,451.16,6.2816,-,2834,,
41324.0,451.158,6.2821,-,2834.22,,
41325.0,451.163,6.2804,-,2833.48,,
41326.0,449.397,6.2846,-,2824.28,,
41327.0,449.391,6.2871,-,2825.36,,
41330.0,447.045,6.2892,-,2811.56,,
41331.0,447.054,6.2856,-,2810.01,,
41332.0,448.228,6.2842,-,2816.75,,
41333.0,445.319,6.2779,-,2795.67,,
41334.0,445.314,6.2798,-,2796.48,,
41337.0,445.308,6.2822,-,2797.51,,
41338.0,439.464,6.2797,-,2759.7,,
41339.0,439.478,6.2745,-,2757.5,,
41340.0,439.467,6.2785,-,2759.2,,
41341.0,438.314,6.2719,-,2749.06,,
41344.0,438.301,6.2769,-,2751.17,,
41345.0,438.303,6.2764,-,2750.96,,
41346.0,437.142,6.2726,-,2742.02,,
41347.0,434.796,6.2752,-,2728.43,,
41348.0,434.803,6.2723,-,2727.22,,
41351.0,432.459,6.2741,-,2713.29,,
41352.0,432.454,6.2758,-,2714,,
41353.0,432.465,6.2716,-,2712.25,,
41354.0,431.291,6.2731,-,2705.53,,
41355.0,431.296,6.2711,-,2704.7,,
41358.0,431.301,6.2692,-,2703.91,,
41359.0,431.295,6.2715,-,2704.87,,
41360.0,425.442,6.2727,-,2668.67,,
41361.0,423.683,6.2742,-,2658.27,,
41362.0,423.697,6.2689,-,2656.11,,
41365.0,423.701,6.2674,-,2655.5,,
41366.0,423.723,6.2586,-,2651.91,,
41367.0,420.792,6.2609,-,2634.54,,
41372.0,414.932,6.265,-,2599.55,,
41373.0,418.444,6.2639,-,2621.09,,
41374.0,418.468,6.2548,-,2617.43,,
41375.0,418.46,6.2578,-,2618.64,,
41376.0,418.478,6.2506,-,2615.74,,
41379.0,418.492,6.2454,-,2613.65,,
41380.0,418.504,6.2408,-,2611.8,,
41381.0,418.521,6.2342,-,2609.14,,
41382.0,423.767,6.2416,-,2644.98,,
41383.0,423.772,6.2395,-,2644.12,,
41386.0,423.767,6.2415,-,2644.94,,
41387.0,423.781,6.236,-,2642.7,,
41388.0,423.775,6.2384,-,2643.68,,
41389.0,422.041,6.23,-,2629.32,,
41390.0,422.065,6.2208,-,2625.58,,
41396.0,425.023,6.2082,-,2638.63,,
41397.0,425.005,6.2152,-,2641.49,,
41400.0,425.014,6.2114,-,2639.93,,
41401.0,425.022,6.2083,-,2638.67,,
41402.0,425.049,6.198,-,2634.46,,
41403.0,425.064,6.1925,-,2632.21,,
41404.0,425.04,6.2016,-,2635.93,,
41407.0,425.025,6.2072,-,2638.22,,
41408.0,424.45,6.2035,-,2633.08,,
41409.0,424.441,6.207,-,2634.5,,
41410.0,424.434,6.2096,-,2635.57,,
41411.0,425.63,6.1997,-,2638.78,,
41414.0,428.555,6.1998,-,2656.95,,
41415.0,428.577,6.1911,-,2653.36,,
41416.0,428.579,6.1904,-,2653.08,,
41417.0,428.568,6.1947,-,2654.85,,
41418.0,428.589,6.1867,-,2651.55,,
41421.0,432.698,6.1811,-,2674.55,,
41422.0,430.357,6.1818,-,2660.38,,
41423.0,430.347,6.1856,-,2661.95,,
41424.0,429.186,6.182,-,2653.23,,
41425.0,428.022,6.1796,-,2645.01,,
41428.0,426.85,6.1806,-,2638.19,,
41429.0,426.868,6.1735,-,2635.27,,
41430.0,426.862,6.1757,-,2636.17,,
41431.0,425.698,6.1737,-,2628.13,,
41432.0,425.728,6.162,-,2623.34,,
41438.0,425.731,6.1612,-,2623.01,,
41439.0,422.222,6.1607,-,2601.18,,
41442.0,422.224,6.1598,-,2600.82,,
41443.0,422.21,6.1651,-,2602.97,,
41444.0,422.203,6.1677,-,2604.02,,
41445.0,422.198,6.1698,-,2604.88,,
41446.0,422.18,6.1766,-,2607.64,,
41449.0,420.999,6.1807,-,2602.07,,
41450.0,419.84,6.1767,-,2593.22,,
41451.0,419.837,6.1779,-,2593.71,,
41452.0,419.832,6.1797,-,2594.44,,
41453.0,418.08,6.1787,-,2583.19,,
41456.0,415.735,6.1805,-,2569.45,,
41457.0,415.743,6.1773,-,2568.17,,
41458.0,415.15,6.1803,-,2565.75,,
41459.0,418.088,6.1755,-,2581.9,,
41460.0,418.079,6.179,-,2583.31,,
