,,Day,Date,NAX,SAX,WA CIF VAT incl.,,Date,WA CIF VAT INCL.,USD: RMB,Australia (FOB WA),WA CIF RMB/t
HARD CODE VALUES,," 2,198 ",23-May-14,"2,360","2,215"," 2,528 ",,31/03/2014,420,6.1521,," 2,583.30 "
HARD CODE VALUES,," 2,195 ",26-May-14,"2,360","2,200"," 2,511 ",,01/04/2014,420,6.1503,," 2,582.57 "
HARD CODE VALUES,," 2,194 ",27-May-14,"2,360","2,200"," 2,518 ",,02/04/2014,420,6.1493,," 2,582.16 "
HARD CODE VALUES,," 2,193 ",28-May-14,"2,360","2,200"," 2,511 ",,03/04/2014,419,6.152,," 2,576.06 "
HARD CODE VALUES,," 2,192 ",29-May-14,"2,360","2,275"," 2,511 ",,04/04/2014,419,6.1557,," 2,577.55 "
HARD CODE VALUES,," 2,191 ",30-May-14,"2,383","2,275",#N/A,,08/04/2014,420,6.1527,," 2,587.14 "
HARD CODE VALUES,," 2,187 ",03-Jun-14,"2,384","2,275"," 2,493 ",,09/04/2014,420,6.149,," 2,585.64 "
HARD CODE VALUES,," 2,186 ",04-Jun-14,"2,388","2,275"," 2,493 ",,10/04/2014,420,6.151,," 2,586.45 "
HARD CODE VALUES,," 2,185 ",05-Jun-14,"2,388","2,275"," 2,493 ",,11/04/2014,423,6.1495,," 2,600.23 "
HARD CODE VALUES,," 2,184 ",06-Jun-14,"2,388","2,275",#N/A,,14/04/2014,423,6.1531,," 2,601.70 "
HARD CODE VALUES,," 2,181 ",09-Jun-14,"2,394","2,275"," 2,512 ",,15/04/2014,423,6.1571,," 2,603.32 "
HARD CODE VALUES,," 2,180 ",10-Jun-14,"2,394","2,265"," 2,503 ",,16/04/2014,423,6.1589,," 2,604.05 "
HARD CODE VALUES,," 2,179 ",11-Jun-14,"2,394","2,265"," 2,505 ",,17/04/2014,423,6.1575,," 2,603.49 "
HARD CODE VALUES,," 2,178 ",12-Jun-14,"2,412","2,265"," 2,506 ",,18/04/2014,423,6.1586,," 2,603.93 "
HARD CODE VALUES,," 2,177 ",13-Jun-14,"2,412","2,265",#N/A,,21/04/2014,423,6.1591,," 2,604.14 "
HARD CODE VALUES,," 2,174 ",16-Jun-14,"2,412","2,265"," 2,494 ",,22/04/2014,423,6.161,," 2,604.91 "
HARD CODE VALUES,," 2,173 ",17-Jun-14,"2,400","2,265"," 2,494 ",,23/04/2014,424,6.1599,," 2,611.67 "
HARD CODE VALUES,," 2,172 ",18-Jun-14,"2,400","2,265"," 2,488 ",,24/04/2014,424,6.1589,," 2,611.26 "
HARD CODE VALUES,," 2,171 ",19-Jun-14,"2,400","2,265"," 2,476 ",,25/04/2014,424,6.1576,," 2,610.73 "
HARD CODE VALUES,," 2,170 ",20-Jun-14,"2,400","2,265",#N/A,,28/04/2014,424,6.1565,," 2,610.28 "
HARD CODE VALUES,," 2,167 ",23-Jun-14,"2,402","2,265"," 2,462 ",,29/04/2014,424,6.1556,," 2,609.92 "
HARD CODE VALUES,," 2,166 ",24-Jun-14,"2,402","2,265"," 2,462 ",,30/04/2014,424,6.158,," 2,610.89 "
HARD CODE VALUES,," 2,165 ",25-Jun-14,"2,402","2,265"," 2,462 ",,05/05/2014,424,6.156,," 2,610.08 "
HARD CODE VALUES,," 2,164 ",26-Jun-14,"2,402","2,265"," 2,469 ",,06/05/2014,418,6.1565,," 2,574.27 "
HARD CODE VALUES,," 2,163 ",27-Jun-14,"2,402","2,265",#N/A,,07/05/2014,418,6.1542,," 2,573.34 "
HARD CODE VALUES,," 2,160 ",30-Jun-14,"2,402","2,265"," 2,490 ",,08/05/2014,419,6.1557,," 2,577.55 "
HARD CODE VALUES,," 2,159 ",01-Jul-14,"2,402","2,265"," 2,490 ",,09/05/2014,420,6.1581,," 2,585.72 "
HARD CODE VALUES,," 2,158 ",02-Jul-14,"2,417","2,265"," 2,491 ",,12/05/2014,420,6.1625,," 2,587.49 "
HARD CODE VALUES,," 2,157 ",03-Jul-14,"2,417","2,265"," 2,492 ",,13/05/2014,420,6.1636,," 2,587.94 "
HARD CODE VALUES,," 2,156 ",04-Jul-14,"2,417","2,265",#N/A,,14/05/2014,420,6.1653,," 2,588.62 "
HARD CODE VALUES,," 2,153 ",07-Jul-14,"2,417","2,265"," 2,493 ",,15/05/2014,414,6.164,," 2,552.04 "
HARD CODE VALUES,," 2,152 ",08-Jul-14,"2,420","2,265"," 2,492 ",,16/05/2014,413,6.1628,," 2,544.35 "
HARD CODE VALUES,," 2,151 ",09-Jul-14,"2,420","2,265"," 2,490 ",,19/05/2014,413,6.1636,," 2,544.67 "
HARD CODE VALUES,," 2,150 ",10-Jul-14,"2,420","2,265"," 2,478 ",,20/05/2014,412,6.1626,," 2,540.67 "
HARD CODE VALUES,," 2,149 ",11-Jul-14,"2,420","2,265"," 2,477 ",,21/05/2014,412,6.1645,," 2,541.42 "
HARD CODE VALUES,," 2,146 ",14-Jul-14,"2,407","2,265"," 2,474 ",,22/05/2014,410,6.1658,," 2,527.51 "
HARD CODE VALUES,," 2,145 ",15-Jul-14,"2,407","2,265"," 2,474 ",,23/05/2014,410,6.1681,," 2,528.41 "
HARD CODE VALUES,," 2,144 ",16-Jul-14,"2,407","2,265"," 2,472 ",,26/05/2014,407,6.1699,," 2,511.07 "
HARD CODE VALUES,," 2,143 ",17-Jul-14,"2,380","2,275"," 2,470 ",,27/05/2014,408,6.1687,," 2,517.82 "
HARD CODE VALUES,," 2,142 ",18-Jul-14,"2,380","2,275"," 2,470 ",,28/05/2014,407,6.1694,," 2,510.88 "
HARD CODE VALUES,," 2,139 ",21-Jul-14,"2,380","2,275"," 2,475 ",,29/05/2014,407,6.1705,," 2,511.31 "
HARD CODE VALUES,," 2,138 ",22-Jul-14,"2,386","2,275"," 2,482 ",,02/06/2014,406,6.1695,," 2,503.70 "
HARD CODE VALUES,," 2,137 ",23-Jul-14,"2,386","2,275"," 2,485 ",,03/06/2014,404,6.171,," 2,493.45 "
HARD CODE VALUES,," 2,136 ",24-Jul-14,"2,394","2,275"," 2,486 ",,04/06/2014,404,6.1693,," 2,492.79 "
HARD CODE VALUES,," 2,135 ",25-Jul-14,"2,394","2,275"," 2,479 ",,05/06/2014,404,6.1708,," 2,493.38 "
HARD CODE VALUES,," 2,132 ",28-Jul-14,"2,404","2,275"," 2,485 ",,08/06/2014,406,6.1623,," 2,500.89 "
HARD CODE VALUES,," 2,131 ",29-Jul-14,"2,404","2,275"," 2,484 ",,09/06/2014,409,6.1485,," 2,511.70 "
HARD CODE VALUES,," 2,130 ",30-Jul-14,"2,404","2,275"," 2,487 ",,10/06/2014,407,6.1451,," 2,503.18 "
HARD CODE VALUES,," 2,129 ",31-Jul-14,"2,404","2,275"," 2,496 ",,11/06/2014,407,6.1506,," 2,505.33 "
HARD CODE VALUES,," 2,128 ",01-Aug-14,"2,415","2,300"," 2,498 ",,12/06/2014,407,6.1516,," 2,505.72 "
HARD CODE VALUES,," 2,125 ",04-Aug-14,"2,415","2,300"," 2,502 ",,15/06/2014,407,6.1503,," 2,503.41 "
HARD CODE VALUES,," 2,124 ",05-Aug-14,"2,415","2,300"," 2,499 ",,16/06/2014,405,6.1537,," 2,493.94 "
HARD CODE VALUES,," 2,123 ",06-Aug-14,"2,415","2,300"," 2,500 ",,17/06/2014,405,6.1529,," 2,493.63 "
HARD CODE VALUES,," 2,122 ",07-Aug-14,"2,415","2,300"," 2,510 ",,18/06/2014,404,6.1559,," 2,487.60 "
HARD CODE VALUES,," 2,121 ",08-Aug-14,"2,415","2,300"," 2,495 ",,19/06/2014,402,6.1531,," 2,475.71 "
HARD CODE VALUES,," 2,118 ",11-Aug-14,"2,415","2,300"," 2,493 ",,22/06/2014,403,6.1524,," 2,479.04 "
HARD CODE VALUES,," 2,117 ",12-Aug-14,"2,427","2,300"," 2,500 ",,23/06/2014,400,6.1557,," 2,462.31 "
HARD CODE VALUES,," 2,116 ",13-Aug-14,"2,427","2,335"," 2,512 ",,24/06/2014,400,6.1545,," 2,461.85 "
HARD CODE VALUES,," 2,115 ",14-Aug-14,"2,427","2,335"," 2,512 ",,25/06/2014,400,6.1555,," 2,462.23 "
HARD CODE VALUES,," 2,114 ",15-Aug-14,"2,427","2,335"," 2,512 ",,26/06/2014,401,6.1538,," 2,468.78 "
HARD CODE VALUES,," 2,111 ",18-Aug-14,"2,427","2,335"," 2,519 ",,29/06/2014,402,6.1543,," 2,476.18 "
HARD CODE VALUES,," 2,110 ",19-Aug-14,"2,427","2,335"," 2,520 ",,30/06/2014,405,6.1528,," 2,489.99 "
HARD CODE VALUES,," 2,109 ",20-Aug-14,"2,445","2,335"," 2,521 ",,01/07/2014,405,6.1523,," 2,489.80 "
HARD CODE VALUES,," 2,108 ",21-Aug-14,"2,445","2,335"," 2,530 ",,02/07/2014,405,6.1549,," 2,490.81 "
HARD CODE VALUES,," 2,107 ",22-Aug-14,"2,445","2,335"," 2,537 ",,03/07/2014,405,6.1581,," 2,492.05 "
HARD CODE VALUES,," 2,104 ",25-Aug-14,"2,464","2,335"," 2,553 ",,06/07/2014,404,6.1642,," 2,492.62 "
HARD CODE VALUES,," 2,103 ",26-Aug-14,"2,475","2,335"," 2,564 ",,07/07/2014,404,6.1658,," 2,493.24 "
HARD CODE VALUES,," 2,102 ",27-Aug-14,"2,475","2,335"," 2,564 ",,08/07/2014,404,6.1626,," 2,492.00 "
HARD CODE VALUES,," 2,101 ",28-Aug-14,"2,497","2,335"," 2,570 ",,09/07/2014,404,6.1565,," 2,489.63 "
HARD CODE VALUES,," 2,100 ",29-Aug-14,"2,497","2,335"," 2,585 ",,10/07/2014,403,6.1443,," 2,477.71 "
HARD CODE VALUES,," 2,097 ",01-Sep-14,"2,522","2,375"," 2,593 ",,11/07/2014,403,6.1469,," 2,476.91 "
HARD CODE VALUES,," 2,096 ",02-Sep-14,"2,625","2,375"," 2,608 ",,14/07/2014,402,6.1485,," 2,473.94 "
HARD CODE VALUES,," 2,095 ",03-Sep-14,"2,625","2,375"," 2,605 ",,15/07/2014,402,6.149,," 2,474.13 "
HARD CODE VALUES,," 2,094 ",04-Sep-14,"2,633","2,425"," 2,604 ",,16/07/2014,402,6.1535,," 2,472.27 "
HARD CODE VALUES,," 2,093 ",05-Sep-14,"2,630","2,455"," 2,638 ",,17/07/2014,401,6.1564,," 2,469.78 "
HARD CODE VALUES,," 2,089 ",09-Sep-14,"2,670","2,490"," 2,630 ",,18/07/2014,401,6.1568,," 2,469.94 "
HARD CODE VALUES,," 2,088 ",10-Sep-14,"2,670","2,475"," 2,633 ",,21/07/2014,402,6.1547,," 2,474.53 "
HARD CODE VALUES,," 2,087 ",11-Sep-14,"2,670","2,475"," 2,634 ",,22/07/2014,403,6.1544,," 2,481.61 "
HARD CODE VALUES,," 2,086 ",12-Sep-14,"2,700","2,525"," 2,642 ",,23/07/2014,404,6.1572,," 2,485.29 "
HARD CODE VALUES,," 2,083 ",15-Sep-14,"2,694","2,525"," 2,642 ",,24/07/2014,404,6.1579,," 2,485.56 "
HARD CODE VALUES,," 2,082 ",16-Sep-14,"2,694","2,545"," 2,660 ",,25/07/2014,402,6.1597,," 2,479.05 "
HARD CODE VALUES,," 2,081 ",17-Sep-14,"2,694","2,560"," 2,638 ",,28/07/2014,403,6.1622,," 2,484.63 "
HARD CODE VALUES,," 2,080 ",18-Sep-14,"2,748","2,600"," 2,712 ",,29/07/2014,403,6.1615,," 2,484.36 "
HARD CODE VALUES,," 2,079 ",19-Sep-14,"2,795","2,625"," 2,757 ",,30/07/2014,403,6.1645,," 2,487.33 "
HARD CODE VALUES,," 2,076 ",22-Sep-14,"2,795","2,625"," 2,769 ",,31/07/2014,405,6.1675,," 2,495.70 "
HARD CODE VALUES,," 2,075 ",23-Sep-14,"2,795","2,625"," 2,768 ",,01/08/2014,405,6.1681,," 2,497.74 "
HARD CODE VALUES,," 2,074 ",24-Sep-14,"2,829","2,625"," 2,768 ",,04/08/2014,406,6.1661,," 2,502.37 "
HARD CODE VALUES,," 2,073 ",25-Sep-14,"2,829","2,675"," 2,769 ",,05/08/2014,405,6.1655,," 2,498.53 "
HARD CODE VALUES,," 2,072 ",26-Sep-14,"2,833","2,725"," 2,831 ",,06/08/2014,405,6.1681,," 2,499.55 "
HARD CODE VALUES,," 2,069 ",29-Sep-14,"2,833","2,725"," 2,861 ",,07/08/2014,407,6.167,," 2,509.94 "
HARD CODE VALUES,," 2,068 ",30-Sep-14,"2,897","2,725"," 2,861 ",,08/08/2014,405,6.1562,," 2,494.92 "
HARD CODE VALUES,," 2,060 ",08-Oct-14,"2,897","2,725"," 2,859 ",,11/08/2014,405,6.1522,," 2,493.36 "
HARD CODE VALUES,," 2,059 ",09-Oct-14,"2,897","2,725"," 2,858 ",,12/08/2014,406,6.1517,," 2,500.36 "
HARD CODE VALUES,," 2,058 ",10-Oct-14,"2,897","2,725"," 2,858 ",,13/08/2014,408,6.1533,," 2,511.79 "
HARD CODE VALUES,," 2,055 ",13-Oct-14,"2,842","2,725"," 2,853 ",,14/08/2014,408,6.1545,," 2,512.26 "
HARD CODE VALUES,," 2,054 ",14-Oct-14,"2,842","2,725"," 2,837 ",,15/08/2014,408,6.1538,," 2,511.98 "
HARD CODE VALUES,," 2,053 ",15-Oct-14,"2,853","2,725"," 2,839 ",,18/08/2014,409,6.1528,," 2,518.79 "
HARD CODE VALUES,," 2,052 ",16-Oct-14,"2,853","2,725"," 2,837 ",,19/08/2014,409,6.1548,," 2,519.57 "
HARD CODE VALUES,," 2,051 ",17-Oct-14,"2,853","2,725"," 2,845 ",,20/08/2014,409,6.158,," 2,520.83 "
HARD CODE VALUES,," 2,048 ",20-Oct-14,"2,853","2,725"," 2,824 ",,21/08/2014,411,6.1632,," 2,530.09 "
HARD CODE VALUES,," 2,047 ",21-Oct-14,"2,853","2,725"," 2,823 ",,22/08/2014,412,6.1617,," 2,536.71 "
HARD CODE VALUES,," 2,046 ",22-Oct-14,"2,853","2,725"," 2,824 ",,25/08/2014,414,6.1653,," 2,552.56 "
HARD CODE VALUES,," 2,045 ",23-Oct-14,"2,853","2,725"," 2,825 ",,26/08/2014,416,6.1663,," 2,563.78 "
HARD CODE VALUES,," 2,044 ",24-Oct-14,"2,853","2,725"," 2,826 ",,27/08/2014,416,6.1658,," 2,563.58 "
HARD CODE VALUES,," 2,041 ",27-Oct-14,"2,809","2,740"," 2,825 ",,28/08/2014,417,6.1638,," 2,569.99 "
HARD CODE VALUES,," 2,040 ",28-Oct-14,"2,781","2,740"," 2,824 ",,29/08/2014,419,6.1647,," 2,584.77 "
HARD CODE VALUES,," 2,039 ",29-Oct-14,"2,781","2,740"," 2,823 ",,01/09/2014,420,6.168,," 2,593.32 "
HARD CODE VALUES,," 2,038 ",30-Oct-14,"2,781","2,740"," 2,807 ",,02/09/2014,423,6.1684,," 2,607.92 "
HARD CODE VALUES,," 2,037 ",31-Oct-14,"2,774","2,740"," 2,800 ",,03/09/2014,422,6.1697,," 2,604.84 "
HARD CODE VALUES,," 2,034 ",03-Nov-14,"2,741","2,740"," 2,803 ",,04/09/2014,422,6.1666,," 2,603.58 "
HARD CODE VALUES,," 2,033 ",04-Nov-14,"2,741","2,740"," 2,804 ",,05/09/2014,427,6.1707,," 2,637.73 "
HARD CODE VALUES,," 2,032 ",05-Nov-14,"2,741","2,740"," 2,802 ",,09/09/2014,428,6.152,," 2,630.04 "
HARD CODE VALUES,," 2,031 ",06-Nov-14,"2,741","2,740"," 2,805 ",,10/09/2014,429,6.1425,," 2,633.32 "
HARD CODE VALUES,," 2,030 ",07-Nov-14,"2,741","2,740"," 2,792 ",,11/09/2014,429,6.1453,," 2,634.48 "
HARD CODE VALUES,," 2,027 ",10-Nov-14,"2,750","2,740"," 2,782 ",,12/09/2014,430,6.1468,," 2,642.29 "
HARD CODE VALUES,," 2,026 ",11-Nov-14,"2,750","2,740"," 2,784 ",,15/09/2014,430,6.1452,," 2,641.62 "
HARD CODE VALUES,," 2,025 ",12-Nov-14,"2,750","2,740"," 2,784 ",,16/09/2014,433,6.1462,," 2,660.02 "
HARD CODE VALUES,," 2,024 ",13-Nov-14,"2,763","2,740"," 2,784 ",,17/09/2014,429,6.145,," 2,637.95 "
HARD CODE VALUES,," 2,023 ",14-Nov-14,"2,763","2,740"," 2,783 ",,18/09/2014,441,6.149,," 2,711.54 "
HARD CODE VALUES,," 2,020 ",17-Nov-14,"2,763","2,740"," 2,784 ",,19/09/2014,449,6.1455,," 2,756.79 "
HARD CODE VALUES,," 2,019 ",18-Nov-14,"2,763","2,740"," 2,781 ",,22/09/2014,450,6.1485,," 2,768.88 "
HARD CODE VALUES,," 2,018 ",19-Nov-14,"2,762","2,740"," 2,779 ",,23/09/2014,450,6.147,," 2,768.23 "
HARD CODE VALUES,," 2,017 ",20-Nov-14,"2,762","2,740"," 2,780 ",,24/09/2014,450,6.1462,," 2,767.88 "
HARD CODE VALUES,," 2,016 ",21-Nov-14,"2,762","2,740"," 2,779 ",,25/09/2014,450,6.1497,," 2,769.40 "
HARD CODE VALUES,," 2,013 ",24-Nov-14,"2,762","2,740"," 2,780 ",,26/09/2014,460,6.1508,," 2,831.05 "
HARD CODE VALUES,," 2,012 ",25-Nov-14,"2,762","2,740"," 2,779 ",,29/09/2014,465,6.1539,," 2,861.22 "
HARD CODE VALUES,," 2,011 ",26-Nov-14,"2,762","2,740"," 2,774 ",,30/09/2014,465,6.1525,," 2,860.60 "
HARD CODE VALUES,," 2,010 ",27-Nov-14,"2,762","2,740"," 2,780 ",,08/10/2014,465,6.1493,," 2,859.16 "
HARD CODE VALUES,," 2,009 ",28-Nov-14,"2,762","2,740"," 2,781 ",,09/10/2014,465,6.1461,," 2,857.72 "
HARD CODE VALUES,," 2,006 ",01-Dec-14,"2,761","2,740"," 2,785 ",,10/10/2014,465,6.147,," 2,858.13 "
HARD CODE VALUES,," 2,005 ",02-Dec-14,"2,761","2,740"," 2,783 ",,13/10/2014,464,6.1446,," 2,853.46 "
HARD CODE VALUES,," 2,004 ",03-Dec-14,"2,797","2,740"," 2,775 ",,14/10/2014,462,6.1408,," 2,837.38 "
HARD CODE VALUES,," 2,003 ",04-Dec-14,"2,797","2,740"," 2,780 ",,15/10/2014,462,6.1455,," 2,839.48 "
HARD CODE VALUES,," 2,002 ",05-Dec-14,"2,785","2,740"," 2,778 ",,16/10/2014,462,6.1395,," 2,836.80 "
HARD CODE VALUES,," 1,999 ",08-Dec-14,"2,785","2,740"," 2,785 ",,17/10/2014,463,6.1407,," 2,844.52 "
HARD CODE VALUES,," 1,998 ",09-Dec-14,"2,785","2,740"," 2,772 ",,20/10/2014,460,6.1435,," 2,824.21 "
HARD CODE VALUES,," 1,997 ",10-Dec-14,"2,785","2,740"," 2,771 ",,21/10/2014,460,6.141,," 2,823.10 "
HARD CODE VALUES,," 1,996 ",11-Dec-14,"2,758","2,740"," 2,769 ",,22/10/2014,460,6.1437,," 2,824.30 "
HARD CODE VALUES,," 1,995 ",12-Dec-14,"2,758","2,725"," 2,767 ",,23/10/2014,460,6.1459,," 2,825.28 "
HARD CODE VALUES,," 1,992 ",15-Dec-14,"2,758","2,725"," 2,769 ",,24/10/2014,460,6.1467,," 2,825.63 "
HARD CODE VALUES,," 1,991 ",16-Dec-14,"2,734","2,725"," 2,770 ",,27/10/2014,460,6.1446,," 2,824.70 "
HARD CODE VALUES,," 1,990 ",17-Dec-14,"2,734","2,725"," 2,768 ",,28/10/2014,460,6.1421,," 2,823.59 "
HARD CODE VALUES,," 1,989 ",18-Dec-14,"2,734","2,725"," 2,771 ",,29/10/2014,460,6.1405,," 2,822.88 "
HARD CODE VALUES,," 1,988 ",19-Dec-14,"2,737","2,725"," 2,771 ",,30/10/2014,457,6.1457,," 2,807.21 "
HARD CODE VALUES,," 1,985 ",22-Dec-14,"2,729","2,725"," 2,782 ",,31/10/2014,456,6.1461,," 2,800.20 "
HARD CODE VALUES,," 1,984 ",23-Dec-14,"2,729","2,725"," 2,779 ",,03/11/2014,456,6.1525,," 2,803.01 "
HARD CODE VALUES,," 1,983 ",24-Dec-14,"2,729","2,715"," 2,773 ",,04/11/2014,456,6.1543,," 2,803.80 "
HARD CODE VALUES,," 1,982 ",25-Dec-14,"2,729","2,715"," 2,771 ",,05/11/2014,456,6.1503,," 2,802.04 "
HARD CODE VALUES,," 1,981 ",26-Dec-14,"2,729","2,715"," 2,770 ",,06/11/2014,456,6.1565,," 2,804.77 "
HARD CODE VALUES,," 1,978 ",29-Dec-14,"2,729","2,715"," 2,771 ",,07/11/2014,453,6.1602,," 2,791.98 "
HARD CODE VALUES,," 1,977 ",30-Dec-14,"2,729","2,715"," 2,772 ",,10/11/2014,453,6.1377,," 2,782.14 "
HARD CODE VALUES,," 1,976 ",31-Dec-14,"2,729","2,715"," 2,770 ",,11/11/2014,453,6.1413,," 2,783.72 "
HARD CODE VALUES,," 1,971 ",05-Jan-15,"2,727","2,710"," 2,769 ",,12/11/2014,453,6.1428,," 2,784.37 "
HARD CODE VALUES,," 1,970 ",06-Jan-15,"2,727","2,710"," 2,748 ",,13/11/2014,453,6.1418,," 2,783.94 "
HARD CODE VALUES,," 1,969 ",07-Jan-15,"2,727","2,710"," 2,742 ",,14/11/2014,453,6.1399,," 2,783.11 "
HARD CODE VALUES,," 1,968 ",08-Jan-15,"2,727","2,710"," 2,743 ",,17/11/2014,453,6.1409,," 2,783.54 "
HARD CODE VALUES,," 1,967 ",09-Jan-15,"2,717","2,700"," 2,736 ",,18/11/2014,453,6.143,," 2,780.87 "
HARD CODE VALUES,," 1,964 ",12-Jan-15,"2,692","2,700"," 2,729 ",,19/11/2014,453,6.1397,," 2,779.43 "
HARD CODE VALUES,," 1,963 ",13-Jan-15,"2,692","2,700"," 2,720 ",,20/11/2014,453,6.1417,," 2,780.30 "
HARD CODE VALUES,," 1,962 ",14-Jan-15,"2,692","2,700"," 2,717 ",,21/11/2014,453,6.1387,," 2,778.99 "
HARD CODE VALUES,," 1,961 ",15-Jan-15,"2,690","2,675"," 2,717 ",,24/11/2014,453,6.142,," 2,780.43 "
HARD CODE VALUES,," 1,960 ",16-Jan-15,"2,690","2,675"," 2,735 ",,25/11/2014,453,6.139,," 2,779.12 "
HARD CODE VALUES,," 1,957 ",19-Jan-15,"2,690","2,675"," 2,722 ",,26/11/2014,452,6.1354,," 2,773.96 "
HARD CODE VALUES,," 1,956 ",20-Jan-15,"2,690","2,675"," 2,715 ",,27/11/2014,453,6.132,," 2,779.65 "
HARD CODE VALUES,," 1,955 ",21-Jan-15,"2,690","2,675"," 2,716 ",,28/11/2014,453,6.1345,," 2,780.75 "
HARD CODE VALUES,," 1,954 ",22-Jan-15,"2,662","2,665"," 2,712 ",,01/12/2014,454,6.1369,," 2,785.38 "
HARD CODE VALUES,," 1,953 ",23-Jan-15,"2,662","2,665"," 2,720 ",,02/12/2014,454,6.1325,," 2,783.46 "
HARD CODE VALUES,," 1,950 ",26-Jan-15,"2,662","2,665"," 2,707 ",,03/12/2014,452,6.1376,," 2,774.92 "
HARD CODE VALUES,," 1,949 ",27-Jan-15,"2,662","2,665"," 2,699 ",,04/12/2014,453,6.1411,," 2,780.04 "
HARD CODE VALUES,," 1,948 ",28-Jan-15,"2,654","2,640"," 2,696 ",,05/12/2014,453,6.1373,," 2,778.38 "
HARD CODE VALUES,," 1,947 ",29-Jan-15,"2,654","2,640"," 2,698 ",,08/12/2014,454,6.1282,," 2,785.16 "
HARD CODE VALUES,," 1,946 ",30-Jan-15,"2,654","2,640"," 2,671 ",,09/12/2014,453,6.1231,," 2,772.18 "
HARD CODE VALUES,," 1,943 ",02-Feb-15,"2,623","2,640"," 2,660 ",,10/12/2014,453,6.1195,," 2,770.61 "
HARD CODE VALUES,," 1,942 ",03-Feb-15,"2,623","2,640"," 2,656 ",,11/12/2014,453,6.1153,," 2,768.78 "
HARD CODE VALUES,," 1,941 ",04-Feb-15,"2,640","2,585"," 2,647 ",,12/12/2014,452,6.1184,," 2,766.55 "
HARD CODE VALUES,," 1,940 ",05-Feb-15,"2,640","2,585"," 2,634 ",,15/12/2014,453,6.1152,," 2,768.73 "
HARD CODE VALUES,," 1,939 ",06-Feb-15,"2,640","2,585"," 2,641 ",,16/12/2014,453,6.1182,," 2,770.04 "
HARD CODE VALUES,," 1,936 ",09-Feb-15,"2,640","2,620"," 2,639 ",,17/12/2014,453,6.1137,," 2,768.08 "
HARD CODE VALUES,," 1,935 ",10-Feb-15,"2,618","2,605"," 2,639 ",,18/12/2014,453,6.1195,," 2,770.61 "
HARD CODE VALUES,," 1,934 ",11-Feb-15,"2,620","2,595"," 2,625 ",,19/12/2014,453,6.1205,," 2,771.05 "
HARD CODE VALUES,," 1,933 ",12-Feb-15,"2,620","2,595"," 2,640 ",,22/12/2014,454,6.122,," 2,782.45 "
HARD CODE VALUES,," 1,932 ",13-Feb-15,"2,620","2,595"," 2,638 ",,23/12/2014,454,6.123,," 2,779.30 "
HARD CODE VALUES,," 1,929 ",16-Feb-15,"2,620","2,595"," 2,623 ",,24/12/2014,453,6.1247,," 2,772.88 "
HARD CODE VALUES,," 1,928 ",17-Feb-15,"2,620","2,595"," 2,626 ",,25/12/2014,453,6.1213,," 2,771.40 "
HARD CODE VALUES,," 1,920 ",25-Feb-15,"2,620","2,595"," 2,606 ",,26/12/2014,453,6.1186,," 2,770.22 "
HARD CODE VALUES,," 1,919 ",26-Feb-15,"2,620","2,595"," 2,592 ",,29/12/2014,453,6.1205,," 2,771.05 "
HARD CODE VALUES,," 1,918 ",27-Feb-15,"2,602","2,560"," 2,589 ",,30/12/2014,453,6.1224,," 2,771.88 "
HARD CODE VALUES,," 1,915 ",02-Mar-15,"2,610","2,565"," 2,590 ",,31/12/2014,453,6.119,," 2,770.39 "
HARD CODE VALUES,," 1,914 ",03-Mar-15,"2,610","2,565"," 2,591 ",,05/01/2015,452,6.1248,," 2,769.34 "
HARD CODE VALUES,," 1,913 ",04-Mar-15,"2,609","2,560"," 2,591 ",,06/01/2015,449,6.1256,," 2,748.19 "
HARD CODE VALUES,," 1,912 ",05-Mar-15,"2,609","2,560"," 2,598 ",,07/01/2015,447,6.1269,," 2,741.58 "
HARD CODE VALUES,," 1,911 ",06-Mar-15,"2,609","2,560"," 2,613 ",,08/01/2015,447,6.1302,," 2,743.01 "
HARD CODE VALUES,," 1,908 ",09-Mar-15,"2,603","2,600"," 2,614 ",,09/01/2015,446,6.1296,," 2,735.57 "
HARD CODE VALUES,," 1,907 ",10-Mar-15,"2,603","2,600"," 2,629 ",,12/01/2015,446,6.1233,," 2,729.28 "
HARD CODE VALUES,," 1,906 ",11-Mar-15,"2,603","2,585"," 2,622 ",,13/01/2015,445,6.1195,," 2,720.49 "
HARD CODE VALUES,," 1,905 ",12-Mar-15,"2,603","2,585"," 2,623 ",,14/01/2015,444,6.1205,," 2,717.34 "
HARD CODE VALUES,," 1,904 ",13-Mar-15,"2,618","2,585"," 2,622 ",,15/01/2015,444,6.1193,," 2,716.83 "
HARD CODE VALUES,," 1,901 ",16-Mar-15,"2,618","2,575"," 2,623 ",,16/01/2015,447,6.1188,," 2,734.51 "
HARD CODE VALUES,," 1,900 ",17-Mar-15,"2,605","2,570"," 2,626 ",,19/01/2015,445,6.123,," 2,721.99 "
HARD CODE VALUES,," 1,899 ",18-Mar-15,"2,605","2,570"," 2,624 ",,20/01/2015,443,6.1226,," 2,714.66 "
HARD CODE VALUES,," 1,898 ",19-Mar-15,"2,605","2,565"," 2,620 ",,21/01/2015,443,6.1268,," 2,716.45 "
HARD CODE VALUES,," 1,897 ",20-Mar-15,"2,606","2,560"," 2,632 ",,22/01/2015,443,6.1247,," 2,711.97 "
