Province,County,Inventory,GeologicalEndowment,AI203,AS,Include Inventory in Allocations Further Processed?,Include in Endowment in Further Processing? (Provinces only),Comment by row,deep bauxite,de-rating factor Al2O3,de-rating factor AS,cbx,Comment
Guangxi,Laibin,7520.00000000000000000000,7520.00000000000000000000,0.50780000000000000000,3.58000000000000000000,NO,Y1,"deliberately no allocation - ""gibbsite"" resource",0,,,,
Guangxi,Lingyun,0.00000000000000000000,8020.00000000000000000000,0.51540000000000000000,1.68000000000000000000,NO,Y1,deliberately no allocation,0,,,,
Guangxi,Long'an,0.00000000000000000000,14968.10000000000000000000,0.46800000000000000000,2.97000000000000000000,Yes,N1,,0,0.95241513348986800000,0.92579746341524500000,,
Guangxi,Longzhou,51192.00000000000000000000,51592.00000000000000000000,0.50000000000000000000,5.00000000000000000000,Yes,Y1,could be more discoveries in future,0,0.95000000000000000000,1.00000000000000000000,,
Guangxi,Mashan,84390.00000000000000000000,295250.00000000000000000000,0.42860000000000000000,2.01000000000000000000,NO,Y1,deliberately no allocation,0,,,,
Guangxi,Napo,69970.00000000000000000000,150910.00000000000000000000,0.56080000000000000000,6.54000000000000000000,Yes,Y1,,0,0.95000000000000000000,1.00000000000000000000,,
Guangxi,Ningming,0.00000000000000000000,77860.00000000000000000000,0.50700000000000000000,3.29000000000000000000,Yes,N1,deliberately no allocation,0,0.95241513348986800000,0.92579746341524500000,,
Guangxi,Pingguo,362009.26000000000000000000,1470592.72200000000000000000,0.60120263515057000000,7.27002445461903000000,Yes,Y1,,0,0.94610227092478000000,1.14436472942021000000,,
Guangxi,Pingxiang,0.00000000000000000000,20150.00000000000000000000,0.41100000000000000000,3.32000000000000000000,Yes,N1,deliberate no allocation,0,0.95241513348986800000,0.92579746341524500000,,
Guangxi,Shanglin,136740.00000000000000000000,423780.00000000000000000000,0.44796511627907000000,3.48642533936652000000,Yes,Y1,deliberately no allocation poor bauxite,0,0.92250486696950000000,0.75263335496430900000,,
Guangxi,Tiandong,16327.85000000000000000000,214257.46000000000000000000,0.51383656856606100000,5.42518762875052000000,Yes,Y1,,0,0.97618587443044500000,1.10963904144021000000,,
Guangxi,Tianyang,121130.00000000000000000000,707740.00000000000000000000,0.53943226285808600000,5.68539832929039000000,Yes,Y1,,0,0.91589587970056800000,1.13259665328887000000,,
Guangxi,Tian'e,580.00000000000000000000,46230.00000000000000000000,0.49480000000000000000,4.92000000000000000000,Yes,Y1,deliberately no allocation,0,0.95000000000000000000,0.80000000000000000000,,
Guangxi,Tianlin,1080.00000000000000000000,30450.00000000000000000000,0.49478148148148100000,7.55361066235864000000,Yes,Y1,deliberately no allocation,0,0.90817869467254500000,0.52954807691279500000,,
Guangxi,Yizhou,30.00000000000000000000,53240.00000000000000000000,0.52600000000000000000,2.78000000000000000000,NO,Y1,deliberately no allocation,0,,,,
Guangxi,Yongning,1000.00000000000000000000,12670.00000000000000000000,0.54920000000000000000,9.86000000000000000000,Yes,Y1,deliberately no allocation,0,0.95000000000000000000,0.80000000000000000000,,
Guangxi,,1540372.11000000000000000000,5670295.70200000000000000000,0.51081144550195700000,5.66808895596406000000,NO,Y1,,0,,,,
Guizhou,Daozhen,182982.15000000000000000000,290274.95000000000000000000,0.58252531417650500000,3.85403455540768000000,Yes,Y1,very mountainous ! � difficult to build,0,1.04658112731436000000,1.57964333543865000000,,
Guizhou,Fuquan,7220.00000000000000000000,7220.00000000000000000000,0.66580000000000000000,6.00000000000000000000,Yes,Y1,,0,0.90000000000000000000,0.75000000000000000000,,
Guizhou,Guiyang,9512.00000000000000000000,9512.00000000000000000000,0.66353759461732500000,6.74243314714007000000,Yes,Y1,10% to refractory,0,0.89999987445824000000,0.80000117656801400000,,
Guizhou,Huangping,14915.20000000000000000000,15283.60000000000000000000,0.65621723743639600000,8.44573969726915000000,Yes,Y1,could be mostly mined out,0,0.93412663525074500000,0.60385474603829400000,,
Guizhou,Kaili,58277.30000000000000000000,78860.20000000000000000000,0.63335885714285700000,6.64906034697723000000,Yes,Y1,,0,0.95000000000000000000,0.80000000000000000000,,
Guizhou,Kaiyang,7769.20000000000000000000,7758.20000000000000000000,0.68710893212808300000,7.62692529625213000000,Yes,Y1,,0,0.90587025509389600000,0.80521800452790700000,,
Guizhou,Jinsha,21958.80000000000000000000,23145.90000000000000000000,0.62240000000000000000,3.69000000000000000000,Yes,Y1,,0,0.90000000000000000000,0.80000000000000000000,,
Guizhou,Longli,396.00000000000000000000,10396.00000000000000000000,0.68756818181818200000,5.00000000000000000000,Yes,Y1,,0,0.82900869335272500000,0.80000000000000000000,,
Guizhou,Qingzhen,315509.30000000000000000000,328766.60000000000000000000,0.67458073412373800000,8.34763181733312000000,Yes,Y1,20% to refractory,0,0.87508967269356500000,0.62833990978295900000,,
Guizhou,Tongzi,0.00000000000000000000,0.00000000000000000000,0.60000000000000000000,5.00000000000000000000,Yes,N1,,0,0.91037334505627400000,0.83724337199271400000,,
Guizhou,Weng'an,5803.80000000000000000000,14337.30000000000000000000,0.60410000000000000000,7.00000000000000000000,Yes,Y1,,0,0.95000000000000000000,0.80000000000000000000,,
Guizhou,Wuchuan,101900.00000000000000000000,120000.00000000000000000000,0.67000000000000000000,6.53000000000000000000,Yes,Y1,have one mine in. operation - but no refinery,0,0.90000000000000000000,0.85758039816232800000,,
Guizhou,Xifeng,1859.00000000000000000000,1859.00000000000000000000,0.62410000000000000000,4.40000000000000000000,Yes,Y1,20% to refractory,0,0.95000000000000000000,0.80000000000000000000,,
Guizhou,Xiuwen,87444.20000000000000000000,90137.20000000000000000000,0.63819291396424400000,5.73876689256602000000,Yes,Y1,20% refractory,0,0.96342213263720800000,0.78873148263505500000,,
Guizhou,Zheng'an,112871.80000000000000000000,192512.10000000000000000000,0.61583846153846200000,4.51314372899427000000,Yes,Y1,,0,0.86386290111043100000,1.06086538824619000000,,
Guizhou,Zhijin,14936.10000000000000000000,15671.76666666670000000000,0.65780000000000000000,8.06000000000000000000,Yes,Y1,,0,0.90000000000000000000,0.75000000000000000000,,
Guizhou,Zunyi,95808.04000000000000000000,104034.04000000000000000000,0.67071601477558000000,6.38834651220645000000,Yes,Y1,10% to refractory,0,0.79801222898920500000,0.77165951048402600000,,
Guizhou,,1039162.89000000000000000000,1309768.85666667000000000000,0.62587850276061100000,5.95712566474907000000,NO,Y1,,0,,,,
Hainan,Wenchang,21906.00000000000000000000,21906.00000000000000000000,0.44400000000000000000,6.30000000000000000000,NO,Y1,deliberately unallocated - space launch station in Wenchang !,0,,,,
Hainan,,21906.00000000000000000000,21906.00000000000000000000,0.44400000000000000000,6.30000000000000000000,NO,Y1,deliberately unallocated - space launch station in Wenchang !,0,,,,
Hebei,Fengfeng,0.00000000000000000000,3346.00000000000000000000,0.59764833973078200000,5.00000000000000000000,Yes,N1,deliberately unallocated,0,0.94780268827768900000,0.80000000000000000000,,
Hebei,Jingxing,694.00000000000000000000,42878.00000000000000000000,0.60190000000000000000,5.00000000000000000000,Yes,Y1,deliberately unallocated,0,0.97984478467939900000,0.80000000000000000000,,
Hebei,Tangshan,23869.00000000000000000000,23869.00000000000000000000,0.61119583141313000000,5.00000000000000000000,Yes,Y1,deliberately unallocated,0,0.91356328015366800000,0.80000000000000000000,,
Hebei,Wu'an,323.34000000000000000000,323.34000000000000000000,0.57700000000000000000,5.00000000000000000000,Yes,Y1,deliberately unallocated,0,0.95000000000000000000,0.80000000000000000000,,
Hebei,,24886.34000000000000000000,70416.34000000000000000000,0.61049230541734900000,5.00000000000000000000,NO,Y1,,0,,,,
Henan,Baofeng,23864.86000000000000000000,37835.16000000000000000000,0.61469940361146400000,4.95351592363197000000,Yes,Y1,,0,0.94841745258282700000,0.82080447730915500000,,
Henan,Dengfeng,76438.20000000000000000000,142674.20000000000000000000,0.64908371165243300000,5.76881572151072000000,Yes,Y1,10% for refractory,0,0.96290647054658500000,0.90814398621757200000,,
Henan,Gongyi,180433.00000000000000000000,246607.00000000000000000000,0.65493231833333300000,5.01539296696013000000,Yes,Y1,10% refractory,0,0.93871514065110600000,0.80017327082465600000,,
Henan,Hubin,2791.20000000000000000000,3777.00000000000000000000,0.69700000000000000000,11.85000000000000000000,Yes,Y1,,0,0.81779053084648500000,0.33755274261603400000,,
Henan,Jiaxian,4900.00000000000000000000,4900.00000000000000000000,0.60000000000000000000,4.00000000000000000000,Yes,Y1,,0,0.95000000000000000000,0.95000000000000000000,,
Henan,Jiyuan,6335.40000000000000000000,6335.40000000000000000000,0.60000000000000000000,4.00000000000000000000,Yes,Y1,,0,0.95000000000000000000,0.90000000000000000000,,
Henan,Lushan,7828.70000000000000000000,58220.00000000000000000000,0.66621397122551600000,5.54118706654100000000,Yes,Y1,,0,0.95552306735406600000,0.89980682182362400000,,
Henan,Mianchi,150034.80000000000000000000,504491.20000000000000000000,0.67248606010584500000,6.64649411389392000000,Yes,Y1,10% refractory,0,0.94919369446936000000,0.91518944668169900000,,
Henan,Pingdingshan,4490.00000000000000000000,4490.00000000000000000000,0.66400000000000000000,5.40000000000000000000,Yes,Y1,2017 update,0,0.95000000000000000000,0.85000000000000000000,,
Henan,Qinyang,10330.00000000000000000000,10330.00000000000000000000,0.60000000000000000000,4.00000000000000000000,Yes,Y1,,0,0.95000000000000000000,0.85000000000000000000,,
Henan,Ruyang,0.00000000000000000000,45.00000000000000000000,0.60000000000000000000,4.00000000000000000000,Yes,N1,,0,0.94171957627342900000,0.81893834068915000000,,
Henan,Ruzhou,6196.00000000000000000000,7457.30000000000000000000,0.63207650866569200000,6.15576885709102000000,Yes,Y1,,0,0.95480641196239600000,0.79648241631016700000,,
Henan,Sanmenxia,14398.00000000000000000000,14398.00000000000000000000,0.64680000000000000000,5.70000000000000000000,Yes,Y1,,0,0.95000000000000000000,0.80000000000000000000,,
Henan,Shaan,81672.60000000000000000000,81672.60000000000000000000,0.64822239611556600000,7.31636832525998000000,Yes,Y1,,0,0.96521769350504300000,0.79937424011842000000,,
Henan,Xin'an,158774.70000000000000000000,427184.80000000000000000000,0.64183806362096700000,5.51784000203274000000,Yes,Y1,,0,0.94320581090488400000,0.78270653883816400000,,
Henan,Xingyang,22116.00000000000000000000,28088.40000000000000000000,0.66720000000000000000,4.00000000000000000000,Yes,Y1,,0,0.95000000000000000000,0.85000000000000000000,,
Henan,Xinmi,42951.00000000000000000000,71445.00000000000000000000,0.67817992646302600000,7.12226496307418000000,Yes,Y1,20% refractory,0,0.94534618973222900000,0.75640633524389000000,,
Henan,Yanshi,58336.65217391300000000000,126387.65217391300000000000,0.66571330296230100000,5.77555141475873000000,Yes,Y1,,0,0.94873307349001200000,0.86449196370048800000,,
Henan,Yichuan,755.00000000000000000000,755.00000000000000000000,0.60000000000000000000,4.00000000000000000000,Yes,Y1,,0,0.95000000000000000000,1.00000000000000000000,,
Henan,Yiyang,2256.00000000000000000000,2256.00000000000000000000,0.60340000000000000000,5.40000000000000000000,NO,Y1,mined out ??,0,,,,
Henan,Yuzhou,26059.00000000000000000000,58659.00000000000000000000,0.66321895640686900000,6.15908300435756000000,Yes,Y1,10% for refracroriy,0,0.91281641315016100000,0.67869623340998400000,,
Henan,,880961.11217391300000000000,1838008.71217391000000000000,0.65082103491409900000,5.71670404598576000000,NO,Y1,,0,,,,
Hubei,Yicheng,44425.40000000000000000000,44425.40000000000000000000,0.67300000000000000000,5.25000000000000000000,Yes,Y1,,0,0.90851188250030900000,0.80000000000000000000,,
Hubei,,44425.40000000000000000000,44425.40000000000000000000,0.67300000000000000000,5.25000000000000000000,NO,Y1,,0,,,,
Hunan,Chenxi,4815.00000000000000000000,4815.00000000000000000000,0.62190000000000000000,5.00000000000000000000,Yes,Y1,,0,0.95000000000000000000,0.85000000000000000000,,
Hunan,,4815.00000000000000000000,4815.00000000000000000000,0.62190000000000000000,5.00000000000000000000,NO,Y1,,0,,,,
Inner Mongolia,Qingshuihe,0.00000000000000000000,8000.00000000000000000000,0.55000000000000000000,5.00000000000000000000,NO,Y1,dliberate no allocation - believe A/S is overstated,0,,,,
Inner Mongolia,,0.00000000000000000000,8000.00000000000000000000,0.55000000000000000000,5.00000000000000000000,NO,Y1,dliberate no allocation - believe A/S is overstated,0,,,,
Jiangxi,,0.00000000000000000000,8000.00000000000000000000,0.45000000000000000000,3.00000000000000000000,NO,Y1,dliberate no allocation,0,,,,
Liaoning,,0.00000000000000000000,8000.00000000000000000000,0.45000000000000000000,3.00000000000000000000,NO,Y1,dliberate no allocation,0,,,,
Shandong,Tai'an,3615.00000000000000000000,3615.00000000000000000000,0.55000000000000000000,4.00000000000000000000,Yes,Y1,mined out,0,0.95000000000000000000,0.85000000000000000000,,
Shandong,Zhangqiu,6045.00000000000000000000,6045.00000000000000000000,0.55000000000000000000,4.00000000000000000000,Yes,Y1,mined out,0,0.95000000000000000000,0.85000000000000000000,,
Shandong,Zouwu,0.00000000000000000000,149730.00000000000000000000,0.55000000000000000000,2.40000000000000000000,Yes,Y1,low quality,0,0.94861710755315600000,0.86890232531407400000,,
Shandong,Zibo,48286.00000000000000000000,48286.00000000000000000000,0.55129230211655600000,3.78646152889645000000,Yes,Y1,mined out,0,0.94585132265946800000,0.90670697594222200000,,
Shandong,,57946.00000000000000000000,207676.00000000000000000000,0.55107686639284900000,3.81292954002158000000,NO,Y1,mined out,0,,,,
Shaanxi,Chencheng,341.00000000000000000000,484.00000000000000000000,0.49560000000000000000,5.00000000000000000000,Yes,Y1,� not traded any more,0,0.95000000000000000000,0.85000000000000000000,,
Shaanxi,Pucheng,5500.00000000000000000000,5500.00000000000000000000,0.54000000000000000000,2.40000000000000000000,NO,N1,2017 update,0,,,,
Shaanxi,Fugu,33646.00000000000000000000,33646.00000000000000000000,0.49560000000000000000,5.00000000000000000000,Yes,Y1,2017 update,0,0.95000000000000000000,0.85000000000000000000,,
Shaanxi,Hancheng,220.00000000000000000000,220.00000000000000000000,0.55000000000000000000,5.00000000000000000000,NO,N1,2017 update,0,,,,
Shaanxi,Tongchuan,943.00000000000000000000,943.00000000000000000000,0.55000000000000000000,5.00000000000000000000,Yes,Y1,� not traded any more,0,0.95000000000000000000,0.85000000000000000000,,
Shaanxi,Xixiang,151.00000000000000000000,151.00000000000000000000,0.55000000000000000000,5.00000000000000000000,NO,N1,2017 update,0,,,,
Shaanxi,Zhenba,461.00000000000000000000,461.00000000000000000000,0.55000000000000000000,5.00000000000000000000,NO,N1,2017 update,0,,,,
Shaanxi,,41262.00000000000000000000,41405.00000000000000000000,0.55000000000000000000,5.00000000000000000000,NO,Y1,� not traded any more,0,,,,
Shanxi,Baode,130827.00000000000000000000,271677.80000000000000000000,0.59176427266542800000,8.40134453410090000000,Yes,Y1,,0,0.95107459480609000000,0.81000000000000000000,,
Shanxi,Fangshan,0.00000000000000000000,10000.00000000000000000000,0.68030000000000000000,8.72000000000000000000,Yes,N1,,0,0.94888208829064200000,0.80000000000000000000,,
Shanxi,Fenxi,5509.80000000000000000000,24298.90000000000000000000,0.62969879124469100000,4.29707411218562000000,Yes,Y1,,0,0.95000000000000000000,0.79000000000000000000,,
Shanxi,Fenyang,8674.20000000000000000000,16567.40000000000000000000,0.64580000000000000000,6.13295346628680000000,Yes,Y1,,0,0.95000000000000000000,0.79000000000000000000,,
Shanxi,Gujiao,0.00000000000000000000,117529.00000000000000000000,0.55000000000000000000,5.00000000000000000000,Yes,N1,2017 update,0,0.94888208829064200000,0.80000000000000000000,,
Shanxi,Gu,7350.00000000000000000000,9918.00000000000000000000,0.60000000000000000000,4.80000000000000000000,Yes,Y1,,0,0.95000000000000000000,0.74000000000000000000,,
Shanxi,Hequ,0.00000000000000000000,4245.00000000000000000000,0.55000000000000000000,5.00000000000000000000,Yes,N1,2017 update,0,0.94888208829064200000,0.80000000000000000000,,
Shanxi,Heshun,3888.60000000000000000000,3888.60000000000000000000,0.60000000000000000000,4.80000000000000000000,Yes,Y1,10% to refractory,0,0.95000000000000000000,0.79000000000000000000,,
Shanxi,Huairen,5886.00000000000000000000,14564.50000000000000000000,0.55950000000000000000,3.78000000000000000000,Yes,Y1,10% to refractory,0,0.95000000000000000000,0.79000000000000000000,,
Shanxi,Huozhou,20810.00000000000000000000,20810.00000000000000000000,0.57500000000000000000,3.15000000000000000000,Yes,Y1,delliberately not allocated,0,0.95000000000000000000,0.79000000000000000000,,
Shanxi,Jiaokou,144749.74000000000000000000,731765.34000000000000000000,0.64870022509027100000,5.73345420612463000000,Yes,Y1,x,0,0.94668602967413400000,0.76000000000000000000,,
Shanxi,Jiexiu,4323.00000000000000000000,4323.00000000000000000000,0.65240000000000000000,7.05000000000000000000,Yes,Y1,,0,0.94797078232246900000,0.61000000000000000000,,
Shanxi,Jingle,0.00000000000000000000,20429.90000000000000000000,0.55000000000000000000,5.00000000000000000000,Yes,N1,2017 update,0,0.94888208829064200000,0.80000000000000000000,,
Shanxi,Jincheng,2926.00000000000000000000,24860.00000000000000000000,0.65020000000000000000,4.82000000000000000000,Yes,Y1,,0,0.87665333743463500000,1.18000000000000000000,,
Shanxi,Lin,53325.50000000000000000000,53325.50000000000000000000,0.63070000000000000000,6.73000000000000000000,Yes,Y1,10% refractory,0,0.95050829320492200000,0.65000000000000000000,,
Shanxi,Lingshi,51706.10000000000000000000,65936.70000000000000000000,0.63735280344815000000,4.47886768497423000000,Yes,Y1,x,0,0.94281433677891400000,0.77000000000000000000,,
Shanxi,Liulin,40156.00000000000000000000,414642.00000000000000000000,0.66108443919970000000,6.78319112194514000000,Yes,Y1,10% refractory,0,0.94805501370554100000,0.84000000000000000000,,
Shanxi,Lvliang,17026.30000000000000000000,44163.30000000000000000000,0.55000000000000000000,5.00000000000000000000,NO,N1,not allocated - in metro city 2017 update,0,,0.00000000000000000000,,
Shanxi,Loufan,58418.00000000000000000000,74198.90000000000000000000,0.62052642336266200000,7.04112671038007000000,Yes,Y1,,0,0.99495261308387100000,0.84000000000000000000,,
Shanxi,Yingze,0.00000000000000000000,12474.80000000000000000000,0.55000000000000000000,5.00000000000000000000,Yes,N1,2017 update,0,0.94888208829064200000,0.80000000000000000000,,
Shanxi,Yu,63872.00000000000000000000,63872.00000000000000000000,0.58880544186625700000,4.06572943098454000000,Yes,Y1,30% refractory,0,0.95000000000000000000,0.79000000000000000000,,
Shanxi,Ningwu,37071.40000000000000000000,80547.80000000000000000000,0.58399035851507900000,5.03594796402366000000,Yes,Y1,10% for refractory,0,0.95001942499556600000,0.79000000000000000000,,
Shanxi,Pinglu,123712.73000000000000000000,131359.73000000000000000000,0.62642819296166000000,5.15448013413666000000,Yes,Y1,10% for refractory,0,0.94409577176179100000,0.83000000000000000000,,
Shanxi,Qinyuan,35793.70000000000000000000,120021.10000000000000000000,0.59644569244339900000,4.14214372272661000000,Yes,Y1,,0,0.95000000000000000000,0.93000000000000000000,,
Shanxi,Shenchi,3727.40000000000000000000,6378.20000000000000000000,0.62021294192420800000,6.80296130154068000000,Yes,Y1,,0,0.94766120082939100000,0.79000000000000000000,,
Shanxi,Shuozhou,4586.00000000000000000000,7323.80000000000000000000,0.60830000000000000000,6.48000000000000000000,Yes,Y1,,0,0.95000000000000000000,0.79000000000000000000,,
Shanxi,Wutai,77794.80000000000000000000,80955.80000000000000000000,0.62320000000000000000,4.32777777777778000000,Yes,Y1,,18304,0.93735568915158000000,0.85000000000000000000,,
Shanxi,Wuxiang,8244.10000000000000000000,14574.60000000000000000000,0.50000000000000000000,5.00000000000000000000,Yes,Y1,"bx under coal, strip ratio 23; 2017 update",0,0.95000000000000000000,0.79000000000000000000,,
Shanxi,Xia,6303.60000000000000000000,6303.60000000000000000000,0.64326334158258800000,4.02352590224161000000,Yes,Y1,10% for refractory,0,0.95000000000000000000,0.88000000000000000000,,
Shanxi,Xiangyuan,9470.00000000000000000000,48487.80000000000000000000,0.50000000000000000000,5.00000000000000000000,Yes,Y1,2017 update,0,0.95000000000000000000,0.88000000000000000000,,
Shanxi,Xiaoyi,295000.50000000000000000000,331002.70000000000000000000,0.64509659860030200000,5.28741798094421000000,Yes,Y1,15% refractory,4865,0.95893165219888600000,0.80000000000000000000,,
Shanxi,Xing,126902.80000000000000000000,424954.20000000000000000000,0.61937502546898100000,8.47194474688492000000,Yes,Y1,,0,0.96909920229160200000,0.66000000000000000000,,
Shanxi,Xiyang,19152.00000000000000000000,27352.00000000000000000000,0.62200000000000000000,4.23000000000000000000,Yes,Y1,20% refractory,0,0.95000000000000000000,0.79000000000000000000,,
Shanxi,Yuanping,40978.10000000000000000000,64243.20000000000000000000,0.57877680140108200000,4.52113859521919000000,Yes,Y1,,1172,0.95382827208589400000,0.80000000000000000000,,
Shanxi,Yangquan,111240.80000000000000000000,166705.40000000000000000000,0.61566069211232400000,5.31673144572920000000,Yes,Y1,20% refractory - mostly mined out,0,0.98295064525274900000,0.75000000000000000000,,
Shanxi,Yuanqu,0.00000000000000000000,20000.00000000000000000000,0.60000000000000000000,4.80000000000000000000,Yes,N1,10% for refractory,0,0.94888208829064200000,0.80000000000000000000,,
Shanxi,Zhongyang,7335.00000000000000000000,27695.00000000000000000000,0.68330000000000000000,8.24000000000000000000,Yes,Y1,,0,0.91380578914122500000,0.58000000000000000000,,
Shanxi,Zuoquan,0.00000000000000000000,66764.90000000000000000000,0.50000000000000000000,5.00000000000000000000,Yes,Y1,2017 update,0,0.94888208829064200000,0.80000000000000000000,,
Shanxi,,1526761.17000000000000000000,3628160.47000000000000000000,0.62432479885344600000,5.38645851810699000000,NO,Y1,,0,,,,
Sichuan,Guangyuan,0.00000000000000000000,37466.00000000000000000000,0.55000000000000000000,5.00000000000000000000,Yes,N1,,0,0.95000000000000000000,0.85000000000000000000,,
Sichuan,Lushan,14520.00000000000000000000,87360.00000000000000000000,0.55000000000000000000,5.00000000000000000000,Yes,Y1,dellibertely not allocated,0,0.95000000000000000000,0.85000000000000000000,,
Sichuan,Miyi,1160.00000000000000000000,6160.00000000000000000000,0.60000000000000000000,5.00000000000000000000,NO,N1,2017 update,0,,,,
Sichuan,Tianquan,4540.00000000000000000000,4540.00000000000000000000,0.59000000000000000000,3.47000000000000000000,Yes,Y1,dellibertely not allocated,0,0.95000000000000000000,0.85000000000000000000,,
Sichuan,,20220.00000000000000000000,135526.00000000000000000000,0.55000000000000000000,5.00000000000000000000,NO,Y1,,0,,,,
Xinjiang,,553.20000000000000000000,553.20000000000000000000,0.45000000000000000000,3.00000000000000000000,NO,Y1,dellibertely not allocated,0,,,,
Yunnan,Annin,5539.00000000000000000000,5539.00000000000000000000,0.59448990792561800000,5.88266118663395000000,Yes,Y1,dellibertely not allocated,0,0.95000000000000000000,0.80000000000000000000,,
Yunnan,Chengong,969.00000000000000000000,969.00000000000000000000,0.53890000000000000000,5.58000000000000000000,Yes,Y1,dellibertely not allocated,0,0.95000000000000000000,0.80000000000000000000,,
Yunnan,Fumin,3344.00000000000000000000,3344.00000000000000000000,0.56414790669856500000,5.32460489722742000000,Yes,Y1,dellibertely not allocated,0,0.95000000000000000000,0.80000000000000000000,,
Yunnan,Guangnan,8023.00000000000000000000,10137.00000000000000000000,0.53250000000000000000,7.29000000000000000000,Yes,Y1,dellibertely not allocated,0,0.95000000000000000000,0.80000000000000000000,,
Yunnan,Gudu,3654.00000000000000000000,3654.00000000000000000000,0.58000000000000000000,3.90000000000000000000,Yes,Y1,dellibertely not allocated,0,0.95000000000000000000,0.80000000000000000000,,
Yunnan,Heqing,239.00000000000000000000,239.00000000000000000000,0.51420000000000000000,5.22000000000000000000,Yes,Y1,dellibertely not allocated,0,0.95000000000000000000,0.80000000000000000000,,
Yunnan,Hongta,147.00000000000000000000,147.00000000000000000000,0.60490000000000000000,4.50000000000000000000,Yes,Y1,dellibertely not allocated,0,0.95000000000000000000,0.80000000000000000000,,
Yunnan,Jinnin,259.00000000000000000000,259.00000000000000000000,0.52420000000000000000,3.09000000000000000000,Yes,Y1,dellibertely not allocated,0,0.95000000000000000000,0.80000000000000000000,,
Yunnan,Ludian,0.00000000000000000000,20100.00000000000000000000,0.52420000000000000000,3.09000000000000000000,Yes,Y1,,0,0.94572918033799300000,0.81053130847649100000,,
Yunnan,Malipo,1686.90000000000000000000,3464.30000000000000000000,0.56630000000000000000,6.07000000000000000000,Yes,Y1,,0,0.87566475662891000000,0.83902059915239500000,,
Yunnan,Songming,1141.00000000000000000000,1141.00000000000000000000,0.57870000000000000000,4.95000000000000000000,Yes,Y1,dellibertely not allocated,0,0.95000000000000000000,0.80000000000000000000,,
Yunnan,Wenshan,78143.30000000000000000000,82951.30000000000000000000,0.51989109114252800000,6.73910181707089000000,Yes,Y1,,0,0.95202631557367700000,0.80200178983396000000,,
Yunnan,Xichou,34214.20000000000000000000,34214.20000000000000000000,0.57261646832237600000,6.68299616384867000000,Yes,Y1,,0,0.96251745252932100000,0.90641592968452000000,,
