updated,Refiney No.,Refiney Name,Refiney Prov,Bx Prov category,Bx origin Prov,Bx Origin Cty,Owner,Bauxite,Self Supply,column 1,column 2,column 3,column 4,column 5,Allocation
,15,Chalco Zunyi,Henan,Guizhou,H-B,Chalco,Chalco,Domestic,19,,,,,,0.0
,15,Chalco Zunyi,Shanxi,Guizhou,H-B,Chalco,Chalco,Domestic,19,,,,,,0.0
,15,Chalco Zunyi,Other,Guizhou,H-B,Chalco,Chalco,Domestic,19,,,,,,0.0
,16,Xian,Guangxi,Guizhou,H-B,Zengshi Group,Other,Domestic,20,,,,,,0.0
,16,Xian,Guizhou,Guizhou,H-B,Zengshi Group,Other,Domestic,20,,,,,,1895.7789291899999
,16,Xian,Henan,Guizhou,H-B,Zengshi Group,Other,Domestic,20,,,,,,0.0
,16,Xian,Shanxi,Guizhou,H-B,Zengshi Group,Other,Domestic,20,,,,,,0.0
,16,Xian,Other,Guizhou,H-B,Zengshi Group,Other,Domestic,20,,,,,,0.0
,17,Huafei,Guangxi,Guizhou,H-B,Shanghai Huafei Investment Co.Ltd,Other,Domestic,21,,,,,,0.0
,17,Huafei,Guizhou,Guizhou,H-B,Shanghai Huafei Investment Co.Ltd,Other,Domestic,21,,,,,,7338.088607000001
,17,Huafei,Henan,Guizhou,H-B,Shanghai Huafei Investment Co.Ltd,Other,Domestic,21,,,,,,0.0
,17,Huafei,Shanxi,Guizhou,H-B,Shanghai Huafei Investment Co.Ltd,Other,Domestic,21,,,,,,0.0
,17,Huafei,Other,Guizhou,H-B,Shanghai Huafei Investment Co.Ltd,Other,Domestic,21,,,,,,0.0
,18,Qingzhen Guanglv,Guangxi,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,22,,,,,,0.0
,18,Qingzhen Guanglv,Guizhou,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,22,,,,,,28255.434793710003
,18,Qingzhen Guanglv,Henan,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,22,,,,,,0.0
,18,Qingzhen Guanglv,Shanxi,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,22,,,,,,0.0
,18,Qingzhen Guanglv,Other,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,22,,,,,,0.0
,19.1,Qizheng Chemical,Guangxi,Guizhou,H-B,Qiya,Qiya,Domestic,23,,,,,,0.0
,19.1,Qizheng Chemical,Guizhou,Guizhou,H-B,Qiya,Qiya,Domestic,23,,,,,,36101.169930000004
,19.1,Qizheng Chemical,Henan,Guizhou,H-B,Qiya,Qiya,Domestic,23,,,,,,0.0
,19.1,Qizheng Chemical,Shanxi,Guizhou,H-B,Qiya,Qiya,Domestic,23,,,,,,0.0
,19.1,Qizheng Chemical,Other,Guizhou,H-B,Qiya,Qiya,Domestic,23,,,,,,0.0
,19.2,Qizheng Chemical Added LT,Guangxi,Guizhou,L-B,Qiya,Qiya,Imported,24,,,,,,0.0
,19.2,Qizheng Chemical Added LT,Guizhou,Guizhou,L-B,Qiya,Qiya,Imported,24,,,,,,0.0
,19.2,Qizheng Chemical Added LT,Henan,Guizhou,L-B,Qiya,Qiya,Imported,24,,,,,,0.0
,19.2,Qizheng Chemical Added LT,Shanxi,Guizhou,L-B,Qiya,Qiya,Imported,24,,,,,,0.0
,19.2,Qizheng Chemical Added LT,Other,Guizhou,L-B,Qiya,Qiya,Imported,24,,,,,,0.0
,20,SPIC - Wuchuan,Guangxi,Guizhou,H-B,SPIC,SPIC,Domestic,25,,,,,,0.0
,20,SPIC - Wuchuan,Guizhou,Guizhou,H-B,SPIC,SPIC,Domestic,25,,,,,,125360.77071400001
,20,SPIC - Wuchuan,Henan,Guizhou,H-B,SPIC,SPIC,Domestic,25,,,,,,0.0
,20,SPIC - Wuchuan,Shanxi,Guizhou,H-B,SPIC,SPIC,Domestic,25,,,,,,0.0
,20,SPIC - Wuchuan,Other,Guizhou,H-B,SPIC,SPIC,Domestic,25,,,,,,0.0
,21,Kaisheng,Guangxi,Guizhou,H-B,Private,Other,Domestic,26,,,,,,0.0
,21,Kaisheng,Guizhou,Guizhou,H-B,Private,Other,Domestic,26,,,,,,1242.2388088
,21,Kaisheng,Henan,Guizhou,H-B,Private,Other,Domestic,26,,,,,,0.0
,21,Kaisheng,Shanxi,Guizhou,H-B,Private,Other,Domestic,26,,,,,,0.0
,21,Kaisheng,Other,Guizhou,H-B,Private,Other,Domestic,26,,,,,,0.0
,22,Huajin,Guangxi,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,27,,,,,,0.0
,22,Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,27,,,,,,70574.30704047
,22,Huajin,Henan,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,27,,,,,,0.0
,22,Huajin,Shanxi,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,27,,,,,,0.0
,22,Huajin,Other,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,27,,,,,,0.0
,23.1,Chalco Zhengzhou domestic,Guangxi,Henan,H-B,Chalco,Chalco,Domestic,28,,,,,,0.0
,23.1,Chalco Zhengzhou domestic,Guizhou,Henan,H-B,Chalco,Chalco,Domestic,28,,,,,,0.0
,23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,28,,,,,,79094.33839289998
,23.1,Chalco Zhengzhou domestic,Shanxi,Henan,H-B,Chalco,Chalco,Domestic,28,,,,,,0.0
,23.1,Chalco Zhengzhou domestic,Other,Henan,H-B,Chalco,Chalco,Domestic,28,,,,,,0.0
,23.2,Chalco Zhengzhou import,Guangxi,Henan,L-B,Chalco,Chalco,Imported,29,,,,,,0.0
,23.2,Chalco Zhengzhou import,Guizhou,Henan,L-B,Chalco,Chalco,Imported,29,,,,,,0.0
,23.2,Chalco Zhengzhou import,Henan,Henan,L-B,Chalco,Chalco,Imported,29,,,,,,0.0
,23.2,Chalco Zhengzhou import,Shanxi,Henan,L-B,Chalco,Chalco,Imported,29,,,,,,0.0
,23.2,Chalco Zhengzhou import,Other,Henan,L-B,Chalco,Chalco,Imported,29,,,,,,0.0
,24.1,Chalco Zhongzhou Dom. Sinter,Guangxi,Henan,Sinter,Chalco,Chalco,Domestic,30,,,,,,0.0
,24.1,Chalco Zhongzhou Dom. Sinter,Guizhou,Henan,Sinter,Chalco,Chalco,Domestic,30,,,,,,0.0
,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,30,,,,,,25378.396715300005
,24.1,Chalco Zhongzhou Dom. Sinter,Shanxi,Henan,Sinter,Chalco,Chalco,Domestic,30,,,,,,0.0
,24.1,Chalco Zhongzhou Dom. Sinter,Other,Henan,Sinter,Chalco,Chalco,Domestic,30,,,,,,0.0
,24.2,Chalco Zhongzhou Dom. Bayer,Guangxi,Henan,H-B-ODT-Sweet,Chalco,Chalco,Domestic,31,,,,,,0.0
,24.2,Chalco Zhongzhou Dom. Bayer,Guizhou,Henan,H-B-ODT-Sweet,Chalco,Chalco,Domestic,31,,,,,,0.0
,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,H-B-ODT-Sweet,Chalco,Chalco,Domestic,31,,,,,,35899.67402333
,24.2,Chalco Zhongzhou Dom. Bayer,Shanxi,Henan,H-B-ODT-Sweet,Chalco,Chalco,Domestic,31,,,,,,0.0
,24.2,Chalco Zhongzhou Dom. Bayer,Other,Henan,H-B-ODT-Sweet,Chalco,Chalco,Domestic,31,,,,,,0.0
,24.3,Chalco Zhongzhou LT Amt,Guangxi,Henan,L-B,Chalco,Chalco,Imported,32,,,,,,0.0
,24.3,Chalco Zhongzhou LT Amt,Guizhou,Henan,L-B,Chalco,Chalco,Imported,32,,,,,,0.0
,24.3,Chalco Zhongzhou LT Amt,Henan,Henan,L-B,Chalco,Chalco,Imported,32,,,,,,0.0
,24.3,Chalco Zhongzhou LT Amt,Shanxi,Henan,L-B,Chalco,Chalco,Imported,32,,,,,,0.0
,24.3,Chalco Zhongzhou LT Amt,Other,Henan,L-B,Chalco,Chalco,Imported,32,,,,,,0.0
,25.1,Kaiman,Guangxi,Henan,"H-B, ODT, Sweetening",Jinjiang,Jinjiang,Domestic,33,,,,,,0.0
,25.1,Kaiman,Guizhou,Henan,"H-B, ODT, Sweetening",Jinjiang,Jinjiang,Domestic,33,,,,,,0.0
,25.1,Kaiman,Henan,Henan,"H-B, ODT, Sweetening",Jinjiang,Jinjiang,Domestic,33,,,,,,60566.8217042
,25.1,Kaiman,Shanxi,Henan,"H-B, ODT, Sweetening",Jinjiang,Jinjiang,Domestic,33,,,,,,0.0
,25.1,Kaiman,Other,Henan,"H-B, ODT, Sweetening",Jinjiang,Jinjiang,Domestic,33,,,,,,0.0
,25.2,Kaiman Import,Guangxi,Henan,L-B,Jinjiang,Jinjiang,Imported,34,,,,,,0.0
,25.2,Kaiman Import,Guizhou,Henan,L-B,Jinjiang,Jinjiang,Imported,34,,,,,,0.0
,25.2,Kaiman Import,Henan,Henan,L-B,Jinjiang,Jinjiang,Imported,34,,,,,,0.0
,25.2,Kaiman Import,Shanxi,Henan,L-B,Jinjiang,Jinjiang,Imported,34,,,,,,0.0
,25.2,Kaiman Import,Other,Henan,L-B,Jinjiang,Jinjiang,Imported,34,,,,,,0.0
,26.1,East Hope Mianchi,Guangxi,Henan,"H-B, ODT",East Hope,East Hope,Domestic,35,,,,,,0.0
,26.1,East Hope Mianchi,Guizhou,Henan,"H-B, ODT",East Hope,East Hope,Domestic,35,,,,,,0.0
,26.1,East Hope Mianchi,Henan,Henan,"H-B, ODT",East Hope,East Hope,Domestic,35,,,,,,75171.50721560001
,26.1,East Hope Mianchi,Shanxi,Henan,"H-B, ODT",East Hope,East Hope,Domestic,35,,,,,,0.0
,26.1,East Hope Mianchi,Other,Henan,"H-B, ODT",East Hope,East Hope,Domestic,35,,,,,,0.0
,26.2,East Hope Mianchi Added LT,Guangxi,Henan,L-B,East Hope,East Hope,Imported,36,,,,,,0.0
,26.2,East Hope Mianchi Added LT,Guizhou,Henan,L-B,East Hope,East Hope,Imported,36,,,,,,0.0
,26.2,East Hope Mianchi Added LT,Henan,Henan,L-B,East Hope,East Hope,Imported,36,,,,,,0.0
,26.2,East Hope Mianchi Added LT,Shanxi,Henan,L-B,East Hope,East Hope,Imported,36,,,,,,0.0
,26.2,East Hope Mianchi Added LT,Other,Henan,L-B,East Hope,East Hope,Imported,36,,,,,,0.0
,27,Huiyuan Lushan,Guangxi,Henan,"H-B, ODT","Shenhuo, Huiyuan",Shenhuo,Domestic,37,,,,,,0.0
,27,Huiyuan Lushan,Guizhou,Henan,"H-B, ODT","Shenhuo, Huiyuan",Shenhuo,Domestic,37,,,,,,0.0
,27,Huiyuan Lushan,Henan,Henan,"H-B, ODT","Shenhuo, Huiyuan",Shenhuo,Domestic,37,,,,,,9485.171169899999
,27,Huiyuan Lushan,Shanxi,Henan,"H-B, ODT","Shenhuo, Huiyuan",Shenhuo,Domestic,37,,,,,,0.0
,27,Huiyuan Lushan,Other,Henan,"H-B, ODT","Shenhuo, Huiyuan",Shenhuo,Domestic,37,,,,,,0.0
,28,Jingxin,Guangxi,Henan,H-B,Private,Other,Domestic,38,,,,,,0.0
,28,Jingxin,Guizhou,Henan,H-B,Private,Other,Domestic,38,,,,,,0.0
,28,Jingxin,Henan,Henan,H-B,Private,Other,Domestic,38,,,,,,5534.958665
,28,Jingxin,Shanxi,Henan,H-B,Private,Other,Domestic,38,,,,,,0.0
,28,Jingxin,Other,Henan,H-B,Private,Other,Domestic,38,,,,,,0.0
,29,Shenhuo,Guangxi,Henan,Sintering,Shenhuo,Shenhuo,Domestic,39,,,,,,0.0
,29,Shenhuo,Guizhou,Henan,Sintering,Shenhuo,Shenhuo,Domestic,39,,,,,,0.0
,29,Shenhuo,Henan,Henan,Sintering,Shenhuo,Shenhuo,Domestic,39,,,,,,1322.6524616
,29,Shenhuo,Shanxi,Henan,Sintering,Shenhuo,Shenhuo,Domestic,39,,,,,,0.0
,29,Shenhuo,Other,Henan,Sintering,Shenhuo,Shenhuo,Domestic,39,,,,,,0.0
,30.1,Wanji,Guangxi,Henan,H-B,Wanji Holdings,Other,Domestic,40,,,,,,0.0
,30.1,Wanji,Guizhou,Henan,H-B,Wanji Holdings,Other,Domestic,40,,,,,,0.0
,30.1,Wanji,Henan,Henan,H-B,Wanji Holdings,Other,Domestic,40,,,,,,53155.638641800004
,30.1,Wanji,Shanxi,Henan,H-B,Wanji Holdings,Other,Domestic,40,,,,,,0.0
,30.1,Wanji,Other,Henan,H-B,Wanji Holdings,Other,Domestic,40,,,,,,0.0
,30.2,Wanji import,Guangxi,Henan,L-B,Wanji Holdings,Other,Imported,41,,,,,,0.0
,30.2,Wanji import,Guizhou,Henan,L-B,Wanji Holdings,Other,Imported,41,,,,,,0.0
,30.2,Wanji import,Henan,Henan,L-B,Wanji Holdings,Other,Imported,41,,,,,,0.0
,30.2,Wanji import,Shanxi,Henan,L-B,Wanji Holdings,Other,Imported,41,,,,,,0.0
,30.2,Wanji import,Other,Henan,L-B,Wanji Holdings,Other,Imported,41,,,,,,0.0
,31,Weilai,Guangxi,Henan,H-B,Private,Other,Domestic,42,,,,,,0.0
,31,Weilai,Guizhou,Henan,H-B,Private,Other,Domestic,42,,,,,,0.0
,31,Weilai,Henan,Henan,H-B,Private,Other,Domestic,42,,,,,,0.0
,31,Weilai,Shanxi,Henan,H-B,Private,Other,Domestic,42,,,,,,3067.263019
,31,Weilai,Other,Henan,H-B,Private,Other,Domestic,42,,,,,,0.0
,32,Yifeng Gongyi (Yulian Xinya),Guangxi,Henan,H-B,Private,Other,Domestic,43,,,,,,0.0
,32,Yifeng Gongyi (Yulian Xinya),Guizhou,Henan,H-B,Private,Other,Domestic,43,,,,,,0.0
,32,Yifeng Gongyi (Yulian Xinya),Henan,Henan,H-B,Private,Other,Domestic,43,,,,,,7409.33584
,32,Yifeng Gongyi (Yulian Xinya),Shanxi,Henan,H-B,Private,Other,Domestic,43,,,,,,0.0
,32,Yifeng Gongyi (Yulian Xinya),Other,Henan,H-B,Private,Other,Domestic,43,,,,,,0.0
,33,Yima Yixiang,Guangxi,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,44,,,,,,0.0
,33,Yima Yixiang,Guizhou,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,44,,,,,,0.0
,33,Yima Yixiang,Henan,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,44,,,,,,12962.873554900001
,33,Yima Yixiang,Shanxi,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,44,,,,,,0.0
,33,Yima Yixiang,Other,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,44,,,,,,0.0
,34,Zhongmei,Guangxi,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,45,,,,,,0.0
,34,Zhongmei,Guizhou,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,45,,,,,,0.0
,34,Zhongmei,Henan,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,45,,,,,,30955.7807446
,34,Zhongmei,Shanxi,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,45,,,,,,0.0
,34,Zhongmei,Other,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,45,,,,,,0.0
,35,Shaoxing,Guangxi,Henan,H-B,Private,Other,Domestic,46,,,,,,0.0
,35,Shaoxing,Guizhou,Henan,H-B,Private,Other,Domestic,46,,,,,,0.0
,35,Shaoxing,Henan,Henan,H-B,Private,Other,Domestic,46,,,,,,128.979386
,35,Shaoxing,Shanxi,Henan,H-B,Private,Other,Domestic,46,,,,,,0.0
,35,Shaoxing,Other,Henan,H-B,Private,Other,Domestic,46,,,,,,0.0
,36,Zhongchao,Guangxi,Henan,H-B,Private,Other,Domestic,47,,,,,,0.0
,36,Zhongchao,Guizhou,Henan,H-B,Private,Other,Domestic,47,,,,,,0.0
,36,Zhongchao,Henan,Henan,H-B,Private,Other,Domestic,47,,,,,,553.2425848
,36,Zhongchao,Shanxi,Henan,H-B,Private,Other,Domestic,47,,,,,,0.0
,36,Zhongchao,Other,Henan,H-B,Private,Other,Domestic,47,,,,,,0.0
,37,Jialu Xianfeng,Guangxi,Hubei,H-B,Private,Other,Domestic,48,,,,,,0.0
,37,Jialu Xianfeng,Guizhou,Hubei,H-B,Private,Other,Domestic,48,,,,,,0.0
,37,Jialu Xianfeng,Henan,Hubei,H-B,Private,Other,Domestic,48,,,,,,0.0
,37,Jialu Xianfeng,Shanxi,Hubei,H-B,Private,Other,Domestic,48,,,,,,0.0
,37,Jialu Xianfeng,Other,Hubei,H-B,Private,Other,Domestic,48,,,,,,5023.569792
,38,Jinshi,Guangxi,Hubei,H-B,Private,Other,Domestic,49,,,,,,0.0
,38,Jinshi,Guizhou,Hubei,H-B,Private,Other,Domestic,49,,,,,,0.0
,38,Jinshi,Henan,Hubei,H-B,Private,Other,Domestic,49,,,,,,0.0
,38,Jinshi,Shanxi,Hubei,H-B,Private,Other,Domestic,49,,,,,,0.0
,38,Jinshi,Other,Hubei,H-B,Private,Other,Domestic,49,,,,,,5182.384878
,39,Huixiang,Guangxi,Hunan,H-B,Private,Other,Domestic,50,,,,,,0.0
,39,Huixiang,Guizhou,Hunan,H-B,Private,Other,Domestic,50,,,,,,0.0
,39,Huixiang,Henan,Hunan,H-B,Private,Other,Domestic,50,,,,,,0.0
,39,Huixiang,Shanxi,Hunan,H-B,Private,Other,Domestic,50,,,,,,0.0
,39,Huixiang,Other,Hunan,H-B,Private,Other,Domestic,50,,,,,,1141.947091
,40.1,Xinwang L-B,Guangxi,Inner Mongolia,L-B,BXG,Other,Imported,51,,,,,,0.0
,40.1,Xinwang L-B,Guizhou,Inner Mongolia,L-B,BXG,Other,Imported,51,,,,,,0.0
,40.1,Xinwang L-B,Henan,Inner Mongolia,L-B,BXG,Other,Imported,51,,,,,,0.0
