updated,Refiney No.,Refiney Name,Refiney Prov,Bx Prov category,Bx origin Prov,Bx Origin Cty,Owner,Bauxite,Self Supply,column 1,column 2,column 3,column 4,column 5,Allocation
updated,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Xinmi,,,0.8,,,,,,10743.93332
updated,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Yanshi,,,0.8,,,,,,24733.15477
updated,23.1,Chalco Zhengzhou domestic,Henan,Henan,Henan,Yuzhou,,,0.8,,,,,,2865.325976
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Baofeng,,,0.5,,,,,,426.1999836
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Dengfeng,,,0.3,,,,,,1580.85626
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Gongyi,,,0.85,,,,,,10691.77633
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Jiaxian,,,0.8,,,,,,181.1031132
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Jiyuan,,,1,,,,,,418.3681278
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Lushan,,,0.8,,,,,,303.1667553
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Mianchi,,,0.8,,,,,,2955.184746
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Qinyang,,,1,,,,,,586.2719692
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Ruzhou,,,0.5,,,,,,84.7473328
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Sanmenxia,,,0.8,,,,,,371.9936516
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Shaan,,,0.8,,,,,,1156.237023
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Xin'an,,,0.85,,,,,,3728.156225
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Xingyang,,,1,,,,,,863.2008928
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Xinmi,,,0.8,,,,,,594.837654
updated,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Henan,Yanshi,,,0.8,,,,,,1436.296651
updated,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,Henan,Baofeng,,,0.5,,,,,,753.1229884
updated,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,Henan,Dengfeng,,,0.3,,,,,,1862.316966
updated,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,Henan,Gongyi,,,0.85,,,,,,15708.19003
updated,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,Henan,Jiaxian,,,0.8,,,,,,269.0031059
updated,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,Henan,Jiyuan,,,1,,,,,,985.7114555
updated,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,Henan,Lushan,,,0.8,,,,,,446.4294179
updated,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,Henan,Mianchi,,,0.8,,,,,,1740.667646
updated,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,Henan,Qinyang,,,1,,,,,,1711.620055
updated,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,Henan,Ruzhou,,,0.5,,,,,,99.83601908
updated,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,Henan,Sanmenxia,,,0.8,,,,,,95.26621555
updated,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,Henan,Shaan,,,0.8,,,,,,1717.426857
updated,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,Henan,Xingyang,,,1,,,,,,1016.887942
updated,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,Henan,Xinmi,,,0.8,,,,,,2725.117317
updated,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,Henan,Yanshi,,,0.8,,,,,,6768.078008
updated,25.1,Kaiman,Henan,Henan,Henan,Hubin,,,1,,,49.48006235,,,1164.35708
updated,25.1,Kaiman,Henan,Henan,Henan,Mianchi,,,1,,,385.7787116,,,9078.084238
updated,25.1,Kaiman,Henan,Henan,Henan,Ruzhou,,,0,,,14.75089588,,,347.1157722
updated,25.1,Kaiman,Henan,Henan,Henan,Sanmenxia,,,1,,,168.9084207,,,3974.72651
updated,25.1,Kaiman,Henan,Henan,Henan,Shaan,,,1,,,1890.014541,,,44475.52624
updated,25.1,Kaiman,Henan,Henan,Henan,Xin'an,,,0,,,64.89129801,,,1527.011864
updated,26.1,East Hope Mianchi,Henan,Henan,Henan,Mianchi,,,0.7,,,,,,56481.55289
updated,26.1,East Hope Mianchi,Henan,Henan,Henan,Ruzhou,,,0,,,,,,359.9444796
updated,26.1,East Hope Mianchi,Henan,Henan,Henan,Sanmenxia,,,1,,,,,,2967.569628
updated,26.1,East Hope Mianchi,Henan,Henan,Henan,Xin'an,,,0,,,,,,12667.57745
updated,26.1,East Hope Mianchi,Henan,Henan,Henan,Xinmi,,,0,,,,,,2694.862768
updated,27,Huiyuan Lushan,Henan,Henan,Henan,Baofeng,,,0.5,,,,,,2667.13724
updated,27,Huiyuan Lushan,Henan,Henan,Henan,Jiaxian,,,0.2,,,,,,450.5177936
updated,27,Huiyuan Lushan,Henan,Henan,Henan,Jiyuan,,,0,,,,,,149.607194
updated,27,Huiyuan Lushan,Henan,Henan,Henan,Lushan,,,0,,,,,,1626.172905
updated,27,Huiyuan Lushan,Henan,Henan,Henan,Pingdingshan,,,0.8,,,,,,1897.51016
updated,27,Huiyuan Lushan,Henan,Henan,Henan,Ruzhou,,,0.8,,,,,,909.1617993
updated,27,Huiyuan Lushan,Henan,Henan,Henan,Yuzhou,,,0,,,,,,1785.064078
updated,28,Jingxin,Henan,Henan,Henan,Dengfeng,,,0,,,,,,2406.466252
updated,28,Jingxin,Henan,Henan,Henan,Gongyi,,,0.75,,,,,,3128.492413
updated,29,Shenhuo,Henan,Henan,Henan,Ruzhou,,,0.8,,,,,,335.2624069
updated,29,Shenhuo,Henan,Henan,Henan,Yuzhou,,,0,,,,,,987.3900547
updated,30.1,Wanji,Henan,Henan,Henan,Xin'an,,,1,,,,,,52849.6292
updated,30.1,Wanji,Henan,Henan,Henan,Yichuan,,,0.5,,,,,,306.0094418
updated,31,Weilai,Henan,Shanxi,Shanxi,Jiaokou,,,0,,,,,,1383.368197
updated,31,Weilai,Henan,Shanxi,Shanxi,Jincheng,,,0,,,,,,1683.894822
updated,32,Yifeng Gongyi (Yulian Xinya),Henan,Henan,Henan,Gongyi,,,0,,,,,,3264.273913
updated,32,Yifeng Gongyi (Yulian Xinya),Henan,Henan,Henan,Xin'an,,,0,,,,,,4145.061927
updated,33,Yima Yixiang,Henan,Henan,Henan,Mianchi,,,0.85,,,,,,10812.69533
updated,33,Yima Yixiang,Henan,Henan,Henan,Ruzhou,,,0,,,,,,344.5346129
updated,33,Yima Yixiang,Henan,Henan,Henan,Xinmi,,,0,,,,,,1805.643612
updated,34,Zhongmei,Henan,Henan,Henan,Baofeng,,,0,,,,,,1916.488353
updated,34,Zhongmei,Henan,Henan,Henan,Dengfeng,,,0.7,,,,,,23864.64405
updated,34,Zhongmei,Henan,Henan,Henan,Ruzhou,,,0,,,,,,381.0823146
updated,34,Zhongmei,Henan,Henan,Henan,Xinmi,,,0,,,,,,1426.559649
updated,34,Zhongmei,Henan,Henan,Henan,Yuzhou,,,0,,,,,,3367.006378
updated,35,Shaoxing,Henan,Henan,Henan,Mianchi,,,0.7,,,,,,128.979386
updated,36,Zhongchao,Henan,Henan,Henan,Xin'an,,,0,,,,,,553.2425848
updated,37,Jialu Xianfeng,Hubei,Other,Hubei,Yicheng,,,0.5,,,,,,5023.569792
updated,38,Jinshi,Hubei,Other,Hubei,Yicheng,,,1,,,,,,5182.384878
updated,39,Huixiang,Hunan,Other,Hunan,Chenxi,,,0.5,,,,,,1141.947091
updated,40.2,Xinwang H-B,Inner Mongolia,Shanxi,Shanxi,Huairen,,,0,,,,,,23.75859375
updated,40.2,Xinwang H-B,Inner Mongolia,Shanxi,Shanxi,Loufan,,,0,,,,,,1992.601469
updated,40.2,Xinwang H-B,Inner Mongolia,Shanxi,Shanxi,Ningwu,,,0,,,,,,656.4727083
updated,40.2,Xinwang H-B,Inner Mongolia,Shanxi,Shanxi,Shenchi,,,0,,,,,,130.459
updated,40.2,Xinwang H-B,Inner Mongolia,Shanxi,Shanxi,Shuozhou,,,0,,,,,,156.5689063
updated,40.2,Xinwang H-B,Inner Mongolia,Shanxi,Shanxi,Wutai,,,0,,,,,,1007.718379
updated,46.2,Chalco Shandong sinter,Shandong,Shanxi,Shanxi,Yangquan,,,1,,,,,,6273.95282
updated,54,Aokaida,Shanxi,Shanxi,Shanxi,Lin,,,0,,,,,,3024.222419
updated,54,Aokaida,Shanxi,Shanxi,Shanxi,Xing,,,1,,,,,,4441.598
updated,55,Chalco Lvliang (Xing),Shanxi,Shanxi,Shanxi,Xing,,,1,,,,,,23096.3096
updated,55,Chalco Lvliang (Xing),Shanxi,Shanxi,Shanxi,Yuanping,,,0.8,,,,,,4965.810975
updated,56.1,Chalco Shanxi,Shanxi,Shanxi,Shanxi,Gu,,,1,,,,,,2065.391116
updated,56.1,Chalco Shanxi,Shanxi,Shanxi,Shanxi,Jiaokou,,,0.8,,,,,,8667.362597
updated,56.1,Chalco Shanxi,Shanxi,Shanxi,Shanxi,Loufan,,,0.5,,,,,,5865.083176
updated,56.1,Chalco Shanxi,Shanxi,Shanxi,Shanxi,Ningwu,,,0,,,,,,1932.281541
updated,56.1,Chalco Shanxi,Shanxi,Shanxi,Shanxi,Pinglu,,,1,,,,,,7254.830712
updated,56.1,Chalco Shanxi,Shanxi,Shanxi,Shanxi,Qinyuan,,,1,,,,,,4197.78827
updated,56.1,Chalco Shanxi,Shanxi,Shanxi,Shanxi,Xia,,,1,,,,,,288.4599228
updated,56.1,Chalco Shanxi,Shanxi,Shanxi,Shanxi,Xiaoyi,,,1,,,,,,9821.763607
updated,56.1,Chalco Shanxi,Shanxi,Shanxi,Shanxi,Xing,,,1,,,,,,13727.20999
updated,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Huairen,,,0.9,,,,,,377.5372825
updated,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Loufan,,,0,,,,,,11175.36944
updated,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Ningwu,,,1,,,,,,6136.304019
updated,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Shenchi,,,0,,,,,,2316.956279
updated,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Shuozhou,,,0,,,,,,2780.669102
updated,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Wutai,,,0.8,,,,,,11303.4396
updated,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Xing,,,1,,,,,,39856.63913
updated,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Yuanping,,,1,,,,,,5802.169202
updated,58.1,Dongxu Tianyuan,Shanxi,Shanxi,Shanxi,Lin,,,0,,,,,,3325.718293
updated,58.1,Dongxu Tianyuan,Shanxi,Shanxi,Shanxi,Qinyuan,,,0.7,,,,,,6815.47573
updated,58.1,Dongxu Tianyuan,Shanxi,Shanxi,Shanxi,Xiaoyi,,,0,,,,,,7610.825094
updated,59.1,East Hope Lingshi,Shanxi,Shanxi,Shanxi,Jiaokou,,,0,,,,,,8413.277076
updated,59.1,East Hope Lingshi,Shanxi,Shanxi,Shanxi,Lingshi,,,1,,,,,,15796.21355
updated,59.1,East Hope Lingshi,Shanxi,Shanxi,Shanxi,Wuxiang,,,0.5,,,,,,1699.315113
updated,59.1,East Hope Lingshi,Shanxi,Shanxi,Shanxi,Xiangyuan,,,0.5,,,,,,4152.989583
updated,60,Huaqing,Shanxi,Shanxi,Shanxi,Lin,,,0,,,,,,999.6977527
updated,60,Huaqing,Shanxi,Shanxi,Shanxi,Xiaoyi,,,0.5,,,,,,6618.231975
updated,61,Qiangjin Alumimium,Shanxi,Shanxi,Shanxi,Fenxi,,,1,,,,,,2012.224875
updated,61,Qiangjin Alumimium,Shanxi,Shanxi,Shanxi,Jiaokou,,,1,,,,,,3365.31083
updated,61,Qiangjin Alumimium,Shanxi,Shanxi,Shanxi,Xiaoyi,,,0,,,,,,4449.123738
updated,62,Senze,Shanxi,Shanxi,Shanxi,Jiaokou,,,1,,,,,,3360.314763
updated,62,Senze,Shanxi,Shanxi,Shanxi,Liulin,,,1,,,,,,25260.72272
updated,63,Taixing,Shanxi,Shanxi,Shanxi,Lin,,,0,,,,,,1250.70064
updated,63,Taixing,Shanxi,Shanxi,Shanxi,Xiaoyi,,,0.5,,,,,,4415.962427
updated,64,Wusheng,Shanxi,Shanxi,Shanxi,Pinglu,,,0,,,,,,8102.279462
updated,64,Wusheng,Shanxi,Shanxi,Shanxi,Xia,,,0,,,,,,273.8320922
updated,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Fenyang,,,0,,,,,,1505.254635
updated,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Heshun,,,0,,,,,,112.8278392
updated,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Jiaokou,,,0,,,,,,37542.24147
updated,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Jiexiu,,,0,,,,,,699.6103068
updated,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Lin,,,0,,,,,,3748.57526
updated,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Loufan,,,0,,,,,,3951.781601
updated,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Wutai,,,0,,,,,,999.2672928
updated,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Xiaoyi,,,0,,,,,,5514.764745
updated,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Zhongyang,,,0,,,,,,1272.860062
updated,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Fenyang,,,0,,,,,,1517.985
updated,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Heshun,,,0,,,,,,113.7820563
updated,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Jiexiu,,,0,,,,,,705.5271094
updated,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Lin,,,0,,,,,,3906.287291
updated,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Lingshi,,,1,,,,,,3949.053388
updated,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Loufan,,,0,,,,,,3985.202937
updated,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Yu,,,0,,,,,,439.12
updated,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Xiaoyi,,,0,,,,,,16684.21402
updated,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Xiyang,,,0,,,,,,560.994
updated,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Yangquan,,,0,,,,,,2238.489348
updated,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Zhongyang,,,0,,,,,,1283.625
updated,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Fenyang,,,0,,,,,,3012.529395
updated,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Heshun,,,0,,,,,,112.9035495
updated,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Jiexiu,,,0,,,,,,1400.159525
updated,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Lin,,,0,,,,,,6251.817743
updated,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Loufan,,,0,,,,,,9886.083356
updated,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Yu,,,0,,,,,,435.7295718
updated,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Ningwu,,,0,,,,,,1954.212325
updated,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Pinglu,,,0,,,,,,5754.643721
updated,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Wutai,,,0,,,,,,3999.751302
updated,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Xiaoyi,,,0,,,,,,16555.39586
updated,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Xiyang,,,0,,,,,,556.6625874
updated,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Yangquan,,,0,,,,,,2221.20606
updated,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Zhongyang,,,0,,,,,,2547.428364
updated,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Heshun,,,0.5,,,,,,657.3525671
updated,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Yu,,,1,,,,,,2114.105018
updated,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Pinglu,,,0,,,,,,12843.5711
updated,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Wutai,,,0,,,,,,1940.628969
updated,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Wuxiang,,,0.5,,,,,,1090.827293
updated,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Xia,,,0,,,,,,377.4549106
updated,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Xiyang,,,1,,,,,,1080.342713
updated,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Yuanping,,,0,,,,,,1195.373235
updated,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Yangquan,,,1,,,,,,4310.804849
updated,69,Gangyuan Jiaohua,Shanxi,Henan,Henan,Xin'an,,,0,,,,,,441.650021
updated,70.1,Xinghua (Chalco Jiaokou),Shanxi,Shanxi,Shanxi,Jiaokou,,,0.9,,,965.6984744,,,16826.55415
updated,70.1,Xinghua (Chalco Jiaokou),Shanxi,Shanxi,Shanxi,Xiaoyi,,,1,,,446.8470457,,,7785.966542
updated,71,Tiantong,Shanxi,Shanxi,Shanxi,Jiaokou,,,0.9,,,,,,841.3277076
updated,72,Fusheng,Shanxi,Shanxi,Shanxi,Pinglu,,,0.2,,,,,,14498.55205
updated,72,Fusheng,Shanxi,Shanxi,Shanxi,Xia,,,0.2,,,,,,686.0089687
updated,73,YMG - Wenshan,Yunnan,Other,Yunnan,Malipo,,,1,,,,,,600.7824063
updated,73,YMG - Wenshan,Yunnan,Other,Yunnan,Wenshan,,,1,,,,,,27749.01143
updated,73,YMG - Wenshan,Yunnan,Other,Yunnan,Xichou,,,1,,,,,,21512.17825
updated,,,,Other,,,,,,,,,,,
updated,,,,Other,,,,,,,,,,,
updated,,,,Other,,,,,,,,,,,
updated,,,,Other,,,,,,,,,,,
updated,,,,Other,,,,,,,,,,,
updated,,,,Other,,,,,,,,,,,
updated,,,,Other,,,,,,,,,,,
updated,,,,Other,,,,,,,,,,,
updated,,,,Other,,,,,,,,,,,
updated,,,,Other,,,,,,,,,,,
updated,,,,Other,,,,,,,,,,,
