Metro LT,Australia,Margin inc. Sustaining Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro LT,Australia,Margin at Full Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro LT,Australia,Bauxite style,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,,,,,,,,,,
Metro LT,Australia,Alumina (%),0.460701497,0.460701497,0.460701497,0.460701497,0.460701497,0.460701497,0.460701497,0.460701497,0.460701497,0.460701497,0.460701497,0.460701497,0.460701497,0.460701497,0.460701497,0.460701497,0.460701497,,,,,,,,,,
Metro LT,Australia,Silica (%),0.053436582,0.053436582,0.053436582,0.053436582,0.053436582,0.053436582,0.053436582,0.053436582,0.053436582,0.053436582,0.053436582,0.053436582,0.053436582,0.053436582,0.053436582,0.053436582,0.053436582,,,,,,,,,,
Metro LT,Australia,Moisture (%),0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,,,,,,,,,,
Metro LT,Australia,t/t (dry bauxite/alumina),2.7282269358044533,2.7282269358044533,2.7282269358044533,2.7282269358044533,2.7282269358044533,2.7282269358044533,2.7282269358044533,2.7282269358044533,2.7282269358044533,2.7282269358044533,2.7282269358044533,2.7282269358044533,2.7282269358044533,2.7282269358044533,2.7282269358044533,2.7282269358044533,2.7282269358044533,,,,,,,,,,
Metro LT,Australia,2015 C1 mining cost ($/t),16.88,16.88,14.6103115,15.30349656,15.18351794,14.95438731,,,,,,,,,,,,,,,,,,,,,
Metro LT,Australia,2015 C1 transp. cost ($/t),3.0,3.0,2.733502998,2.818006451,2.744525187,2.6122589130000002,,6.76,,,,,,,,,,,,,,,,,,,
Metro LT,Australia,ST Freight to China ($/dmt),,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro LT,Australia,C1 Cost CFR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro LT,Australia,C1 Cost FOB,23.88,23.88,20.80597362,21.747923995999997,21.52603316,21.110339899,,,,,,,,,,,,,,,,,,,,,
Metro LT,Australia,Capital Payback ($/t)Charge,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,-1.0501996190115732,,,,,,,,,,
Metro LT,Australia,Sustaining Capital Charge ($/t),0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,0.3225,,,,,,,,,,
Metro LT,Australia,Cash + Sustaining Capital CFR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro LT,Australia,Full Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro LT,Australia,Mine Gate,16.88,16.88,14.6103115,15.30349656,15.18351794,14.95438731,,,,,,,,,,,,,,,,,,,,,
Metro LT,Australia,Other processing penalties (US$/t_bx),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
