Field,Unit,Kamsar,Rusal Nunez,GAC Kamsar,Rusal Conakry,Rusal Conakry.1,Alufer Cap Verga,Dapilon,Dapilon.1,Dapilon.2,Dapilon.3,Ashapura,Katougouma,Katougouma.1,Katougouma.2,AGB2A Pongo,Dynamic,AMC,Chalco,Dapilon.4,Rundi Boffa,SPIC
Owner,,CBG,Rusal,GAC,Rusal,Rusal,Alufer,GDM,Henan Chine,AMR,SMB,Ashapura,SMB,SMB,SMB,AGB2A,Dynamic,AMC,Chalco,SMB,Rundi Kimbo,SPIC
Project / units,,CBG,Dian Dian,GAC,Kindia,Friguia,Bel Air,GDM,Henan Chine,AMR,Malapouya,Ashapura,Kaboye,Dabiss (S),Dabiss (N),3rd Party Mines,Dynamic,AMC,Boffa,Santou-Houda,Rundi Kimbo,SPIC
maintenance (parts & consumables only),US$/wmt/hr,0.660348690767739,0.8272834597481769,0.8272834597481769,0.8272834597481769,0.8272834597481769,0.8272834597481769,0.8272834597481769,0.8272834597481769,0.8272834597481769,0.8272834597481769,0.8272834597481769,0.8650403067172442,0.8650403067172442,0.8650403067172442,0.8650403067172442,0.8272834597481769,0.8272834597481769,0.8650403067172442,0.8272834597481769,0.8272834597481769,0.8272834597481769
Cost per wmt (incl capacity & distance factoring),,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0792418428921287,0.16545669194963536,0.16545669194963536,0.16545669194963536,0.16545669194963536,0.16545669194963536,0.16545669194963536,0.16545669194963536,0.16545669194963536,0.16545669194963536,0.16545669194963536,0.13840644907475907,0.13840644907475907,0.13840644907475907,0.13840644907475907,0.16545669194963536,0.16545669194963536,0.13840644907475907,0.16545669194963536,0.16545669194963536,0.16545669194963536
"labour (incl. mtce, camp, etc)",US$/wmt,0.4549142130698944,0.9023663277491527,1.1081691744287843,0.9023663277491527,0.9023663277491527,1.0527607157073449,0.7598874338940235,0.7598874338940235,0.7598874338940235,0.7598874338940235,0.7598874338940235,0.6356546851173418,0.6356546851173418,0.6356546851173418,0.6356546851173418,0.9023663277491527,0.9023663277491527,0.6356546851173418,0.7598874338940235,0.7598874338940235,0.7598874338940235
maintenance (parts & consumables only),US$/wmt,0.0440232460511826,0.0919203844164641,0.0919203844164641,0.0919203844164641,0.0919203844164641,0.0919203844164641,0.0919203844164641,0.0919203844164641,0.0919203844164641,0.0919203844164641,0.0919203844164641,0.07689247170819949,0.07689247170819949,0.07689247170819949,0.07689247170819949,0.0919203844164641,0.0919203844164641,0.07689247170819949,0.0919203844164641,0.0919203844164641,0.0919203844164641
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0792418428921287,0.0,0.0,0.0,0.0,0.0,0.16545669194963536,0.16545669194963536,0.16545669194963536,0.16545669194963536,0.16545669194963536,0.13840644907475907,0.13840644907475907,0.13840644907475907,0.13840644907475907,0.0,0.0,0.13840644907475907,0.16545669194963536,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.4549142130698944,0.0,0.0,0.0,0.0,0.0,0.7598874338940235,0.7598874338940235,0.7598874338940235,0.7598874338940235,0.7598874338940235,0.6356546851173418,0.6356546851173418,0.6356546851173418,0.6356546851173418,0.0,0.0,0.6356546851173418,0.7598874338940235,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0440232460511826,0.0,0.0,0.0,0.0,0.0,0.0919203844164641,0.0919203844164641,0.0919203844164641,0.0919203844164641,0.0919203844164641,0.07689247170819949,0.07689247170819949,0.07689247170819949,0.07689247170819949,0.0,0.0,0.07689247170819949,0.0919203844164641,0.0,0.0
TOTAL,US$/wmt,0.5781793020132057,0.0,0.0,0.0,0.0,0.0,1.0172645102601228,1.0172645102601228,1.0172645102601228,1.0172645102601228,1.0172645102601228,0.8509536059003003,0.8509536059003003,0.8509536059003003,0.8509536059003003,0.0,0.0,0.8509536059003003,1.0172645102601228,0.0,0.0
"Total Load, Haul & Dump 3 module - per wmt ore",,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0842418428921287,0.0,0.0,0.0,0.0,0.0,0.2654566919496354,0.24045669194963537,0.2654566919496354,0.2654566919496354,0.2654566919496354,0.23840644907475908,0.23840644907475908,0.23840644907475908,0.23840644907475908,0.0,0.0,0.23840644907475908,0.2654566919496354,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.45553921306989437,0.0,0.0,0.0,0.0,0.0,0.7698874338940235,0.7673874338940234,0.7698874338940235,0.7698874338940235,0.7698874338940235,0.6456546851173418,0.6456546851173418,0.6456546851173418,0.6456546851173418,0.0,0.0,0.6456546851173418,0.7698874338940235,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.060689912717849265,0.0,0.0,0.0,0.0,0.0,0.4252537177497974,0.3419203844164641,0.4252537177497974,0.4252537177497974,0.4252537177497974,0.41022580504153283,0.41022580504153283,0.41022580504153283,0.41022580504153283,0.0,0.0,0.41022580504153283,0.4252537177497974,0.0,0.0
TOTAL,US$/wmt,0.6004709686798724,0.0,0.0,0.0,0.0,0.0,1.4605978435934563,1.349764510260123,1.4605978435934563,1.4605978435934563,1.4605978435934563,1.2942869392336336,1.2942869392336336,1.2942869392336336,1.2942869392336336,0.0,0.0,1.2942869392336336,1.4605978435934563,0.0,0.0
Include in costs ? (switch) =>,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0
insitu  tph,tph,3000,3000,3000,3000,3000,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
Base Values,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Values after efficiency factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Cost per wmt,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.005,0.005,0.005,0.005,0.005,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375
"labour (incl. mtce, camp, etc)",US$/wmt,0.0006249999999999985,0.0005937499999999985,0.0007291666666666647,0.0005937499999999985,0.0005937499999999985,0.0012988281249999964,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.001113281249999997,0.001113281249999997,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977
maintenance (parts & consumables only),US$/wmt,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375,0.009375,0.0,0.0,0.009375,0.009375,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.0009374999999999977,0.0,0.0,0.0009374999999999977,0.0009374999999999977,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.0,0.0,0.03125,0.03125,0.0,0.0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.041562499999999995,0.041562499999999995,0.041562499999999995,0.041562499999999995,0.041562499999999995,0.041562499999999995,0.041562499999999995,0.041562499999999995,0.041562499999999995,0.0,0.0,0.041562499999999995,0.041562499999999995,0.0,0.0
Include in costs ? (switch) =>,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0
truck  size,wmt payload,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
one way distance,km,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Base Values,,,,,,,,,,,,,,,,,,,,,,
speed,km/h,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
diesel,litres/wmt/km one way,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"labour (incl. mtce, camp, etc)",person_hours per trip one way,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667
maintenance (parts & consumables only),US$/wmt/hr,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
hours per trip one way,hrs,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444
truck capacity factor,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
distance factor,-,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314
Values after efficiency factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt/km one way,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"labour (incl. mtce, camp, etc)",person_hours per trip one way,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667
maintenance (parts & consumables only),US$/wmt/hr,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Values after distance and truck capacity factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt/km one way,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316
"labour (incl. mtce, camp, etc)",person_hours/wmt/km one way,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784
maintenance (parts & consumables only),US$/wmt/hr,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157
Cost per wmt (incl capacity & distance factoring),,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927
"labour (incl. mtce, camp, etc)",US$/wmt,0.07232813532565296,0.06871172855937031,0.08438282454659513,0.06871172855937031,0.06871172855937031,0.08016368331926536,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.06871172855937031,0.06871172855937031,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375
maintenance (parts & consumables only),US$/wmt,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.0,0.0,0.012598891332672927,0.012598891332672927,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.0,0.0,0.057862508260522375,0.057862508260522375,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.0,0.0,0.006999384073707181,0.006999384073707181,0.0,0.0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.07746078366690248,0.07746078366690248,0.07746078366690248,0.07746078366690248,0.07746078366690248,0.07746078366690248,0.07746078366690248,0.07746078366690248,0.07746078366690248,0.0,0.0,0.07746078366690248,0.07746078366690248,0.0,0.0
"Total Load, Haul & Dump 4 module - per wmt ore",,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.021973891332672926,0.021973891332672926,0.021973891332672926,0.021973891332672926,0.021973891332672926,0.021973891332672926,0.021973891332672926,0.021973891332672926,0.021973891332672926,0.0,0.0,0.021973891332672926,0.021973891332672926,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.058800008260522375,0.058800008260522375,0.058800008260522375,0.058800008260522375,0.058800008260522375,0.058800008260522375,0.058800008260522375,0.058800008260522375,0.058800008260522375,0.0,0.0,0.058800008260522375,0.058800008260522375,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.038249384073707184,0.038249384073707184,0.038249384073707184,0.038249384073707184,0.038249384073707184,0.038249384073707184,0.038249384073707184,0.038249384073707184,0.038249384073707184,0.0,0.0,0.038249384073707184,0.038249384073707184,0.0,0.0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.11902328366690249,0.11902328366690249,0.11902328366690249,0.11902328366690249,0.11902328366690249,0.11902328366690249,0.11902328366690249,0.11902328366690249,0.11902328366690249,0.0,0.0,0.11902328366690249,0.11902328366690249,0.0,0.0
Include in costs ? (switch) =>,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insitu  tph,tph,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Base Values,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Values after efficiency factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",person_hours/wmt,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Cost per wmt,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
"labour (incl. mtce, camp, etc)",US$/wmt,0.009374999999999977,0.008906249999999977,0.010937499999999972,0.008906249999999977,0.008906249999999977,0.010390624999999971,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.008906249999999977,0.008906249999999977,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815,0.0074999999999999815
maintenance (parts & consumables only),US$/wmt,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Include in costs ? (switch) =>,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
truck  size,wmt payload,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
one way distance,km,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Base Values,,,,,,,,,,,,,,,,,,,,,,
speed,km/h,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
diesel,litres/wmt/km one way,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"labour (incl. mtce, camp, etc)",person_hours per trip one way,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667
maintenance (parts & consumables only),US$/wmt/hr,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
hours per trip one way,hrs,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444
truck capacity factor,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
distance factor,-,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314,3.1497228331682314
Values after efficiency factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt/km one way,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"labour (incl. mtce, camp, etc)",person_hours per trip one way,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667,2.0667
maintenance (parts & consumables only),US$/wmt/hr,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Values after distance and truck capacity factoring,,,,,,,,,,,,,,,,,,,,,,
diesel,litres/wmt/km one way,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316,0.031497228331682316
"labour (incl. mtce, camp, etc)",person_hours/wmt/km one way,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784,6.509532179308784
maintenance (parts & consumables only),US$/wmt/hr,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157,1.5748614165841157
Cost per wmt (incl capacity & distance factoring),,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927,0.012598891332672927
"labour (incl. mtce, camp, etc)",US$/wmt,0.07232813532565296,0.06871172855937031,0.08438282454659513,0.06871172855937031,0.06871172855937031,0.08016368331926536,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.06871172855937031,0.06871172855937031,0.057862508260522375,0.057862508260522375,0.057862508260522375,0.057862508260522375
maintenance (parts & consumables only),US$/wmt,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181,0.006999384073707181
Cost per wmt of ore,,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintenance (parts & consumables only),US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Total Load, Haul & Dump 5 module - per wmt ore",,,,,,,,,,,,,,,,,,,,,,
diesel,US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"labour (incl. mtce, camp, etc)",US$/wmt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
